clientIp,avg(sessionTime)
1.23.105.203,1071.0
1.187.248.204,0.0
1.23.109.93,1656.0
1.22.251.205,513.0
1.38.16.148,709.5
1.187.249.28,878.0
1.23.189.49,898.0
1.22.61.28,465.0
1.23.165.110,176.0
1.23.50.239,0.0
1.38.21.238,911.0
1.39.13.114,792.0
1.38.21.83,595.0
1.39.13.132,260.5
1.38.19.135,848.0
1.39.13.164,334.0
1.39.15.145,340.0
1.39.14.204,547.0
1.39.34.170,279.0
1.39.61.68,0.0
1.39.62.236,274.5
101.222.140.203,0.0
101.57.27.184,697.0
101.212.71.48,854.0
101.56.179.233,892.0
101.222.228.107,669.0
101.223.55.73,425.0
101.223.127.53,0.0
103.1.102.14,1033.0
101.57.97.222,939.0
101.2.119.171,751.0
103.16.50.4,415.0
1.39.63.36,0.0
101.2.65.76,178.0
101.62.179.140,334.0
103.16.71.16,1673.6666666666667
1.39.80.96,438.0
103.21.126.76,858.6666666666666
103.21.126.78,1288.3333333333333
103.24.126.5,173.0
103.24.86.72,917.0
103.240.32.22,515.4
103.240.206.156,614.0
103.227.98.9,330.0
103.31.214.90,506.75
103.250.113.189,661.0
103.241.224.221,1072.0
103.253.154.34,332.0
103.240.76.106,214.0
103.252.25.155,858.0
103.37.201.29,182.0
106.213.229.166,60.0
106.194.62.207,857.0
103.53.247.1,357.0
103.46.197.10,0.0
106.216.162.194,0.0
103.51.74.50,872.0
106.221.158.178,268.0
106.215.167.71,693.0
106.219.59.90,0.0
103.49.241.152,887.0
106.219.36.230,0.0
106.220.181.190,709.0
106.219.35.208,921.0
106.51.133.238,1013.0
106.221.153.88,0.0
106.51.132.244,979.0
106.192.184.126,810.0
106.208.169.203,338.0
106.208.159.131,656.0
106.208.77.90,0.0
106.51.136.90,420.5
103.44.118.198,820.0
106.219.25.44,699.0
106.220.97.85,440.0
106.76.59.210,846.0
106.76.63.145,127.0
106.51.234.241,86.0
106.51.141.62,750.0
106.76.228.248,172.0
106.78.71.196,241.0
107.167.99.196,734.0
106.51.243.254,844.0
106.76.71.69,535.0
106.67.156.15,696.0
106.77.55.56,0.0
106.76.166.196,941.0
106.76.54.207,0.0
110.172.165.98,644.0
107.167.112.141,547.0
106.79.30.203,142.0
107.167.103.222,524.0
106.51.241.164,0.0
106.51.243.80,807.0
106.78.84.109,858.0
106.79.123.166,717.0
106.79.63.0,440.0
106.79.69.120,995.0
106.76.116.250,931.0
106.79.4.248,11.0
111.235.73.37,315.0
111.93.43.210,869.0
112.110.82.100,773.0
111.93.0.142,811.0
112.110.8.88,182.0
112.79.39.63,690.0
113.193.35.212,2024.0
114.79.167.235,417.0
114.69.242.27,430.0
112.196.115.203,307.0
113.193.21.16,326.0
112.196.183.39,873.0
113.19.36.209,0.0
113.193.145.201,462.0
115.111.135.74,478.5
115.187.42.177,874.5
115.184.23.216,337.0
115.184.87.173,66.0
115.184.24.215,780.0
115.185.158.151,480.0
115.114.11.139,977.0
115.245.207.249,802.0
115.241.97.134,0.0
115.249.51.26,1204.5
115.241.58.99,791.0
115.240.7.193,0.0
117.224.247.158,883.0
117.205.191.211,328.0
116.202.74.51,522.0
116.203.102.188,761.0
117.230.53.23,873.0
116.203.109.177,0.0
115.250.21.37,765.0
115.252.123.53,1097.0
115.98.94.244,675.0
117.198.244.240,215.0
117.208.244.220,256.0
117.193.197.50,221.0
115.97.81.249,0.0
117.204.190.199,669.0
117.223.62.6,234.0
117.207.111.62,803.0
115.250.81.165,914.0
117.195.224.93,698.0
117.195.118.173,393.0
117.203.13.78,873.0
117.221.203.3,995.0
117.234.147.134,442.0
117.214.240.30,0.0
117.217.230.103,575.0
117.205.166.128,157.0
117.199.132.124,0.0
117.204.189.108,748.0
115.251.125.171,1012.0
116.202.32.15,727.0
117.201.111.96,0.0
115.250.71.168,1236.0
117.198.176.102,888.0
117.229.116.185,0.0
117.214.142.96,960.0
117.212.76.216,11.0
115.250.77.54,23.0
117.205.112.250,905.0
117.204.5.134,700.0
116.203.66.83,884.0
117.203.192.189,0.0
117.237.72.26,51.0
117.205.249.87,929.0
117.196.202.56,950.0
116.202.34.161,644.0
117.213.141.26,765.0
116.74.91.180,0.0
117.207.248.160,688.0
117.207.67.106,1007.0
117.229.45.78,195.0
117.204.202.159,899.0
117.211.20.125,718.0
117.205.25.21,837.0
116.14.139.53,0.0
117.211.158.227,167.0
115.250.115.36,0.0
116.73.206.191,824.0
117.215.20.127,29.0
117.230.186.139,803.0
117.213.142.174,0.0
117.217.183.85,1034.0
116.203.221.141,721.0
117.200.15.41,301.0
117.198.121.94,948.0
117.223.42.44,769.0
117.193.172.51,746.0
116.202.88.148,1617.0
117.239.50.35,485.6666666666667
117.223.17.3,0.0
117.223.182.61,716.0
116.75.110.144,1115.0
117.224.142.71,946.0
117.201.51.3,0.0
117.214.213.149,56.0
117.239.0.42,836.0
