clientIp,avg(sessionTime)
1.187.162.242,809.0
1.187.210.40,0.0
1.38.19.3,655.0
1.23.17.59,385.0
1.23.65.62,458.0
1.39.13.242,0.0
1.22.51.108,490.0
1.186.108.29,345.0
1.187.250.228,190.0
1.39.12.185,161.0
1.39.14.115,437.6666666666667
101.220.57.119,365.0
101.222.188.74,0.0
1.39.14.98,0.0
1.39.63.110,1045.0
1.39.15.35,0.0
101.212.67.188,1868.0
101.222.172.134,156.0
101.56.14.211,194.5
1.39.15.46,218.0
101.221.128.76,0.0
101.221.134.126,278.0
101.63.224.145,240.0
103.22.237.216,749.0
101.57.197.192,859.0
101.59.72.85,610.0
101.56.18.174,596.0
103.19.150.140,502.0
101.62.206.166,0.0
103.232.131.45,0.0
103.250.188.78,1564.0
103.249.76.34,63.0
103.24.86.218,924.0
103.250.162.242,400.0
103.226.204.192,933.0
103.251.215.37,867.0
103.251.229.8,504.3333333333333
103.251.50.104,787.0
106.220.166.253,0.0
106.208.113.60,589.0
106.215.163.0,0.0
106.218.41.242,0.0
106.221.149.10,1056.0
103.59.153.10,562.0
106.208.229.151,0.0
106.207.251.203,762.0
106.223.35.16,0.0
106.192.184.160,723.0
103.38.247.221,501.0
106.219.48.170,95.0
103.54.96.33,0.0
106.220.111.96,566.0
106.208.164.169,735.0
106.208.20.141,699.0
106.215.166.172,0.0
103.38.39.172,609.0
103.9.14.192,0.0
106.51.130.12,867.5
106.51.129.185,968.0
106.192.164.225,0.0
106.220.242.115,1612.0
106.220.208.51,556.0
106.216.134.129,816.0
106.78.253.106,391.5
106.78.210.93,810.0
106.51.151.74,808.0
106.51.153.48,680.0
106.67.6.71,0.0
106.51.94.6,849.0
106.51.234.37,309.0
106.76.236.153,0.0
106.78.110.81,737.0
106.76.231.34,397.0
106.76.40.213,0.0
106.77.29.188,679.0
106.66.38.190,101.0
106.51.232.157,935.0
106.51.133.3,107.0
106.76.201.129,0.0
106.78.251.3,714.0
106.76.7.51,0.0
106.79.7.193,608.0
106.79.210.124,335.0
106.79.143.90,0.0
106.79.106.54,800.0
107.167.107.113,769.0
106.79.106.77,0.0
106.79.25.154,746.0
106.79.14.50,879.0
106.79.70.53,0.0
107.167.108.142,292.0
107.167.108.16,843.0
107.167.109.123,441.0
107.167.109.133,1039.0
107.167.109.28,490.0
107.167.109.37,488.0
107.167.109.55,418.0
107.167.109.61,763.6666666666666
107.167.112.4,746.0
111.91.8.252,1653.0
111.93.72.86,1390.6666666666667
111.93.154.130,42.0
112.79.39.130,718.0
115.185.152.191,750.0
115.184.91.206,924.0
115.241.22.42,0.0
114.69.245.148,0.0
115.241.12.247,253.0
114.143.168.8,0.0
115.118.84.57,434.0
113.193.165.39,594.0
112.79.37.222,2475.0
112.196.167.27,742.0
115.118.77.187,0.0
115.112.165.241,932.0
114.79.158.8,0.0
113.19.2.168,113.0
115.245.176.142,408.5
113.193.175.73,909.0
112.79.36.197,1435.0
115.241.8.126,1043.0
115.112.60.98,876.0
115.187.48.216,45.0
116.68.103.28,0.0
115.251.80.58,566.0
115.250.83.89,810.0
116.72.152.252,590.0
115.250.127.102,0.0
116.203.74.165,0.0
116.73.138.132,703.0
115.250.46.161,704.0
115.250.69.165,644.0
116.202.34.210,809.0
115.245.232.124,737.0
116.68.80.249,734.0
116.203.193.103,732.0
117.200.178.243,869.0
117.198.57.211,778.0
116.75.254.113,989.0
117.199.222.212,0.0
117.200.62.64,316.5
117.199.82.68,778.0
117.197.191.83,714.0
117.192.253.12,622.0
117.193.206.173,362.0
117.196.27.152,337.0
116.75.122.65,753.0
117.200.102.41,955.0
117.200.173.58,461.0
117.198.39.62,875.0
117.195.177.195,18.0
117.227.23.113,1050.0
117.201.110.55,896.0
117.220.176.209,0.0
117.219.46.214,438.0
117.210.187.27,39.0
117.215.224.33,903.0
117.220.194.18,147.0
117.239.195.19,309.5
117.220.56.67,0.0
117.227.122.107,100.0
117.211.103.179,710.0
117.213.110.81,0.0
117.200.90.142,805.0
117.224.15.52,882.0
117.216.180.131,920.0
117.216.180.187,972.0
117.224.63.65,649.0
117.217.73.211,228.0
117.213.146.145,446.0
117.212.102.58,1086.0
117.233.16.66,0.0
117.220.69.31,468.0
117.222.111.39,982.0
117.203.232.135,880.0
117.206.198.74,1001.0
117.212.203.174,707.0
117.214.86.96,2136.0
117.205.0.73,949.0
117.220.230.249,554.0
117.203.228.1,230.0
117.247.229.2,372.0
117.242.224.53,30.0
117.247.229.35,547.0
117.239.45.146,329.0
117.245.184.231,904.0
117.245.40.203,79.0
117.244.218.195,207.0
117.244.220.193,520.0
117.247.88.179,804.0
117.247.88.254,696.5
117.248.84.205,69.0
117.253.101.213,0.0
117.248.169.5,72.0
117.253.104.63,0.0
117.248.192.2,0.0
117.247.90.77,129.0
117.248.123.201,900.0
121.245.128.128,234.0
120.56.230.70,501.0
119.226.196.161,871.0
122.102.124.10,481.0
119.226.93.62,1027.0
117.255.209.103,0.0
122.102.121.87,196.0
120.59.196.134,175.0
120.88.191.113,496.0
120.59.73.250,794.0
120.59.253.1,0.0
121.246.235.148,912.0
118.102.147.74,1442.0
117.253.96.169,0.0
117.255.254.218,450.0
120.59.95.168,924.0
117.254.85.234,1055.0
120.57.129.225,68.0
119.226.206.219,34.0
122.161.132.87,448.0
122.162.108.117,582.0
122.163.219.178,0.0
122.161.93.64,888.0
122.164.204.57,976.0
122.163.37.57,945.0
122.15.114.222,1079.0
122.163.10.249,0.0
122.160.172.27,1683.0
122.163.196.67,939.0
122.102.125.29,0.0
122.167.224.239,967.0
122.164.214.202,0.0
122.166.209.128,192.0
122.165.70.156,769.0
122.166.168.26,780.0
122.164.231.10,810.0
122.167.89.234,349.0
122.168.64.89,972.5
122.168.160.209,343.0
122.172.93.232,719.0
122.170.110.71,665.0
122.172.48.166,535.0
122.171.104.10,0.0
122.173.134.198,914.5
122.170.159.249,570.0
122.169.237.14,0.0
122.172.77.127,426.0
122.176.68.199,829.0
122.175.10.200,822.0
122.177.137.151,820.0
122.178.221.88,743.0
122.173.233.138,2128.0
122.179.130.7,288.0
123.237.213.191,430.0
123.239.79.94,850.0
123.236.100.216,196.0
123.136.190.159,0.0
123.239.188.121,1440.0
123.201.207.163,589.0
123.239.42.14,830.0
123.63.228.66,889.5
122.179.42.12,180.0
123.201.150.111,668.0
123.238.67.93,0.0
123.255.248.98,898.0
125.16.67.162,909.0
124.125.29.62,861.0
125.17.185.78,1059.0
124.253.107.254,965.0
125.99.61.134,264.5
124.253.188.220,734.0
14.195.172.230,1601.0
128.185.170.156,0.0
14.96.78.150,514.5
14.102.117.123,892.0
14.195.17.56,0.0
14.96.131.131,501.0
14.96.29.139,0.0
14.96.218.76,0.0
