clientIp,avg(sessionTime)
1.186.79.18,480.0
1.22.100.71,1071.0
1.22.187.27,1512.3333333333333
1.187.39.129,390.0
1.38.23.26,603.0
1.23.74.112,772.0
1.38.21.23,687.0
1.38.19.20,767.0
1.38.16.233,118.0
1.38.12.17,0.0
1.23.25.66,795.0
1.39.12.181,716.0
1.39.12.192,688.0
1.39.13.152,419.5
1.39.15.80,651.0
1.39.34.63,215.5
1.39.32.24,908.0
1.39.35.68,584.5
1.39.61.124,253.5
1.39.61.62,310.0
1.39.80.126,339.0
1.39.9.83,465.5
101.220.0.167,536.0
101.212.68.193,0.0
101.221.135.107,361.0
101.212.68.127,0.0
101.212.65.144,913.0
101.2.18.3,1056.0
101.2.63.189,1512.0
101.2.127.79,533.0
101.59.74.103,468.0
101.58.154.198,0.0
101.57.64.119,802.0
101.222.165.239,6.0
101.222.148.174,892.0
103.234.189.88,535.0
103.234.191.101,810.0
103.229.246.30,983.0
103.242.60.112,0.0
101.63.129.100,411.0
103.24.125.10,0.0
101.62.125.28,861.0
103.234.136.210,921.0
103.245.196.14,412.6666666666667
103.252.25.184,0.0
103.252.26.231,192.0
103.37.201.119,0.0
103.250.154.140,428.0
103.252.24.142,1118.0
103.37.76.10,604.0
103.252.24.186,661.0
103.5.201.173,826.0
103.48.110.108,639.0
103.56.236.99,0.0
106.192.164.188,0.0
104.155.223.81,0.0
106.192.134.102,2016.0
103.59.247.230,1020.0
103.39.117.103,1573.0
103.51.58.184,88.0
106.220.23.248,697.0
106.215.140.242,647.0
106.51.135.40,759.0
106.51.142.24,191.0
106.208.178.191,806.0
106.219.19.122,452.0
106.208.249.179,852.0
106.193.63.234,488.0
106.221.136.148,876.0
106.206.154.141,868.0
106.203.39.133,684.0
106.51.143.232,60.666666666666664
106.208.212.196,0.0
106.208.64.88,606.0
106.208.221.30,0.0
106.219.58.188,18.0
106.220.75.153,0.0
106.219.51.46,0.0
106.208.147.81,888.0
106.203.69.19,701.0
106.219.15.125,361.0
106.221.147.191,1160.0
106.219.26.141,543.0
106.208.220.183,0.0
106.203.194.11,501.0
106.208.128.31,0.0
106.194.53.198,216.0
106.194.29.36,28.0
106.51.126.59,606.0
106.220.63.85,711.0
106.66.17.81,0.0
107.167.108.195,1024.75
107.150.4.88,0.0
106.76.142.160,806.0
106.78.172.249,822.0
106.51.221.169,0.0
106.66.39.238,642.0
106.78.245.242,963.0
106.78.59.197,257.0
106.51.238.46,742.0
106.76.45.111,35.0
106.77.103.215,178.0
106.77.190.226,0.0
106.66.195.104,0.0
106.77.180.90,644.0
106.76.254.138,216.0
107.167.109.105,276.0
111.93.27.122,555.0
111.119.251.106,242.0
112.79.38.75,800.0
111.93.119.78,0.0
112.110.116.101,562.0
110.172.20.251,834.0
110.224.212.40,0.0
112.79.38.86,512.5
114.143.233.3,140.0
113.193.78.101,509.0
113.19.100.20,345.0
113.19.103.50,307.0
115.111.209.2,985.0
115.113.230.10,896.0
115.114.133.243,525.5
115.114.95.114,1046.6666666666667
115.249.77.229,0.0
115.250.68.246,115.0
115.241.71.79,0.0
115.250.37.123,719.0
115.250.88.49,910.0
115.99.181.191,841.5
115.242.238.144,0.0
115.250.1.199,0.0
115.250.50.118,0.0
115.99.1.212,900.0
115.245.64.176,571.0
115.250.26.93,28.0
115.118.73.163,992.0
115.250.39.17,1175.0
115.118.12.85,671.0
115.97.35.14,807.0
115.98.121.109,2008.0
115.115.117.238,848.0
116.202.190.68,427.0
116.202.243.121,590.0
116.203.176.154,0.0
116.202.34.176,65.0
116.202.209.212,0.0
116.14.171.4,0.0
117.198.145.88,0.0
116.73.242.201,753.0
117.198.43.130,0.0
116.68.89.39,37.0
117.195.207.110,663.0
117.206.146.220,321.5
117.195.182.218,925.0
117.201.93.229,443.0
117.199.229.93,946.0
117.202.144.65,304.0
117.195.228.162,349.0
116.68.73.74,1016.0
117.201.84.221,671.0
117.202.140.69,1037.0
117.200.243.249,0.0
117.205.41.75,1000.0
117.204.182.173,841.0
117.193.74.223,1003.0
116.50.67.102,765.0
116.73.68.180,600.0
117.207.0.68,305.0
117.207.175.160,600.0
117.207.99.247,494.5
117.207.55.12,967.0
117.218.212.221,573.0
117.211.110.180,1650.0
117.221.43.154,731.0
117.208.247.23,773.0
117.230.186.224,195.5
117.213.93.253,1175.0
117.218.32.47,868.0
117.216.165.135,268.0
117.208.86.64,0.0
117.208.211.210,1105.0
117.228.191.153,0.0
117.229.18.159,802.0
117.221.236.17,868.0
117.225.89.116,897.0
117.217.211.135,0.0
117.233.78.34,0.0
117.245.22.104,0.0
117.247.184.204,1060.6666666666667
117.238.79.111,681.0
117.238.159.106,729.0
117.55.241.106,0.0
117.253.238.35,0.0
117.247.208.197,1616.0
117.254.182.52,739.0
117.253.214.215,0.0
120.56.249.186,0.0
120.57.202.167,1173.0
117.253.221.211,0.0
117.253.226.119,0.0
117.248.155.25,86.0
117.253.211.102,721.0
117.253.225.190,0.0
117.252.54.104,630.0
117.99.6.235,0.0
119.160.195.90,1014.0
119.226.200.58,308.0
117.96.241.15,205.0
120.59.250.185,432.0
120.57.205.71,184.0
120.59.203.255,332.0
120.59.85.40,176.0
120.59.106.94,585.0
120.60.191.144,512.0
121.245.152.71,196.0
122.160.187.221,1085.5
120.63.35.188,826.0
124.253.96.111,0.0
125.19.40.245,0.0
122.169.218.37,610.0
122.177.27.207,0.0
122.179.61.92,0.0
122.171.116.159,587.0
122.177.230.24,612.0
124.124.214.58,971.0
122.163.219.5,87.0
122.174.239.68,1242.0
122.165.59.176,0.0
122.165.68.131,166.0
122.175.139.213,277.0
122.180.141.102,964.0
122.177.18.103,605.0
125.19.60.146,242.5
124.253.205.23,56.0
124.123.78.16,0.0
124.124.1.57,944.0
122.163.27.174,1101.0
122.176.182.68,879.0
122.167.24.36,898.0
123.239.54.188,597.0
122.162.27.166,0.0
122.168.112.2,166.0
122.167.86.129,306.0
122.175.224.154,843.0
122.164.222.90,65.0
122.176.103.234,487.0
122.182.16.218,501.0
122.169.147.115,0.0
122.176.85.148,0.0
123.136.182.230,0.0
122.175.39.145,0.0
125.18.6.210,967.0
122.164.90.44,779.0
122.163.30.158,0.0
123.201.253.238,441.0
122.180.51.62,655.0
125.17.32.98,181.0
122.161.70.253,398.0
124.123.196.105,0.0
125.21.177.10,85.0
14.139.120.245,20.0
14.139.50.66,126.33333333333333
14.139.85.113,826.0
14.140.50.82,645.3333333333334
14.195.17.32,499.0
14.142.28.134,563.0
14.194.115.166,794.0
14.96.118.95,159.5
14.96.202.10,57.0
14.96.185.227,481.0
14.96.6.185,574.5
14.96.211.60,597.0
141.197.16.185,691.0
14.97.15.214,836.0
14.99.227.114,645.0
14.98.112.39,885.0
14.97.46.26,980.0
14.98.147.240,908.0
14.98.121.202,696.0
14.99.221.203,756.0
14.97.4.104,0.0
14.98.149.172,511.0
14.98.165.184,576.0
15.211.153.77,540.6666666666666
148.177.195.5,1056.0
151.151.16.19,498.0
170.128.35.38,138.0
150.107.253.81,0.0
173.252.75.117,0.0
151.151.109.21,539.0
163.47.14.154,605.0
180.215.239.234,293.0
171.51.88.254,455.0
163.47.13.159,1284.0
163.47.15.164,622.0
171.79.93.164,266.0
150.129.207.86,755.0
180.215.121.179,343.0
180.222.215.7,455.75
152.52.0.220,466.0
151.191.175.230,1069.0
