clientIp,avg(sessionTime)
1.187.170.77,754.0
1.187.195.226,265.0
1.22.153.130,553.0
1.38.17.26,0.0
1.22.246.165,1006.0
1.23.142.123,27.0
1.187.205.58,774.0
1.23.73.252,894.0
1.23.125.36,130.0
1.22.86.62,745.0
1.38.19.157,435.5
1.23.108.147,2022.0
1.23.110.44,378.0
1.38.20.81,794.0
1.38.20.247,1174.0
1.39.60.52,0.0
1.39.40.24,770.0
1.39.15.28,830.0
1.39.14.8,0.0
1.38.22.148,842.0
1.39.12.197,0.0
1.39.62.214,1739.5
101.62.159.24,773.0
101.63.83.57,770.0
101.222.177.108,576.0
1.39.96.137,853.0
101.222.184.242,617.0
103.234.162.242,1170.0
103.17.84.189,614.0
1.39.63.21,1138.0
101.59.245.17,56.0
103.226.201.99,1413.0
1.39.80.31,702.0
103.227.71.156,0.0
101.63.216.100,752.0
103.18.72.69,966.0
103.24.20.186,1135.0
103.245.199.212,848.0
103.240.76.75,763.0
103.245.47.23,159.5
103.243.114.10,0.0
106.219.54.179,560.0
106.216.167.50,1910.0
106.220.240.36,646.5
106.208.200.114,0.0
106.204.231.41,202.0
106.220.136.244,469.0
106.206.148.125,1037.0
106.204.207.26,197.0
106.219.47.129,302.0
106.212.185.97,1003.0
106.208.0.27,1006.0
106.208.25.88,0.0
106.220.186.185,369.0
106.220.216.158,53.0
106.205.17.146,767.0
106.208.130.69,0.0
103.53.233.78,823.0
106.219.11.71,318.0
106.220.135.107,543.0
106.208.224.195,982.0
106.208.235.15,642.0
106.220.139.221,2173.0
106.207.193.204,0.0
106.208.77.174,400.0
106.221.143.89,193.0
106.221.148.142,789.0
106.221.132.223,0.0
106.51.122.82,1148.5
106.220.58.189,0.0
106.51.128.52,348.5
106.51.231.166,126.0
106.67.118.179,50.0
106.66.73.144,761.0
107.167.107.225,705.0
106.79.220.96,219.0
106.77.134.137,0.0
106.77.66.93,0.0
106.78.241.211,441.0
106.76.5.247,260.0
107.167.107.117,581.0
106.66.227.20,685.0
106.66.56.170,0.0
106.79.19.113,957.0
106.66.118.38,0.0
106.66.174.247,413.0
106.67.28.129,0.0
106.77.15.38,419.0
106.77.64.224,302.0
106.67.84.59,0.0
106.76.3.172,618.0
106.78.82.81,0.0
106.77.213.37,520.0
106.51.143.159,888.0
107.167.108.58,721.6666666666666
106.78.19.146,483.0
106.76.171.55,580.0
106.78.120.114,89.0
106.51.130.36,0.0
106.79.144.52,379.0
112.110.12.85,665.0
111.93.202.222,874.0
108.61.122.152,433.0
112.79.35.72,521.0
111.91.6.123,521.0
107.167.109.92,0.0
112.196.171.141,0.0
111.93.135.241,915.0
112.79.36.15,216.5
112.133.203.43,579.0
112.110.127.106,723.0
112.79.36.170,1049.0
112.79.36.185,564.5
112.79.37.121,1202.0
112.79.37.58,361.3333333333333
112.79.39.191,414.0
115.250.48.122,404.0
115.241.62.231,622.0
115.250.78.138,0.0
114.143.73.76,339.0
115.98.33.59,0.0
116.202.38.109,1149.0
115.250.71.199,758.0
116.202.20.6,694.0
113.193.112.1,849.0
115.112.103.58,96.0
115.245.47.114,313.0
115.249.229.17,123.0
115.250.82.120,829.0
113.193.173.254,730.0
116.202.102.108,661.0
115.250.53.242,0.0
115.250.59.153,953.0
115.184.210.43,557.0
116.202.34.23,536.0
116.203.74.141,465.0
113.19.194.96,455.0
115.118.35.183,809.0
116.14.171.2,0.0
116.202.12.60,1071.0
115.185.167.24,855.0
114.143.148.31,747.0
116.202.171.147,167.0
116.203.244.92,1068.0
113.193.163.233,148.0
115.98.145.106,984.0
115.115.240.83,588.0
116.202.127.0,1809.0
116.203.77.33,525.5
116.203.78.37,601.0
116.203.86.254,0.0
116.72.144.218,756.75
116.75.107.235,774.0
116.73.232.152,803.0
117.120.18.135,371.5
116.73.147.90,0.0
116.75.27.174,907.0
117.195.88.221,146.0
117.200.192.98,765.0
117.196.201.75,894.0
117.204.40.121,838.0
117.195.231.79,786.0
117.200.122.191,905.0
117.200.98.29,568.0
117.212.32.186,361.0
117.200.227.39,536.0
117.213.50.161,343.0
117.207.92.31,1734.0
117.198.64.253,658.0
117.195.248.110,968.0
117.197.110.243,739.0
117.194.52.152,871.0
117.208.210.41,0.0
117.207.160.30,0.0
117.213.108.190,646.0
117.192.212.38,617.0
117.201.150.145,156.0
117.196.242.64,350.0
117.204.8.254,808.0
117.203.192.36,723.0
117.217.120.244,0.0
117.198.66.202,0.0
117.214.29.171,714.0
117.193.189.204,251.0
117.215.203.198,36.0
117.197.73.170,0.0
117.204.82.114,561.0
117.211.185.147,461.0
117.203.105.13,1095.0
117.214.155.245,106.0
117.214.221.123,969.0
117.212.139.162,391.0
117.214.155.100,467.0
117.206.110.181,729.0
117.214.78.252,391.0
117.201.171.25,347.0
117.211.38.211,0.0
117.193.45.148,534.0
117.199.202.221,0.0
117.202.105.21,757.0
117.195.92.118,0.0
117.201.160.251,0.0
117.193.124.155,2249.0
117.196.234.226,974.0
117.212.112.209,771.0
117.217.176.121,871.0
117.218.170.170,658.0
117.221.87.95,934.0
117.233.36.37,88.0
117.218.99.73,1066.0
117.229.39.117,190.0
117.240.235.130,547.0
117.245.20.161,263.0
117.241.106.95,0.0
117.244.216.210,493.0
117.245.19.159,0.0
117.244.25.98,447.0
117.245.36.49,235.0
117.247.2.184,490.0
122.15.22.197,1011.0
120.59.77.157,709.0
120.63.3.114,0.0
120.57.4.64,130.0
120.59.193.166,673.0
117.250.125.186,638.0
120.61.59.45,808.0
117.253.243.183,0.0
117.253.99.227,0.0
120.59.207.252,341.0
118.102.221.44,856.0
117.253.186.81,473.0
117.253.98.185,0.0
120.58.228.93,813.0
122.15.207.29,0.0
120.57.7.183,186.0
117.249.31.191,903.0
120.59.132.21,140.0
117.248.82.62,15.0
117.253.202.200,368.0
119.82.78.214,165.0
122.102.123.214,0.0
120.61.86.50,963.0
122.160.193.186,423.0
122.161.253.37,294.5
122.160.221.137,921.0
122.161.109.252,891.0
122.15.49.82,0.0
122.161.152.228,0.0
123.239.77.247,834.0
122.174.239.25,0.0
123.136.187.72,802.0
122.180.104.150,43.0
123.136.218.139,665.0
122.174.222.117,243.0
123.237.125.80,9.0
122.162.74.19,909.0
124.124.94.185,394.0
124.253.76.141,151.0
122.171.102.20,685.0
122.168.113.82,0.0
122.164.215.118,858.0
122.174.53.178,718.0
122.170.32.29,569.0
122.162.68.87,978.0
123.63.186.163,0.0
122.177.148.129,618.0
123.252.189.234,586.0
122.161.73.18,824.0
125.17.149.194,307.5
122.177.33.4,889.0
122.172.133.8,244.0
122.176.166.236,75.0
122.174.124.212,277.0
122.177.26.201,0.0
