clientIp,avg(sessionTime)
1.186.129.213,744.0
1.39.10.100,0.0
1.22.205.88,822.0
1.39.12.5,520.5
1.187.217.87,771.0
1.39.12.4,968.0
1.23.96.44,0.0
101.221.129.52,635.0
101.221.134.79,1322.0
101.220.99.239,802.0
1.39.60.23,993.0
1.39.61.31,872.0
101.222.178.201,88.0
101.58.30.137,371.0
101.57.164.104,0.0
101.222.239.83,893.0
1.39.8.4,0.0
1.39.14.233,0.0
101.222.174.33,211.0
101.56.6.235,787.0
1.39.8.226,67.0
1.39.35.21,495.0
101.221.135.86,0.0
103.15.62.187,542.0
101.59.195.158,178.0
101.63.149.196,812.0
1.39.12.59,339.0
101.57.198.60,2197.0
101.212.71.224,725.0
101.221.134.194,562.0
101.221.134.219,617.0
101.62.233.143,730.0
1.39.15.95,127.0
1.39.96.9,0.0
101.221.136.183,351.0
101.221.135.67,811.0
101.221.135.229,956.0
101.222.64.161,823.0
1.39.15.167,424.0
101.56.102.75,634.0
101.62.252.111,819.0
101.221.134.221,775.0
103.16.30.9,889.0
103.17.158.210,253.0
103.19.150.246,2093.0
103.21.160.75,749.0
103.22.172.251,1563.5
103.228.35.26,431.6666666666667
103.227.98.227,0.0
103.231.1.27,0.0
103.250.167.177,792.0
103.41.35.59,162.0
103.233.86.180,0.0
103.5.114.96,408.0
103.252.165.192,1665.0
106.208.67.54,797.0
106.208.177.234,730.0
106.192.152.231,140.0
106.197.117.240,256.0
106.206.157.184,0.0
106.203.78.47,979.0
106.219.24.158,0.0
106.208.116.89,888.0
106.219.37.125,615.0
106.194.44.133,621.0
106.206.139.165,554.0
106.208.144.158,0.0
106.215.131.193,942.0
106.215.179.104,259.0
103.51.139.55,643.0
106.220.118.29,0.0
103.59.241.160,920.0
103.50.80.51,0.0
106.206.129.14,304.0
106.217.17.230,417.0
106.219.21.228,892.0
106.220.149.196,965.0
106.51.133.147,14.0
106.220.3.4,593.0
106.221.140.194,682.0
106.51.130.177,248.0
106.220.188.130,577.0
106.220.28.169,831.0
106.220.202.91,0.0
106.220.207.11,653.0
106.51.235.88,738.5
106.51.232.183,987.0
106.79.166.215,142.0
106.77.226.154,560.0
106.51.56.141,1155.0
106.79.104.101,504.0
107.167.107.209,1034.0
106.78.44.74,0.0
106.77.214.146,0.0
106.76.242.111,0.0
106.67.108.42,938.0
106.77.179.115,561.0
106.78.253.255,919.0
106.51.243.186,117.0
106.79.137.71,0.0
107.167.107.96,708.5
106.76.174.40,977.0
106.78.164.141,0.0
107.167.109.140,507.3333333333333
111.91.231.90,1065.0
114.143.160.102,708.0
113.193.109.212,501.0
113.193.48.148,556.0
111.93.20.210,924.0
113.193.107.55,697.0
107.167.109.192,985.0
110.232.255.250,993.0
111.93.88.34,1059.0
107.167.109.98,591.0
110.224.234.4,73.0
112.79.36.173,904.0
111.119.235.194,985.0
112.196.116.159,814.0
114.143.183.170,705.5
115.113.83.132,0.0
115.111.104.101,331.0
115.112.60.210,140.0
115.240.174.35,432.0
115.118.146.180,716.0
115.242.209.94,992.0
115.184.2.177,998.0
115.242.215.122,153.0
115.245.43.243,0.0
115.187.63.47,185.0
115.246.190.15,608.0
115.241.77.238,363.0
115.240.175.89,1284.0
115.242.185.132,398.0
115.245.138.99,65.0
115.117.141.125,0.0
115.245.227.60,854.0
115.184.195.138,0.0
115.249.130.57,1027.0
115.250.77.189,626.0
115.98.52.238,441.5
115.250.2.71,815.0
115.250.124.94,914.0
115.252.42.211,26.0
116.68.121.53,899.0
116.203.127.18,932.0
116.203.86.15,0.0
116.202.123.41,673.0
116.73.213.235,1236.6666666666667
116.202.177.136,175.0
116.74.73.83,854.0
117.204.3.197,613.0
117.204.44.186,482.0
117.199.183.6,0.0
117.206.130.41,194.5
117.196.171.193,0.0
116.75.109.37,971.0
116.75.88.229,0.0
117.199.211.193,551.0
117.203.212.151,0.0
117.202.27.64,0.0
117.204.180.1,826.0
117.204.185.48,384.0
117.196.172.139,135.0
117.200.91.86,855.0
117.205.35.73,907.0
117.195.236.217,58.0
117.192.82.63,0.0
117.196.162.76,362.0
117.200.228.154,797.0
117.203.85.22,228.0
117.240.116.5,311.0
117.215.161.17,853.0
117.236.252.167,91.0
117.228.105.220,684.0
117.231.106.143,462.0
117.247.7.161,721.0
117.248.242.207,819.0
117.241.37.7,253.0
117.212.125.83,50.0
117.221.108.80,683.0
117.238.26.6,0.0
117.247.221.67,539.0
117.228.26.223,840.0
117.220.57.82,2134.0
117.223.53.155,1058.0
117.218.108.153,468.0
117.247.62.17,226.0
117.213.34.150,210.0
117.229.154.228,981.0
117.228.88.15,493.0
117.244.151.115,923.0
117.225.2.58,243.0
117.211.82.220,0.0
117.241.55.135,0.0
117.239.156.178,583.0
117.222.251.111,739.0
120.63.161.85,25.0
122.170.78.94,0.0
122.171.177.211,237.5
121.244.90.242,512.0
122.168.229.254,960.0
120.57.185.241,333.0
117.99.164.247,1232.0
122.168.65.116,984.0
117.255.245.202,601.0
122.167.91.249,1056.0
122.160.72.124,0.0
122.162.102.21,681.0
122.168.28.32,0.0
120.56.155.56,789.0
122.160.144.120,731.0
122.168.10.184,97.0
122.169.139.243,376.0
119.160.116.54,0.0
120.59.110.129,613.0
120.59.92.231,818.0
122.164.168.92,826.0
117.254.189.73,682.0
122.160.196.247,992.0
120.62.179.64,178.0
122.162.252.132,238.0
117.253.221.248,0.0
122.160.113.147,356.0
122.171.105.137,659.0
117.249.184.172,126.0
122.166.180.181,1865.0
117.254.126.223,414.0
122.170.133.205,607.0
122.162.248.231,989.0
122.168.196.175,880.0
122.160.75.11,698.0
122.160.111.51,250.0
122.161.99.172,1354.0
122.161.54.181,573.0
117.254.80.249,453.0
122.162.59.215,0.0
122.174.231.207,760.0
122.171.29.81,0.0
123.239.175.3,1892.0
122.177.180.124,390.0
123.236.100.51,0.0
122.172.200.101,203.0
122.172.231.51,207.0
122.171.204.163,638.0
123.201.131.237,1781.0
122.50.170.180,980.0
122.171.66.139,431.0
123.136.248.9,434.0
123.63.212.145,97.5
122.175.39.173,0.0
123.201.151.13,543.0
122.179.151.136,0.0
123.201.67.182,0.0
123.237.230.18,1150.0
122.177.59.157,0.0
122.172.135.52,64.0
122.176.219.31,413.0
122.174.23.69,255.0
122.174.132.93,1020.0
122.178.164.237,577.0
124.123.96.69,306.0
124.125.66.194,894.0
124.125.27.34,716.0
124.253.104.254,695.0
125.16.134.94,1082.5
124.123.226.181,0.0
124.155.218.203,1245.0
125.16.34.66,1185.6666666666667
125.17.118.34,501.0
125.21.44.2,829.0
