clientIp,avg(sessionTime)
1.23.91.48,577.0
1.22.132.32,569.0
1.22.72.72,781.0
1.187.187.45,0.0
1.22.53.105,554.0
1.38.18.198,551.0
1.38.18.160,0.0
1.39.13.224,577.0
1.39.34.183,425.5
1.39.13.95,996.0
1.39.33.40,775.0
1.39.14.11,909.0
1.39.60.122,760.0
1.39.8.64,0.0
103.224.156.182,691.6666666666666
1.39.63.113,909.0
101.222.238.47,997.0
101.57.168.49,788.0
101.222.241.73,587.0
101.212.67.197,417.0
101.60.177.0,0.0
1.39.60.193,897.0
101.62.223.47,0.0
1.39.96.192,574.0
101.63.67.238,166.0
1.39.97.55,0.0
101.212.69.3,727.0
103.12.133.146,1256.0
101.57.199.170,821.0
1.39.61.60,314.0
103.2.80.163,888.0
1.39.9.233,0.0
103.231.44.90,601.5
103.228.147.57,0.0
103.226.3.171,2081.0
103.232.128.4,0.0
103.231.78.89,885.0
103.248.122.2,1271.5
103.232.131.38,111.0
103.243.114.110,0.0
103.43.161.58,505.3333333333333
103.248.246.74,179.0
103.40.49.243,45.0
103.251.225.14,668.0
106.194.39.250,753.0
106.217.6.194,536.0
106.208.98.190,0.0
106.219.23.89,0.0
106.216.139.122,829.0
106.211.151.196,0.0
106.193.77.67,0.0
106.216.134.81,971.0
106.208.96.231,564.0
106.194.7.157,674.0
106.219.16.127,411.0
106.220.182.158,427.5
106.192.151.206,228.0
106.206.159.172,0.0
107.167.107.146,564.0
106.220.65.177,0.0
106.79.141.206,0.0
107.167.103.204,841.0
106.221.131.22,243.0
106.67.13.180,757.0
106.77.95.122,999.0
106.77.94.239,0.0
106.51.43.41,130.0
106.51.137.84,189.0
106.79.30.249,701.0
106.221.138.207,494.0
106.67.190.128,0.0
106.76.2.34,635.0
106.51.235.175,28.0
106.51.235.168,928.0
106.78.239.79,965.0
106.51.242.218,643.0
106.76.147.52,756.0
106.76.72.43,0.0
106.78.34.51,0.0
106.221.141.120,765.0
106.221.141.135,2638.0
106.79.31.2,218.0
106.220.78.29,792.0
106.78.203.225,0.0
106.220.35.7,365.0
106.51.129.171,344.0
106.51.234.181,603.0
106.51.133.0,0.0
107.167.108.136,1386.0
107.167.108.79,1006.0
107.167.109.34,619.0
111.119.194.231,214.0
110.226.81.3,0.0
112.133.246.39,191.5
107.167.112.245,454.0
110.172.141.196,1106.0
112.110.85.36,0.0
112.133.232.86,60.0
111.92.118.198,913.0
111.119.199.242,144.0
111.118.241.77,559.0
110.172.137.3,556.0
111.93.158.83,927.0
112.196.177.81,414.0
112.196.181.19,908.0
112.79.37.36,426.5
112.79.35.117,910.0
113.193.115.34,869.0
115.245.155.176,663.0
115.242.238.19,659.0
115.187.39.42,351.0
115.184.38.105,1004.0
113.193.226.58,781.0
115.113.76.5,0.0
115.245.18.3,422.5
115.114.30.2,776.0
114.143.219.67,832.0
115.245.144.137,0.0
115.119.117.234,342.0
115.254.77.205,903.0
115.250.111.45,493.0
115.250.29.195,1866.0
115.248.112.234,647.0
115.250.64.231,84.0
115.250.16.57,877.0
115.245.68.199,0.0
116.202.36.62,628.0
115.99.232.12,0.0
116.202.38.160,254.5
117.197.19.40,823.0
117.199.148.138,818.0
116.203.81.93,975.0
117.199.92.155,712.0
117.196.186.28,887.0
116.203.76.187,0.0
116.75.254.81,586.0
117.194.32.198,219.0
116.203.74.46,632.0
117.198.22.210,751.0
117.198.236.212,0.0
117.196.192.39,552.0
117.200.140.164,376.0
117.197.120.123,246.0
117.196.81.83,465.0
116.203.16.91,904.0
116.202.84.1,982.0
117.192.219.253,0.0
117.203.207.203,825.0
117.206.56.162,0.0
117.218.57.81,422.0
117.203.213.124,1009.0
117.204.197.248,850.0
117.201.19.184,801.0
117.200.97.39,740.0
117.200.237.187,503.0
117.218.204.2,1953.0
117.200.8.122,447.0
117.206.123.113,802.0
117.200.61.1,168.0
117.201.176.233,369.0
117.217.170.108,718.0
117.200.80.155,653.0
117.200.234.99,185.0
117.218.105.107,753.0
117.201.126.56,919.0
117.210.48.51,0.0
117.211.50.200,726.0
117.213.198.51,35.0
117.201.164.93,929.0
117.206.9.120,0.0
117.218.254.208,651.0
117.203.30.142,0.0
117.221.236.249,640.0
117.221.113.210,668.0
117.221.90.130,740.0
117.219.147.6,557.0
117.222.181.88,614.0
117.220.56.68,1346.0
117.221.156.105,1006.0
117.222.182.74,600.0
117.223.112.208,2183.0
117.224.119.85,973.0
117.224.130.250,166.0
117.222.66.162,0.0
117.226.137.47,34.5
117.247.112.26,1092.0
117.255.230.43,744.0
117.239.214.145,0.0
117.242.26.104,0.0
117.245.23.174,367.0
117.247.225.242,612.0
117.244.99.148,712.0
117.253.245.210,0.0
117.255.245.37,0.0
117.253.234.126,0.0
117.240.190.3,1589.0
117.229.112.229,751.0
117.255.233.9,0.0
117.253.240.65,0.0
117.255.253.35,0.0
117.226.219.224,0.0
117.253.223.80,0.0
118.102.208.156,964.0
117.250.134.235,899.0
117.252.66.195,1078.0
117.252.50.186,907.0
117.246.249.62,884.0
119.151.72.79,725.5
117.228.49.51,558.0
117.251.150.15,0.0
117.238.227.247,674.0
117.230.88.164,0.0
117.255.249.224,938.0
119.235.53.132,525.0
119.31.166.53,518.0
12.42.51.27,1194.0
120.60.30.214,301.0
122.161.214.99,736.0
122.162.155.193,445.0
122.160.59.216,680.0
120.59.109.214,627.0
120.57.147.212,857.0
120.59.65.138,683.0
122.161.20.90,1003.0
122.162.184.240,85.0
122.162.130.77,489.0
120.61.161.165,879.0
122.161.20.239,925.0
122.102.123.227,554.0
120.63.37.118,360.0
122.162.193.112,2325.5
122.160.174.111,1453.0
122.168.204.14,491.0
122.167.31.87,2121.0
122.169.187.35,718.5
122.164.159.153,0.0
122.166.114.153,738.0
122.168.14.184,868.0
122.166.48.113,911.0
122.162.223.13,580.0
122.163.197.168,818.0
122.167.5.230,693.0
122.176.140.238,768.0
122.175.8.50,249.0
122.175.11.184,1807.0
122.176.179.67,625.5
122.169.210.33,418.0
122.176.113.244,937.0
122.170.157.136,1106.0
