clientIp,avg(sessionTime)
1.23.110.35,454.5
1.187.1.61,532.0
1.22.48.141,1067.0
1.22.119.178,1443.0
1.22.252.31,880.0
1.38.17.27,0.0
1.39.15.249,547.0
1.39.10.103,125.0
1.39.32.184,0.0
1.39.35.99,362.0
1.39.62.35,440.3333333333333
1.39.32.83,30.0
1.39.34.55,813.0
1.39.61.32,604.0
1.39.61.218,0.0
1.39.8.62,753.0
1.39.96.197,383.0
101.59.175.233,257.0
101.56.176.165,827.0
103.248.94.248,746.0
103.233.117.163,412.0
103.21.19.108,962.0
101.62.142.135,978.0
101.222.240.112,262.0
103.31.214.110,36.0
103.255.233.127,425.0
103.243.89.185,684.0
101.60.243.123,850.0
103.227.98.199,0.0
103.37.201.12,930.5
101.222.227.77,829.0
101.58.17.0,688.0
101.58.178.217,469.0
103.224.157.183,427.0
101.221.133.107,762.0
101.212.72.0,0.0
103.248.92.4,1126.0
103.224.158.183,611.0
101.57.1.22,27.0
103.16.30.93,855.0
103.29.159.115,1170.0
103.27.140.224,791.0
101.221.135.40,946.0
101.58.144.154,902.0
103.252.24.88,693.0
103.250.47.158,361.0
103.51.74.71,608.0
103.42.159.14,0.0
103.59.107.90,0.0
106.216.154.90,483.0
106.209.213.107,699.0
106.51.127.148,990.0
106.221.148.13,526.0
106.51.133.232,0.0
106.215.170.113,1523.0
106.220.12.55,0.0
106.220.79.157,1051.0
106.219.39.53,431.0
106.208.235.98,383.0
106.215.151.46,902.0
106.219.21.67,833.0
106.51.137.253,1385.0
106.221.155.226,403.0
106.220.50.169,0.0
106.51.128.105,0.0
106.219.62.68,733.0
106.206.156.175,679.0
106.208.168.253,686.0
106.220.8.93,334.0
103.8.192.14,557.0
106.220.36.114,343.0
106.219.36.205,0.0
106.215.188.101,529.0
106.67.57.186,259.0
106.77.57.219,648.0
106.51.230.238,196.0
106.79.11.18,737.0
106.77.128.184,386.0
106.67.159.119,690.0
106.77.81.119,973.0
106.78.166.1,698.0
106.78.103.112,513.0
106.77.199.37,864.0
106.51.53.108,950.0
106.51.77.132,0.0
106.79.127.121,0.0
106.67.177.196,764.0
106.77.179.154,788.0
106.77.155.53,0.0
107.167.107.90,1100.3333333333333
106.67.19.206,861.0
106.51.233.17,968.0
106.66.140.45,479.0
106.51.233.180,834.0
106.79.174.76,0.0
107.167.108.19,606.0
107.167.108.220,306.5
107.167.108.224,1227.5
107.167.108.241,1934.0
107.167.109.25,879.0
107.167.108.42,0.0
107.167.109.66,633.0
110.172.153.156,0.0
112.79.35.57,715.5
112.79.35.176,266.0
112.196.53.212,976.0
112.196.137.72,133.0
111.91.42.52,0.0
112.79.39.204,638.5
113.193.36.10,399.0
115.112.153.174,512.0
115.112.36.106,1025.0
115.112.150.10,846.0
115.112.153.170,982.0
114.79.136.51,0.0
113.193.104.236,0.0
115.113.84.18,796.0
115.114.139.234,869.0
116.203.75.83,421.0
116.202.24.4,786.0
115.118.218.241,0.0
115.244.230.43,978.0
115.246.39.169,958.0
117.196.232.28,571.0
116.203.140.17,633.0
117.198.150.166,1043.0
115.254.21.69,430.0
116.73.167.76,899.0
117.201.111.129,299.0
116.203.183.249,846.0
115.187.51.238,721.0
115.250.75.11,537.0
117.193.26.58,612.0
117.200.191.192,919.0
116.203.248.102,710.0
117.201.211.125,908.0
115.250.62.80,900.0
115.119.255.118,982.0
117.195.101.247,915.0
115.245.79.255,0.0
115.250.104.70,731.0
115.242.151.159,455.0
117.192.173.211,755.0
116.202.32.86,732.0
117.192.163.15,0.0
117.198.59.254,1188.0
115.184.117.87,1029.0
116.68.89.193,155.0
115.242.169.132,726.0
115.118.139.137,75.0
115.98.132.80,515.0
117.194.214.169,143.0
116.203.78.153,211.0
115.250.36.131,0.0
116.202.166.39,482.0
115.117.229.212,976.0
117.198.159.153,480.0
115.250.121.253,982.0
116.193.142.190,450.0
116.202.34.111,0.0
116.203.67.105,730.0
117.201.189.178,650.0
116.203.75.75,796.0
117.202.135.85,811.0
117.231.40.84,877.0
117.219.68.232,317.0
117.220.26.130,573.0
117.212.121.38,942.0
117.228.11.172,972.0
117.211.128.6,380.0
117.207.1.153,0.0
117.231.16.198,156.0
117.208.186.11,44.0
117.203.200.75,207.0
117.215.27.197,358.0
117.226.213.128,683.0
117.239.47.98,686.5
117.216.133.137,377.0
117.213.163.225,364.0
117.232.191.103,0.0
117.228.92.242,987.0
117.216.240.130,846.0
117.208.57.178,965.0
117.223.60.17,997.0
117.207.116.14,528.0
117.216.232.12,0.0
117.234.173.145,590.0
117.205.117.127,534.0
117.207.80.203,993.0
117.220.186.93,367.0
117.218.55.56,372.0
117.237.66.131,905.0
117.229.18.216,593.0
117.218.192.196,1136.0
117.246.140.152,701.0
117.247.171.173,855.0
120.58.167.198,616.0
117.247.182.143,672.0
120.56.158.231,967.0
117.249.206.105,660.0
120.56.133.103,303.0
120.59.155.104,876.0
117.253.209.87,0.0
120.59.182.88,0.0
117.244.25.181,0.0
117.248.132.113,0.0
119.82.78.154,24.0
117.247.124.97,776.0
117.242.86.48,1492.0
120.59.174.19,992.0
119.160.196.194,263.0
117.244.25.77,0.0
119.226.238.210,912.0
117.253.203.211,64.0
120.56.223.158,0.0
117.253.221.115,492.0
117.255.248.195,0.0
117.253.50.149,0.0
120.59.249.26,275.0
117.247.25.119,717.0
120.59.173.67,0.0
117.244.61.40,740.0
117.248.0.53,873.0
117.255.225.51,586.0
120.63.174.25,568.0
121.245.158.237,211.0
121.242.160.226,866.0
121.245.135.132,921.0
120.63.59.178,161.0
122.15.156.64,1685.0
122.102.127.202,766.0
122.163.219.41,992.0
122.164.156.189,878.5
122.161.156.249,0.0
122.15.46.2,2576.0
122.161.192.111,418.0
122.162.232.119,886.0
122.162.36.193,490.0
122.165.111.42,0.0
122.180.201.170,1521.0
