clientIp,avg(sessionTime)
1.187.52.236,561.0
1.38.18.136,80.0
1.23.160.73,771.0
1.39.10.242,1889.0
1.23.3.44,723.0
1.39.12.160,369.0
1.22.244.245,990.0
1.39.15.170,0.0
1.22.46.115,692.0
1.187.255.124,0.0
1.38.16.46,0.0
1.23.45.181,944.0
1.187.161.249,392.0
1.23.147.113,0.0
1.39.32.224,241.0
1.22.87.111,618.0
1.22.191.204,844.0
1.23.133.214,483.0
1.187.170.255,267.0
1.39.60.116,522.0
1.39.35.84,739.0
1.39.35.113,1277.0
1.39.32.57,672.0
1.39.61.101,0.0
1.39.63.62,626.6666666666666
1.39.63.1,663.0
1.39.62.158,639.0
101.208.31.76,386.0
1.39.97.74,0.0
101.222.236.15,893.0
101.214.53.247,314.0
101.212.69.165,1564.0
101.56.119.177,570.0
101.56.177.51,1600.0
101.222.186.148,816.0
101.212.72.89,789.0
101.222.186.193,482.0
101.57.121.38,946.0
101.62.194.171,467.0
101.60.145.2,1085.0
101.62.225.0,581.0
101.57.5.64,172.0
103.228.46.137,715.0
103.245.198.214,579.6666666666666
101.61.122.113,109.0
103.227.96.94,392.0
103.227.98.193,316.0
103.232.125.14,916.0
103.232.129.212,388.0
101.60.152.90,911.0
103.24.109.191,909.0
103.254.244.202,977.0
103.38.240.1,968.0
103.252.24.183,861.0
103.251.209.165,0.0
103.250.152.203,0.0
103.4.125.25,1717.6666666666667
103.31.214.138,627.0
106.216.164.103,627.0
106.212.138.192,413.0
106.220.152.79,69.0
106.208.30.224,451.0
106.216.119.75,887.0
106.215.148.112,252.0
106.51.235.51,2569.0
106.51.135.176,598.0
106.194.57.28,1834.0
106.220.236.21,573.0
106.51.218.236,0.0
106.218.2.156,0.0
106.196.195.26,0.0
106.205.213.139,399.0
106.51.242.247,334.0
106.215.141.162,941.0
106.215.154.242,458.0
103.57.241.85,249.0
106.192.153.95,893.0
103.60.176.49,560.0
103.44.157.249,1210.0
106.219.48.7,904.0
106.221.149.51,1515.0
106.219.19.184,0.0
103.42.196.212,1108.0
106.51.128.91,37.0
106.51.189.84,879.0
106.51.234.214,835.0
106.192.138.160,931.0
106.206.154.193,418.0
106.208.221.116,831.0
106.215.138.203,0.0
106.51.240.20,0.0
106.208.162.74,760.0
106.51.232.65,792.0
106.194.22.213,0.0
106.51.67.213,639.0
106.51.243.193,714.0
106.77.26.94,0.0
106.76.128.144,599.0
106.79.66.251,0.0
106.78.197.58,0.0
106.66.105.134,0.0
106.76.164.120,898.0
108.161.137.171,1137.5
106.77.240.173,261.0
106.79.31.252,954.0
106.79.27.182,447.0
106.76.59.183,0.0
106.67.171.80,0.0
106.76.25.32,0.0
106.77.7.130,874.0
108.171.159.47,936.3333333333334
111.93.41.194,1227.0
112.110.12.156,971.0
112.110.32.213,579.3333333333334
112.196.171.106,104.0
112.79.38.240,417.6666666666667
112.196.69.35,651.0
112.79.37.131,0.0
114.143.1.210,498.0
113.193.125.188,470.0
113.193.144.147,924.0
112.79.39.72,1173.0
112.79.38.64,806.0
115.114.93.114,1577.5
114.143.203.122,435.0
114.69.235.6,685.0
114.143.114.79,470.0
115.117.130.84,852.0
115.184.215.75,861.0
115.118.57.67,1949.0
115.118.95.3,0.0
115.118.162.44,391.0
116.203.70.126,981.0
115.250.42.45,1645.0
115.249.137.244,121.0
116.73.195.235,908.0
116.75.196.67,422.0
115.240.172.127,0.0
115.99.102.72,461.0
116.203.129.123,780.0
115.245.232.114,0.0
116.15.200.142,751.0
116.203.68.201,0.0
116.203.36.130,0.0
115.184.26.20,823.0
115.250.47.79,997.0
115.240.236.142,757.0
115.248.185.237,153.0
116.203.236.8,871.0
117.198.249.194,0.0
117.199.148.88,634.0
117.194.230.219,272.0
117.198.7.108,0.0
117.195.138.169,1501.0
117.195.156.8,699.0
117.195.160.139,240.0
117.192.13.232,972.0
117.197.233.15,547.0
117.203.209.236,857.5
117.199.5.115,228.0
117.201.179.25,0.0
117.201.125.191,44.0
117.199.162.48,0.0
117.200.241.197,0.0
117.204.18.166,605.0
117.227.27.249,0.0
117.244.203.164,737.0
117.230.161.74,933.0
117.221.86.64,295.0
117.217.113.48,646.0
117.208.175.162,796.0
117.236.175.120,907.0
117.213.151.217,991.0
117.241.39.41,752.0
117.215.42.174,588.0
117.229.50.108,783.0
117.242.6.122,1605.0
117.216.62.122,643.0
117.237.189.31,647.0
117.203.21.151,60.0
117.215.213.210,857.0
117.225.89.68,856.0
117.242.83.41,740.0
117.227.74.177,0.0
117.203.95.55,1066.0
117.208.197.192,577.0
117.219.175.154,2501.0
117.217.247.150,817.0
117.239.84.131,1196.0
117.241.9.150,381.0
117.204.203.101,1416.0
117.220.177.84,406.0
117.220.26.242,485.0
117.211.163.162,660.0
117.205.45.159,685.0
117.211.62.133,864.0
117.241.171.46,591.0
117.206.66.207,829.0
117.206.196.241,221.0
117.243.178.110,0.0
117.244.90.160,531.0
119.82.124.243,978.0
117.253.56.6,0.0
117.251.201.85,0.0
117.253.202.8,593.0
117.253.106.106,0.0
117.251.176.85,447.0
120.59.80.180,426.0
117.245.48.164,169.0
117.251.186.198,177.0
119.235.49.196,0.0
117.248.189.16,1060.0
120.88.187.127,701.5
119.82.80.232,0.0
118.151.209.178,297.0
117.249.8.5,872.0
120.62.15.221,0.0
117.253.48.106,220.0
120.138.126.60,968.0
120.88.35.49,0.0
122.160.148.132,0.0
121.242.228.194,241.0
122.160.85.85,243.0
121.44.88.135,0.0
122.15.103.253,278.0
121.244.84.74,595.0
121.244.82.2,0.0
122.15.111.33,624.0
121.241.112.132,1827.0
122.161.196.197,375.0
122.161.153.249,0.0
123.136.202.128,0.0
122.173.25.221,969.0
122.163.41.197,376.0
122.171.215.56,583.0
122.161.67.109,458.0
122.162.253.145,942.0
122.178.168.82,918.0
122.164.29.229,0.0
122.175.229.160,0.0
122.177.199.183,999.0
122.180.160.163,788.0
122.164.212.4,633.0
122.161.239.240,1068.0
122.166.88.18,124.0
122.168.220.247,490.0
122.162.169.92,808.0
122.177.84.44,970.0
122.179.44.226,766.0
123.136.214.239,923.0
122.166.170.36,0.0
122.168.85.177,974.0
122.174.231.200,615.0
122.167.104.17,1825.0
122.173.207.42,0.0
122.162.166.215,83.0
122.163.245.59,0.0
123.136.240.52,1196.0
124.123.159.9,259.5
123.236.162.127,69.0
123.201.75.19,940.0
124.123.126.211,419.0
123.236.41.22,749.0
123.63.75.98,0.0
124.124.224.75,952.0
124.123.37.212,0.0
124.123.222.9,468.0
124.125.202.136,432.0
14.139.200.166,0.0
125.63.72.8,981.0
125.23.138.110,523.0
14.139.238.210,422.0
124.125.19.92,730.0
14.139.190.130,845.0
124.125.246.245,563.0
125.63.68.155,423.0
14.97.179.11,737.0
144.36.231.237,638.0
14.195.1.164,43.0
14.96.203.123,606.0
14.98.29.253,0.0
14.98.135.152,938.0
14.97.129.98,0.0
14.96.114.167,390.0
14.98.34.30,563.0
14.99.154.110,1614.0
14.139.244.238,0.0
157.55.39.61,1506.0
141.0.9.80,735.0
152.52.37.228,0.0
14.96.208.239,726.0
150.242.24.55,0.0
151.151.109.18,330.0
14.99.207.153,787.0
14.96.126.251,0.0
152.52.216.67,594.0
164.100.194.41,707.5
163.47.14.128,679.0
164.100.6.117,701.0
168.235.194.234,0.0
175.100.146.63,680.0
173.248.164.166,954.0
168.235.195.188,0.0
175.101.18.131,395.0
180.178.25.61,777.75
180.151.218.84,621.0
180.148.41.119,840.0
180.215.123.151,0.0
180.215.121.121,403.0
180.215.187.62,1378.0
180.215.193.78,0.0
182.56.91.116,1148.5
182.68.110.144,572.0
182.72.199.66,0.0
182.69.168.0,13.0
182.71.224.113,976.0
182.69.96.16,870.0
182.70.24.153,745.0
182.65.53.225,860.0
182.66.33.101,2653.0
182.73.170.98,467.0
182.66.18.84,319.0
182.71.144.34,123.0
182.68.230.87,0.0
182.64.127.23,1079.0
182.66.52.16,658.0
182.70.182.244,0.0
182.66.40.52,0.0
182.65.58.112,288.0
182.69.185.85,1049.0
182.72.161.142,139.0
183.82.227.6,0.0
192.8.206.145,903.0
183.82.221.223,0.0
183.82.3.181,948.0
183.82.97.51,153.0
183.82.108.100,359.0
183.82.53.83,0.0
196.207.88.9,1074.0
196.207.78.151,796.0
182.73.71.130,611.0
196.207.72.180,922.0
196.207.80.154,469.0
183.83.85.33,942.0
198.58.103.36,0.0
202.89.106.201,209.33333333333334
202.53.74.118,393.0
202.142.79.9,0.0
202.62.82.34,0.0
202.142.105.150,0.0
202.65.136.12,947.0
202.65.134.106,950.0
202.54.251.88,1048.0
202.142.81.38,1323.0
203.101.76.66,480.5
203.129.222.179,996.0
203.197.126.115,18.0
