clientIp,avg(sessionTime)
1.22.209.140,0.0
1.187.227.71,538.0
1.23.118.5,446.0
1.38.22.38,511.0
1.23.70.78,0.0
1.38.19.18,932.0
1.187.215.43,1035.0
1.187.242.197,341.0
1.186.78.45,148.0
1.39.11.168,581.0
1.38.23.173,773.0
1.38.23.80,445.0
1.39.14.156,508.5
1.39.12.133,1214.0
1.39.12.206,119.0
1.39.14.20,490.0
1.39.15.44,200.5
1.39.33.188,773.5
1.39.34.161,0.0
101.62.173.123,1157.0
101.59.86.246,698.0
1.39.45.141,0.0
101.221.134.113,0.0
101.57.178.96,618.0
101.62.159.91,758.0
101.222.231.80,459.0
101.59.204.120,0.0
101.60.217.55,977.0
101.57.8.53,765.0
103.10.197.218,361.0
1.39.80.58,423.0
101.62.248.136,0.0
101.210.252.99,0.0
101.212.66.110,507.0
101.222.231.43,1274.0
103.11.118.118,1094.5
103.248.173.2,170.0
103.228.115.184,867.0
103.226.31.42,0.0
103.18.169.11,0.0
103.245.103.218,689.0
103.239.234.31,664.0
103.17.131.79,985.0
103.227.117.218,843.0
103.12.1.128,816.0
103.16.69.14,795.0
103.27.171.61,538.3333333333334
103.253.172.62,741.0
106.194.2.221,511.0
103.27.8.45,2545.0
106.220.135.225,738.0
106.78.223.253,0.0
106.78.12.128,0.0
106.207.169.35,0.0
106.77.210.76,879.0
106.78.78.84,420.0
106.208.29.228,946.0
103.6.134.151,355.0
106.219.40.73,918.0
106.76.234.154,263.0
107.167.103.169,388.0
106.206.145.100,683.0
107.167.107.91,735.5
106.213.249.181,12.0
106.76.109.51,943.0
106.76.56.60,464.0
106.67.56.17,856.0
106.221.156.33,445.0
106.209.71.203,411.0
106.76.246.162,742.0
106.76.143.18,1910.0
103.48.97.162,11.0
106.78.29.29,0.0
106.206.19.109,353.0
103.44.49.162,123.0
106.67.45.41,809.0
106.78.220.218,984.0
106.67.17.133,902.0
106.194.67.152,664.0
106.51.133.51,667.0
106.76.94.49,414.0
106.66.71.1,383.0
106.216.166.231,547.0
106.76.13.109,782.0
106.219.0.238,472.0
106.67.122.209,881.0
106.76.46.83,0.0
106.208.75.30,0.0
106.78.199.93,554.0
106.66.113.164,644.0
106.67.2.204,373.0
106.79.70.248,717.0
106.215.73.150,309.0
106.221.149.229,0.0
106.208.79.79,1151.0
107.167.103.84,881.0
106.76.109.95,947.0
107.167.108.134,902.0
111.91.82.93,54.0
111.91.51.34,0.0
112.79.35.159,530.0
112.196.3.22,535.0
112.79.38.56,1279.0
112.196.32.196,315.0
112.110.87.90,0.0
112.110.2.197,27.0
113.19.210.180,602.0
113.193.77.149,141.0
115.111.228.54,874.5
115.108.182.34,986.0
114.143.0.33,1036.0
115.111.183.14,904.0
115.115.183.198,730.0
115.118.147.209,1336.0
115.117.219.63,644.0
115.118.52.241,459.5
115.242.201.182,722.0
116.68.122.62,820.0
115.99.235.252,745.0
115.245.171.174,497.0
116.202.198.95,596.0
117.194.122.102,24.0
115.247.94.144,396.0
117.192.107.226,0.0
117.193.55.179,883.0
116.203.78.91,656.0
115.245.186.22,0.0
115.250.68.42,1085.0
116.203.55.223,508.0
116.203.11.50,53.0
115.242.251.236,0.0
115.245.208.210,135.0
116.75.97.221,370.0
115.250.9.2,392.0
116.202.183.70,519.0
116.15.197.28,439.0
115.98.213.131,920.0
115.250.120.72,406.0
115.241.62.57,689.0
115.248.55.89,592.0
117.192.52.197,60.0
115.187.60.111,938.0
115.248.225.217,344.0
115.98.112.124,614.0
116.73.129.69,780.0
115.250.46.165,16.0
115.249.6.113,663.0
116.202.36.101,527.0
115.250.115.13,648.0
115.245.33.158,0.0
115.118.72.8,0.0
117.208.159.45,0.0
117.211.26.9,540.0
117.235.206.121,798.0
117.227.182.81,1124.0
117.194.154.110,536.0
117.199.190.218,948.0
117.214.86.241,995.0
117.201.213.156,534.0
117.222.138.182,250.0
117.211.150.69,404.0
117.220.68.63,321.0
117.210.116.18,370.0
117.212.163.242,291.0
117.212.38.48,759.0
117.205.178.91,884.0
117.208.166.126,0.0
117.197.141.130,867.0
117.214.55.49,1752.0
117.212.255.252,1848.0
117.231.200.38,686.0
117.221.246.19,685.0
117.216.180.91,364.0
117.223.83.23,760.0
117.239.120.50,920.0
117.195.72.93,841.0
117.213.0.232,513.0
117.208.43.120,775.0
117.201.227.14,587.0
117.222.183.164,601.0
117.227.218.149,0.0
117.202.99.164,1486.0
117.206.173.194,877.0
117.229.77.55,462.0
117.208.88.200,0.0
117.195.175.128,815.0
117.214.163.198,964.0
117.232.214.226,1156.0
117.239.41.163,1429.3333333333333
117.202.123.253,0.0
117.237.17.94,404.0
117.212.128.199,590.0
117.194.159.161,0.0
117.239.243.210,223.0
117.203.231.127,845.0
117.221.25.176,981.0
117.214.184.223,667.0
117.208.72.71,845.0
117.210.69.133,624.0
117.218.52.206,923.0
117.210.91.174,815.0
117.196.82.81,885.0
117.211.27.113,273.0
117.207.0.2,239.0
117.216.248.209,0.0
117.221.105.75,697.0
117.212.34.137,1062.0
117.253.231.244,175.0
117.246.163.115,377.0
117.253.221.31,0.0
117.253.233.142,0.0
117.241.63.30,152.0
117.247.82.75,201.0
117.253.236.249,118.0
117.247.82.100,897.0
117.241.164.19,431.0
117.242.98.96,555.0
117.243.185.155,47.0
117.249.250.108,0.0
117.241.110.11,964.0
118.102.137.157,376.0
117.253.239.78,0.0
118.103.25.137,86.0
119.226.128.246,149.0
119.235.53.133,509.0
122.160.72.251,0.0
121.245.73.254,147.0
120.57.252.217,0.0
120.56.218.20,168.0
120.56.247.192,436.0
120.59.150.161,562.0
120.56.237.25,903.0
120.57.233.129,531.0
122.160.79.222,1082.0
121.245.130.184,416.0
122.160.83.72,849.0
120.61.23.32,0.0
122.160.79.117,768.0
120.60.19.79,0.0
120.57.239.54,243.0
122.161.137.182,730.0
120.60.185.79,658.0
122.169.85.144,666.0
122.163.244.246,357.0
122.168.167.137,0.0
122.171.113.75,472.0
122.167.123.141,349.0
122.172.239.101,983.0
122.171.69.2,1539.0
122.164.45.76,38.0
122.170.41.4,1133.0
122.169.232.169,0.0
122.172.183.213,0.0
122.165.76.86,484.0
122.169.83.23,441.0
122.163.250.238,748.0
122.171.194.157,54.0
122.172.23.96,0.0
122.163.226.201,1006.0
122.161.138.132,802.0
122.177.28.209,1377.0
122.176.190.211,0.0
122.175.232.49,0.0
122.175.144.151,949.0
122.176.104.110,0.0
122.173.206.13,963.0
122.179.148.198,176.5
122.177.142.78,310.0
122.173.182.69,677.0
123.176.44.178,915.0
123.238.66.24,0.0
122.180.154.152,819.0
123.136.220.24,1355.0
122.180.178.20,795.0
123.239.93.206,0.0
123.236.64.137,0.0
123.63.218.235,316.0
123.63.235.34,1048.3333333333333
124.123.98.224,654.0
124.125.39.237,844.0
124.155.250.136,440.0
124.125.231.36,0.0
124.123.21.169,638.0
124.40.244.18,971.6
124.253.182.174,453.0
124.253.99.144,722.0
125.16.15.46,0.0
125.22.36.22,571.0
14.139.219.227,222.0
125.99.251.198,887.0
14.139.87.210,866.0
14.141.173.146,1082.0
14.140.202.99,104.0
14.139.171.129,785.0
14.141.215.134,1556.6666666666667
14.98.172.43,0.0
14.98.155.208,0.0
14.96.128.109,750.0
14.96.186.87,971.0
14.98.85.164,859.0
148.251.185.126,0.0
142.245.59.16,1800.0
15.219.194.24,0.0
141.0.9.192,460.0
14.195.115.160,3.0
14.96.44.179,899.0
150.129.180.198,1253.0
141.0.10.220,711.0
14.97.81.25,868.0
14.98.52.180,90.0
150.107.196.48,0.0
14.194.192.28,516.0
150.242.16.101,1613.0
14.98.36.182,0.0
163.47.14.203,482.5
159.53.174.145,1077.0
164.100.131.5,335.5
168.235.194.186,160.33333333333334
168.235.194.59,0.0
175.101.11.234,832.6666666666666
168.235.196.68,0.0
168.235.194.64,0.0
171.79.34.16,0.0
168.235.198.192,884.0
175.101.19.162,357.5
178.62.208.24,731.5
175.101.8.44,632.0
182.237.191.47,0.0
180.211.106.210,528.0
182.64.33.112,559.0
180.179.177.42,0.0
182.65.226.35,389.0
180.215.120.190,166.0
182.64.83.128,540.0
182.64.210.225,1018.0
182.18.177.210,917.0
182.48.247.100,343.0
180.87.201.114,722.0
182.156.88.154,1358.0
180.215.165.13,549.0
182.156.64.114,1282.0
182.156.185.31,642.0
180.151.185.216,362.0
182.65.40.106,560.5
182.66.21.158,0.0
182.74.195.18,0.0
182.66.25.31,0.0
182.66.12.34,0.0
182.71.129.241,704.0
182.66.37.38,498.0
182.71.116.22,0.0
182.65.48.73,0.0
182.71.236.9,9.0
182.65.87.127,458.0
182.73.35.202,654.0
182.72.96.190,691.0
182.66.35.232,218.0
182.74.18.153,0.0
182.70.161.101,724.0
182.66.4.128,941.0
182.75.58.146,745.0
182.66.20.153,736.0
183.82.110.74,685.0
183.82.83.18,184.0
183.82.221.52,948.0
183.82.99.127,532.0
183.82.206.101,820.0
183.82.218.55,216.0
183.83.18.221,519.5
195.154.49.144,460.0
193.108.184.61,1921.0
183.87.108.148,658.0
195.112.95.126,960.0
183.83.229.31,862.0
194.176.222.227,424.0
202.131.98.78,734.0
202.153.40.98,942.5
202.142.91.112,816.0
202.62.71.156,728.0
203.187.199.231,438.0
202.56.249.18,162.0
203.109.89.226,0.0
202.56.198.90,392.0
203.122.32.157,654.0
203.192.237.238,602.0
208.116.10.33,716.5
206.70.237.197,851.0
203.32.4.16,1861.0
203.194.100.135,754.0
210.56.99.29,703.0
210.56.105.128,0.0
219.64.163.94,36.0
220.225.239.165,419.0
223.176.191.116,1158.0
223.185.208.66,578.0
220.227.105.34,2880.0
223.196.206.191,797.0
27.97.245.38,721.0
223.227.129.16,635.0
23.236.125.250,960.0
223.227.132.2,219.0
223.231.145.14,0.0
223.227.119.93,32.0
37.228.106.245,472.25
27.54.169.220,868.0
27.97.250.196,934.0
27.5.156.83,634.0
27.123.109.97,747.0
27.5.36.95,140.0
223.227.168.43,393.0
23.236.124.155,0.0
59.185.240.234,1228.0
59.179.54.116,824.0
61.8.208.189,702.0
49.204.252.197,706.0
49.213.53.93,364.0
49.201.180.11,690.0
49.204.147.248,0.0
61.16.172.250,705.0
61.246.234.162,486.0
59.91.210.54,665.0
59.178.183.252,0.0
49.204.217.145,1753.0
43.241.123.100,98.0
61.0.32.24,69.0
61.2.23.174,998.0
59.94.255.125,95.0
59.94.16.121,887.0
58.68.41.82,926.0
61.1.32.65,1332.0
49.207.152.112,1005.0
61.0.199.174,479.0
43.243.81.100,0.0
49.207.186.33,0.0
49.202.202.49,748.0
61.3.195.223,812.0
49.200.95.119,0.0
65.49.14.75,889.0
49.202.113.168,280.0
49.213.35.33,0.0
61.2.48.217,858.0
37.228.107.175,830.0
43.251.172.9,2107.0
49.14.83.163,0.0
49.207.165.83,0.0
61.1.168.215,2050.0
49.200.118.81,765.0
59.94.217.31,195.0
49.204.133.159,0.0
49.204.150.184,758.0
59.92.228.3,907.0
49.248.192.252,0.0
59.99.195.236,1069.0
65.49.14.73,602.0
49.200.95.87,184.0
49.207.190.107,378.0
61.12.98.154,892.0
37.228.107.2,795.0
59.99.70.50,596.0
49.202.92.174,339.0
59.184.184.157,951.0
49.136.246.183,0.0
61.3.138.126,0.0
59.177.177.233,829.0
49.238.54.207,752.0
59.88.195.156,1295.0
59.94.240.31,0.0
43.227.246.220,561.0
49.206.161.177,333.0
59.162.69.2,635.0
66.220.156.116,297.6666666666667
70.39.186.88,1034.5
70.39.186.75,0.0
78.101.49.112,0.0
8.37.225.33,564.5
72.163.220.18,315.0
8.37.227.62,650.0
85.17.156.76,63.625
8.37.228.10,739.0
