clientIp,avg(sessionTime)
1.22.196.102,913.5
1.39.12.62,932.0
1.23.229.142,950.0
1.38.23.222,0.0
1.39.33.48,1188.5
1.38.17.96,1731.0
1.39.12.89,0.0
1.23.164.178,446.0
1.22.233.168,30.0
1.23.124.21,0.0
1.23.139.73,542.0
1.23.52.188,803.0
1.23.86.92,559.0
1.39.33.110,781.0
1.39.61.114,921.0
1.39.61.28,683.0
1.39.62.194,820.0
1.39.35.59,0.0
1.39.40.115,292.0
1.39.61.190,730.0
1.39.46.241,70.0
1.39.63.23,999.0
1.39.9.123,670.0
1.39.96.57,606.5
101.212.71.215,235.0
101.212.72.22,702.0
101.212.66.135,212.0
101.219.6.162,237.0
101.212.67.84,0.0
101.212.72.68,823.0
101.0.53.60,292.0
101.221.135.79,621.0
101.63.182.149,983.0
101.60.129.110,500.0
103.1.100.211,828.0
101.58.31.84,898.0
101.56.186.2,967.0
101.221.187.23,0.0
101.223.242.156,0.0
101.56.27.252,865.0
101.60.150.212,0.0
101.222.170.242,380.0
101.60.151.144,563.0
101.57.15.224,0.0
101.63.155.223,1053.0
103.18.72.94,1561.25
103.18.167.154,0.0
103.18.75.26,454.5
103.225.133.179,1033.0
103.245.118.218,975.5
103.238.110.114,887.0
103.228.144.200,0.0
103.242.156.31,347.0
103.241.44.254,853.0
103.229.25.58,2503.0
103.238.243.99,860.0
103.228.192.95,346.0
103.248.86.17,805.0
103.37.83.10,896.0
103.252.27.155,0.0
103.254.202.118,478.0
103.26.219.30,743.0
103.40.80.11,635.0
103.57.241.28,0.0
103.7.129.68,742.0
103.41.28.116,837.0
106.192.148.216,0.0
106.192.145.203,937.0
106.215.131.46,0.0
106.202.106.247,0.0
106.51.142.31,1050.0
106.51.242.86,799.0
106.51.233.239,2069.0
106.194.68.248,0.0
106.215.129.28,53.0
106.215.135.127,0.0
106.51.131.195,324.0
106.194.83.145,342.0
106.219.39.253,821.0
106.220.142.54,174.0
106.220.194.213,913.0
106.51.243.84,785.5
106.215.140.34,0.0
106.216.147.155,0.0
106.216.173.138,226.0
106.51.143.19,705.0
106.51.233.216,998.0
106.215.140.240,0.0
106.51.192.41,111.0
106.220.168.148,0.0
106.192.158.21,1003.0
106.215.142.30,684.0
107.167.107.109,1191.0
106.76.11.188,0.0
106.78.13.108,357.0
107.167.107.178,483.5
106.76.239.177,0.0
106.79.220.123,0.0
106.76.141.209,516.0
106.66.75.48,992.0
106.67.158.208,0.0
106.76.154.113,403.0
106.67.73.19,494.0
106.78.49.238,553.0
106.78.13.134,796.0
106.79.30.147,459.0
106.79.192.160,0.0
106.76.140.65,900.0
106.76.49.141,12.0
107.167.108.20,780.5
107.178.42.175,272.0
110.172.153.149,769.0
111.119.238.140,1390.0
112.110.89.178,378.0
112.121.56.4,1728.5
110.224.195.88,832.0
112.79.35.187,857.0
112.79.37.194,808.5
112.196.40.194,504.0
112.79.37.218,1398.0
112.79.38.225,1352.6666666666667
113.11.226.135,0.0
113.19.195.83,1031.0
113.193.249.58,777.5
115.112.139.138,928.0
115.112.162.130,1318.0
115.112.165.130,807.0
114.143.254.194,653.0
114.143.43.61,33.0
115.112.138.198,761.0
115.112.165.74,331.0
115.245.133.63,1530.0
115.249.157.186,390.5
115.245.232.243,348.0
115.245.5.107,969.0
115.113.182.38,0.0
115.241.81.52,0.0
115.119.161.198,702.0
115.245.29.239,463.0
115.118.75.108,0.0
116.68.121.141,960.0
117.198.184.204,573.0
116.202.34.101,338.0
117.192.247.243,730.0
115.98.160.100,681.0
115.99.1.239,809.0
116.14.139.82,0.0
116.202.212.3,0.0
115.250.100.181,1045.0
115.250.45.214,342.0
117.197.62.222,817.0
116.202.12.26,831.0
117.198.66.136,389.0
117.199.115.208,136.0
117.194.107.128,0.0
115.250.76.137,754.0
117.196.154.185,613.0
116.202.182.69,822.0
115.96.160.248,772.0
117.197.232.151,648.0
116.203.139.188,770.0
117.199.141.255,0.0
117.199.171.232,498.5
117.200.12.175,1496.0
117.201.241.158,602.0
117.199.183.95,438.0
117.200.66.85,876.0
117.213.233.57,617.0
117.214.243.117,899.0
117.211.58.193,453.0
117.205.109.139,0.0
117.202.60.62,460.0
117.204.200.106,466.0
117.212.230.24,0.0
117.212.235.218,615.0
117.205.65.150,378.0
117.211.47.115,703.0
117.208.247.20,0.0
117.202.144.173,273.0
117.215.214.230,457.5
117.207.125.125,690.0
117.201.70.68,0.0
117.234.25.75,0.0
117.229.127.164,423.0
117.227.68.190,894.0
118.102.213.218,755.0
