clientIp,avg(sessionTime)
1.187.163.231,412.0
1.22.7.117,0.0
1.23.67.41,0.0
1.38.17.47,186.0
1.187.7.157,1079.0
1.38.19.111,20.5
1.39.33.45,0.0
1.39.34.32,0.0
1.39.35.222,800.0
1.39.13.133,750.0
1.39.35.8,3.0
1.39.60.202,53.0
1.39.13.236,2310.0
1.39.62.88,438.0
1.39.62.211,371.0
1.39.61.85,549.0
1.39.62.2,442.0
101.209.255.168,1052.0
1.39.63.48,644.0
101.214.103.88,336.0
1.39.63.116,411.0
101.221.134.153,547.0
101.212.65.180,562.0
101.221.128.224,0.0
101.221.135.146,861.0
101.57.203.64,228.0
101.222.183.248,180.0
101.57.6.33,751.0
101.222.226.151,0.0
101.59.201.198,857.0
103.16.69.19,758.0
101.57.64.212,757.0
101.62.243.204,46.0
101.62.170.170,695.0
101.222.167.162,608.0
101.221.135.206,896.0
101.60.222.0,0.0
103.17.84.50,863.0
103.21.125.76,1582.5
103.245.159.77,321.6666666666667
103.244.242.13,71.0
103.240.77.148,0.0
103.227.97.123,140.0
103.242.156.9,0.0
103.225.133.78,48.0
103.26.58.150,0.0
104.132.20.104,892.0
103.36.126.10,530.0
103.25.46.100,950.0
103.252.27.250,670.0
106.192.187.248,0.0
103.51.219.14,1025.0
106.196.121.39,25.5
103.26.59.14,1766.0
106.194.36.172,313.0
106.194.70.246,1057.0
106.215.189.234,0.0
106.221.130.209,537.0
106.76.132.219,1637.0
106.206.159.197,0.0
106.204.163.127,872.0
106.215.153.225,0.0
106.212.80.111,304.0
106.216.128.173,895.0
107.167.107.207,544.0
106.215.156.20,976.0
106.205.134.8,287.0
106.220.138.102,727.0
106.51.133.47,285.0
106.67.99.24,0.0
106.220.129.153,0.0
106.219.10.96,909.0
106.78.171.133,0.0
106.211.59.136,0.0
106.66.7.19,936.0
106.76.20.161,695.0
106.208.157.61,341.0
106.219.62.171,672.0
106.202.150.69,504.0
106.221.141.153,950.0
106.206.147.208,794.0
106.221.157.138,247.0
106.219.57.149,808.0
106.78.15.221,352.0
106.51.72.150,739.0
106.78.77.91,0.0
106.76.93.28,60.0
106.77.99.56,1705.0
106.51.243.59,461.0
106.66.13.131,472.0
106.219.4.103,511.0
106.67.118.116,923.0
106.51.144.175,548.0
106.66.63.8,0.0
106.211.0.53,234.0
106.215.146.97,358.0
106.223.239.181,624.0
106.66.101.49,569.0
111.118.244.198,616.0
107.167.107.238,553.0
112.79.35.179,386.5
111.92.7.245,1271.0
115.111.50.254,648.0
113.193.31.82,1681.0
113.193.207.248,0.0
113.193.187.141,786.0
114.79.169.133,357.0
112.79.38.217,276.0
115.118.144.29,21.0
115.240.12.221,624.0
115.160.228.50,319.0
115.250.20.240,552.0
115.245.84.129,0.0
115.184.42.181,0.0
115.248.129.58,0.0
115.242.250.183,1116.0
115.187.42.86,1088.0
115.250.17.167,759.0
115.245.165.165,779.0
115.118.54.62,26.0
115.112.118.242,2.0
115.113.9.11,812.0
117.192.81.73,885.0
116.203.176.41,668.0
116.203.74.121,919.0
116.74.78.132,392.0
117.194.204.229,995.0
117.195.60.90,0.0
116.75.133.55,672.0
116.203.162.37,518.0
115.250.52.143,257.0
117.195.65.88,543.0
116.203.167.209,0.0
117.195.239.245,752.0
116.75.41.215,577.0
115.99.92.38,552.0
115.250.24.206,0.0
117.195.3.80,1064.0
116.193.137.148,736.0
115.250.36.132,947.0
116.203.74.119,0.0
116.73.99.177,985.0
117.196.214.99,23.0
117.203.197.86,1019.0
117.198.57.198,315.0
117.200.206.149,735.0
117.198.175.20,2072.0
117.205.100.209,981.5
117.203.162.179,17.0
117.201.75.33,0.0
117.203.144.55,385.0
117.203.153.223,177.0
117.196.166.4,898.0
117.201.58.189,2726.0
117.206.150.219,0.0
117.206.39.186,0.0
117.216.244.120,292.0
117.221.195.43,681.0
117.238.168.27,236.0
117.213.150.0,0.0
117.216.222.172,821.0
117.207.27.123,849.0
117.209.225.24,639.0
117.220.33.234,353.0
117.228.143.231,241.0
117.217.86.207,1072.0
117.220.132.145,810.0
117.222.101.63,0.0
117.213.237.105,845.0
117.217.139.195,411.0
117.216.25.238,1366.0
117.220.126.179,539.0
117.208.176.123,71.0
117.237.2.155,892.0
117.221.57.243,22.0
117.206.76.200,682.0
117.223.188.185,0.0
117.221.72.192,699.0
117.222.191.219,613.0
117.217.21.21,80.0
117.240.212.194,1143.0
117.213.95.172,421.0
117.231.135.227,436.0
117.212.230.221,0.0
117.207.159.9,437.0
117.235.153.48,789.0
117.240.80.236,276.0
117.241.12.86,735.0
117.246.211.186,483.0
117.244.86.138,156.0
117.244.24.124,0.0
117.244.107.27,0.0
117.241.121.151,620.0
117.241.162.47,1939.0
117.247.170.137,434.5
117.241.246.116,0.0
117.244.219.124,770.0
117.240.232.200,1091.0
117.241.52.67,188.0
120.89.77.120,244.5
117.253.209.143,70.0
120.58.195.64,637.0
120.60.39.27,1793.0
120.63.218.233,303.0
120.56.155.99,694.0
117.248.65.41,480.0
120.56.183.252,792.0
117.249.32.249,0.0
120.56.152.226,689.0
118.102.220.226,948.0
120.59.140.206,649.0
119.82.81.68,773.0
117.249.29.72,0.0
120.63.54.189,130.0
120.60.39.77,336.0
123.201.83.5,1276.0
123.136.193.160,420.0
123.63.80.82,790.0
123.201.89.45,2434.0
122.176.145.19,0.0
121.247.79.243,0.0
122.169.9.135,0.0
122.165.4.102,876.0
123.63.139.76,0.0
122.181.181.242,0.0
122.176.155.73,219.0
123.238.225.136,1036.0
122.164.132.11,927.0
122.163.243.59,569.0
122.167.154.242,649.0
122.161.88.189,681.0
122.161.215.183,854.0
122.167.156.50,1014.0
122.174.79.175,960.0
122.178.222.44,939.0
123.239.57.75,697.0
122.161.54.180,1206.0
123.239.52.90,0.0
122.171.74.103,604.0
122.160.50.253,627.0
122.170.170.5,885.0
124.253.31.100,639.0
124.123.198.227,0.0
123.63.93.20,207.0
125.16.91.5,1180.3333333333333
125.16.15.44,500.0
124.123.199.211,38.0
124.123.248.104,638.0
128.185.141.242,670.0
125.22.110.244,502.0
125.62.105.147,1038.0
128.185.155.159,388.0
125.62.96.23,635.0
125.22.34.83,2089.0
125.99.2.1,0.0
125.63.106.237,179.0
125.18.48.34,676.0
128.199.118.86,0.0
14.140.234.102,932.0
14.139.211.241,0.0
14.141.81.42,683.0
14.141.37.226,702.0
136.185.11.64,838.0
14.194.220.117,649.0
144.36.232.57,793.0
14.98.23.99,664.0
150.129.65.194,919.0
151.151.109.26,679.0
150.129.158.66,442.0
14.96.155.209,38.0
14.97.1.160,940.0
150.107.24.171,898.0
14.97.13.72,827.0
150.107.212.102,1048.0
14.97.168.207,0.0
14.98.30.89,2212.0
150.129.166.210,52.0
14.98.239.25,865.0
170.148.198.156,1002.0
170.148.69.140,629.0
171.49.110.251,236.0
175.100.154.88,708.5
173.252.88.185,0.0
180.151.109.68,0.0
180.151.204.2,1669.0
180.149.39.90,2762.0
182.56.203.51,285.6666666666667
180.151.230.58,429.0
180.215.123.27,0.0
182.48.238.46,412.0
180.151.12.122,704.0
175.101.49.162,721.0
182.65.39.87,0.0
182.64.175.248,584.0
182.66.63.168,1146.0
182.64.106.127,0.0
182.64.16.54,39.0
182.66.15.48,654.0
182.70.121.138,919.6666666666666
182.70.224.77,0.0
182.70.128.54,437.0
182.71.10.154,846.5
182.71.239.6,447.5
182.71.117.242,703.0
182.71.63.82,314.5
182.71.45.78,1405.0
182.72.140.42,1875.0
182.72.171.14,521.0
182.72.151.164,856.0
182.71.71.2,871.0
182.72.26.98,34.0
182.73.235.51,725.0
182.74.119.170,0.0
182.74.194.30,783.0
182.74.136.146,876.0
182.73.157.178,404.0
182.73.197.186,0.0
183.82.1.76,190.0
183.83.126.82,165.0
199.190.46.89,1079.0
183.82.2.111,661.0
183.87.77.220,895.0
183.82.65.48,0.0
183.82.63.186,732.0
202.142.71.5,516.0
202.142.99.154,386.0
199.253.247.3,2199.0
203.189.90.191,1516.0
202.53.15.126,526.0
203.189.91.10,360.0
202.78.232.181,211.0
202.165.62.2,856.0
202.78.239.93,152.0
203.8.109.15,233.0
210.210.123.45,561.0
210.211.138.34,243.5
210.89.35.189,472.0
219.91.134.145,667.0
220.181.108.95,468.0
220.225.72.242,390.5
220.227.113.61,785.0
223.237.66.29,551.0
223.227.235.184,256.0
223.176.18.181,677.0
23.236.125.27,0.0
223.227.165.159,0.0
223.235.21.183,837.0
223.176.47.98,1481.0
223.176.191.10,651.0
27.106.102.49,0.0
27.107.238.147,934.0
223.176.39.232,1121.0
223.177.159.245,925.0
223.225.254.73,278.0
27.116.18.75,1024.2
223.176.187.221,989.0
221.134.115.242,0.0
27.116.18.110,361.0
27.34.246.252,627.0
27.97.121.49,143.0
27.97.115.194,49.0
27.5.195.28,531.0
27.97.211.33,569.0
27.123.75.250,0.0
27.97.127.24,217.0
27.60.138.46,236.0
37.228.106.229,261.0
37.228.107.182,645.0
37.228.107.73,489.0
37.228.107.71,921.0
42.105.34.205,0.0
37.255.252.63,403.0
42.99.149.46,262.0
43.224.128.19,485.0
49.138.39.197,532.0
49.139.42.109,1012.0
43.228.140.88,968.0
49.14.142.249,370.0
43.241.29.234,864.0
49.14.141.147,0.0
49.14.246.23,156.0
49.138.221.116,411.0
49.204.201.240,538.3333333333334
49.204.111.37,605.0
49.202.33.110,779.0
49.156.157.10,1145.0
49.202.88.168,0.0
49.201.78.134,43.0
49.203.142.27,0.0
49.14.92.95,463.0
49.204.248.14,914.0
49.206.236.54,277.0
49.207.164.250,1417.0
49.207.199.13,0.0
49.238.55.128,1160.3333333333333
49.205.113.116,175.0
49.205.92.231,0.0
49.206.210.206,782.0
49.205.2.199,860.0
49.207.227.210,911.0
49.248.248.242,1004.0
54.250.253.236,1201.5
5.107.219.224,488.0
49.248.131.19,486.0
49.249.162.51,840.0
58.146.124.88,917.0
59.178.216.205,834.0
59.162.209.52,941.0
59.177.189.239,0.0
59.179.47.219,837.0
59.91.123.165,751.0
59.183.25.7,333.0
59.90.160.104,191.0
59.180.24.149,657.0
59.92.200.79,725.0
59.91.166.38,833.0
59.91.183.244,772.0
59.91.155.73,954.0
59.97.26.44,207.66666666666666
59.97.218.215,942.0
61.16.138.206,172.5
59.99.223.165,1022.0
62.159.49.216,433.0
61.3.209.14,50.0
8.37.227.140,275.0
63.225.169.159,0.0
79.170.54.110,193.0
61.2.253.233,315.0
85.178.105.19,263.0
61.246.132.30,520.0
61.3.205.129,0.0
61.3.153.149,338.0
