clientIp,avg(sessionTime)
1.38.23.128,520.0
1.187.229.192,616.0
1.23.171.4,2176.0
1.22.33.102,858.0
1.22.83.202,296.0
1.23.70.202,199.0
1.23.215.43,777.0
1.187.131.57,485.0
1.187.219.217,727.0
1.38.16.27,911.0
1.187.100.118,123.0
1.22.40.36,2106.0
1.22.76.208,511.0
1.39.13.47,2598.0
1.39.33.147,540.0
1.39.13.154,0.0
1.39.12.20,1007.0
1.39.12.219,250.0
1.39.11.184,941.0
1.39.35.24,324.0
1.39.61.92,211.33333333333334
1.39.35.130,898.0
1.39.60.180,80.0
1.39.62.102,462.6666666666667
1.39.62.5,977.3333333333334
1.39.62.155,1051.0
1.39.62.129,577.0
1.39.62.123,880.0
1.39.80.14,0.0
1.39.96.222,914.5
1.39.63.92,788.0
1.39.63.28,1610.0
1.39.97.28,312.0
101.56.7.145,568.0
101.222.240.131,289.0
101.62.176.172,639.0
101.63.205.214,564.0
101.223.213.104,0.0
101.63.173.165,742.0
101.62.172.143,0.0
101.222.241.7,442.0
101.212.71.71,948.0
101.221.134.110,733.0
101.214.198.95,0.0
101.222.230.184,338.0
101.62.220.179,459.0
101.222.238.208,0.0
101.59.79.67,977.0
101.56.107.129,120.0
103.1.83.167,239.0
101.221.136.190,0.0
101.63.75.11,340.0
101.222.161.81,253.0
103.15.249.160,712.75
101.0.41.100,990.0
101.59.237.223,319.0
103.2.134.45,851.0
103.232.224.254,933.5
103.19.149.22,560.0
103.225.183.6,618.0
103.2.133.191,794.0
103.18.71.190,2106.0
103.245.198.26,551.5
103.242.185.179,812.0
103.234.94.110,156.0
103.251.83.110,692.0
103.26.169.193,294.0
103.248.245.205,524.0
103.27.171.65,647.6
103.254.130.30,181.0
103.254.206.169,154.0
106.208.30.1,951.0
103.42.192.12,612.0
106.210.71.85,749.5
103.8.149.9,0.0
103.37.81.77,247.0
103.38.70.194,958.0
106.208.4.119,769.0
106.194.41.238,618.0
106.202.203.92,690.0
106.208.227.253,662.0
106.204.87.62,828.0
106.192.178.104,0.0
106.193.179.190,2808.0
106.206.148.52,218.0
103.58.131.202,724.0
106.215.147.217,624.0
106.215.145.72,778.0
106.51.243.1,677.0
106.216.159.62,73.0
106.51.143.212,778.0
106.218.209.101,958.0
106.220.226.189,0.0
106.219.59.20,699.0
106.51.140.129,367.0
106.220.78.38,938.0
106.220.160.103,722.0
106.51.232.53,1.0
106.216.139.103,240.0
106.220.5.94,491.0
106.76.234.30,79.0
106.77.97.102,77.0
106.77.239.7,1067.0
107.167.107.141,690.0
106.76.182.54,1277.0
106.78.106.9,636.0
106.76.148.241,985.0
106.78.227.90,523.0
106.76.235.53,358.0
106.66.10.127,221.0
106.66.129.123,806.0
106.66.101.216,898.0
106.66.231.235,920.0
106.76.63.224,468.0
107.167.108.125,569.0
107.167.108.13,496.5
107.167.108.188,605.0
107.167.108.50,719.5
107.167.108.66,970.5
111.93.50.102,160.0
111.93.184.14,931.0
111.93.52.214,1001.0
112.133.229.123,681.5
112.196.117.76,0.0
112.196.25.146,933.6666666666666
112.133.246.0,366.0
112.79.35.177,505.0
112.79.35.38,997.6666666666666
112.79.36.152,1161.5
112.79.39.239,573.0
115.112.57.115,525.0
113.193.131.202,454.0
113.193.72.1,781.0
114.143.151.35,828.0
115.184.240.109,933.0
115.250.1.11,0.0
116.202.32.152,2060.0
115.241.75.84,1780.0
115.250.24.35,0.0
116.202.111.229,845.0
115.118.40.200,786.0
115.250.10.99,581.0
115.249.86.51,539.0
115.248.89.98,416.0
115.187.62.125,825.0
115.250.23.137,142.0
115.241.105.51,705.0
115.250.14.243,688.0
115.112.62.211,0.0
115.241.96.57,0.0
116.203.234.200,731.5
115.245.225.194,1565.0
115.248.15.170,724.0
116.203.159.209,974.0
115.249.148.113,213.0
115.245.83.3,0.0
115.242.139.103,878.0
116.203.72.139,760.5
116.203.79.16,631.0
116.73.101.89,774.0
116.73.65.8,608.0
117.198.169.121,1434.0
117.200.66.19,1128.0
117.205.119.205,700.0
117.196.244.21,1684.0
117.203.113.253,881.0
117.193.134.185,0.0
117.199.128.157,304.0
117.200.33.222,0.0
117.193.150.41,712.0
117.204.39.58,441.0
117.204.77.233,11.0
117.198.179.2,517.0
117.199.73.23,271.0
117.199.218.144,0.0
116.75.163.117,262.0
116.75.91.52,625.0
116.75.20.119,216.0
117.205.141.216,542.5
117.198.240.118,966.0
117.192.85.16,975.0
117.235.218.235,420.0
117.213.193.229,792.0
119.226.171.122,188.0
117.207.82.49,943.0
117.214.177.243,617.0
117.207.244.122,936.0
117.222.192.248,664.0
117.215.37.119,19.0
120.59.187.177,668.0
120.56.172.1,808.0
117.253.150.229,832.0
117.230.169.169,2688.0
117.247.179.220,811.0
117.242.168.205,0.0
117.244.51.96,696.0
117.213.240.53,0.0
117.247.121.64,0.0
117.245.24.149,201.0
120.63.24.37,145.0
117.208.100.232,720.0
117.252.220.244,984.0
119.160.198.114,1067.0
121.242.0.50,751.0
117.223.169.125,295.0
117.232.237.88,0.0
117.229.141.162,706.0
117.248.169.234,0.0
117.221.255.242,918.0
120.56.240.72,577.0
117.55.245.61,0.0
117.242.44.126,845.0
117.99.160.176,890.0
117.239.104.163,1719.0
117.239.252.98,0.0
117.244.100.158,773.0
117.255.225.41,0.0
119.226.232.242,0.0
117.216.156.223,750.0
117.245.108.160,808.0
117.216.101.82,862.0
117.205.187.35,315.0
117.253.202.187,0.0
117.214.78.197,818.0
120.57.9.16,715.0
117.217.209.57,775.0
117.254.222.171,0.0
117.212.125.66,303.0
117.222.224.135,0.0
119.235.50.70,0.0
117.226.86.239,1590.0
117.227.226.198,419.0
117.227.29.120,0.0
117.216.222.125,23.0
120.59.28.128,412.0
121.44.81.84,421.0
122.160.154.197,613.0
122.102.123.59,0.0
121.242.77.200,2255.0
122.161.133.214,1050.0
122.162.175.3,352.5
122.161.55.119,0.0
122.161.29.109,950.0
122.162.65.229,630.0
122.163.9.105,431.5
122.163.7.146,856.0
122.163.56.194,1594.0
122.166.181.236,727.0
122.166.225.73,126.5
122.171.183.243,315.0
122.170.33.175,923.0
122.172.22.254,446.0
122.169.18.122,308.0
122.169.50.71,2017.0
122.167.39.49,663.0
122.168.217.209,461.0
122.169.129.41,611.0
122.168.235.123,844.0
122.177.242.197,805.0
122.176.133.119,208.0
123.136.217.189,548.0
122.172.67.189,973.0
122.176.191.17,1036.0
122.173.254.231,172.0
122.178.254.230,1597.0
