clientIp,sessionTimeSum
182.69.247.11,511
49.205.90.9,511
49.204.154.147,511
14.96.179.113,511
101.220.49.161,511
101.57.176.9,511
59.180.56.215,511
14.195.19.41,511
223.227.111.109,511
182.68.228.109,511
103.234.189.239,511
223.176.10.43,511
117.214.149.88,511
121.245.50.173,511
202.62.226.18,511
103.49.118.88,511
122.163.63.149,511
121.242.87.100,511
103.226.21.38,511
27.59.67.93,511
49.204.218.177,511
101.58.111.32,511
117.228.55.140,511
180.215.10.6,511
106.194.2.221,511
150.129.247.237,511
223.176.6.210,511
106.219.4.103,511
103.26.53.198,511
111.93.129.10,511
167.220.236.45,511
223.176.143.184,511
1.186.198.158,511
103.251.221.156,511
223.227.104.102,511
70.39.187.3,511
14.98.149.172,511
123.237.140.46,511
49.206.62.222,511
106.215.173.201,511
59.180.10.175,511
1.39.13.21,511
117.245.5.134,511
14.98.209.7,511
106.51.234.0,511
61.12.91.74,511
117.224.90.236,511
1.186.77.17,511
182.74.109.66,511
101.60.157.152,511
120.59.98.79,511
106.67.89.172,511
59.94.213.112,511
117.234.171.43,511
1.22.76.208,511
96.252.254.7,511
115.249.97.2,511
117.215.28.149,511
14.141.228.162,511
115.245.159.133,511
117.222.109.113,510
124.253.142.105,510
103.18.69.62,510
117.201.4.110,510
117.239.88.2,510
219.91.222.48,510
122.161.102.128,510
203.192.253.5,510
202.56.202.19,510
59.88.156.159,510
103.250.40.142,510
117.216.197.245,510
182.64.97.109,510
80.255.245.230,510
101.62.149.93,510
112.79.38.224,510
122.169.237.170,510
150.129.122.158,510
107.167.103.239,510
180.215.246.24,510
103.248.173.2,510
124.123.50.20,510
182.59.253.138,510
116.203.234.33,510
117.232.163.80,510
218.248.5.2,510
106.208.62.186,510
106.67.93.11,510
114.143.72.67,510
115.250.63.190,510
103.25.0.34,510
117.198.34.150,510
182.72.62.166,510
136.185.56.173,510
8.37.224.3,510
117.215.32.160,510
117.213.68.47,510
1.38.22.5,510
122.169.97.78,510
27.0.63.226,510
117.199.249.20,510
117.255.209.41,510
202.191.244.98,510
106.76.113.117,510
122.177.74.207,510
150.129.177.233,510
150.107.25.86,510
125.62.206.123,509
54.226.221.122,509
106.192.184.187,509
117.222.164.157,509
182.64.165.234,509
180.151.75.218,509
59.177.134.247,509
122.160.72.149,509
