clientIp,sessionTimeSum
1.23.154.106,824
1.22.187.23,0
1.187.211.11,0
1.38.19.27,575
1.38.23.223,436
1.39.13.220,696
1.22.49.229,888
1.23.213.99,701
1.23.84.193,2492
1.22.205.214,697
1.39.32.172,0
1.39.33.44,1461
1.23.111.62,845
1.187.111.24,32
1.39.35.119,1289
1.39.63.181,868
1.39.62.189,522
1.39.46.117,252
1.39.61.225,130
1.39.61.141,1790
103.254.131.7,446
101.212.71.226,392
101.220.238.43,0
103.5.113.1,270
103.238.107.49,1898
103.252.24.99,1062
103.37.201.103,228
101.221.134.49,1802
101.60.221.99,0
101.222.177.44,618
101.222.237.142,218
101.212.68.29,704
1.39.96.86,1402
101.219.104.199,915
101.222.223.217,903
103.250.45.70,916
103.233.92.8,0
103.252.27.183,804
101.222.237.175,892
101.223.243.135,978
103.19.199.2,384
101.222.229.189,0
104.206.220.118,0
101.62.188.242,0
106.78.30.152,223
106.208.93.91,0
106.79.78.143,840
107.167.102.141,0
106.204.69.146,0
106.51.134.125,0
106.220.125.19,865
106.51.232.38,851
106.51.234.92,0
106.51.137.79,844
106.76.147.229,0
106.78.4.143,0
106.76.31.103,0
106.78.117.112,456
106.66.71.80,0
106.194.19.90,0
106.219.18.231,389
106.220.64.127,578
106.192.172.207,78
106.220.162.116,0
106.76.69.187,440
106.77.236.109,0
106.77.90.153,836
106.76.163.155,991
107.167.107.87,939
106.194.91.185,589
106.51.136.41,0
106.79.56.23,316
106.51.140.140,83
106.76.241.185,524
106.213.202.182,47
106.76.161.160,818
106.51.131.8,822
106.208.151.45,0
106.51.139.71,858
106.220.98.250,633
106.202.199.126,160
107.167.109.163,1402
111.93.135.178,580
107.167.113.165,353
111.93.6.230,3952
107.167.113.3,1729
111.119.200.161,809
110.172.148.2,373
110.172.143.222,314
112.196.77.54,908
112.196.108.114,774
111.93.60.238,431
112.133.194.252,899
112.79.35.87,1866
112.196.92.9,1643
112.79.36.161,778
112.79.36.26,1372
112.79.37.167,5607
112.79.38.28,781
112.79.39.221,399
113.193.110.104,959
113.193.17.70,0
113.193.108.62,688
113.19.86.246,888
113.193.178.50,1389
115.111.230.10,1898
114.79.148.43,487
114.143.42.108,964
115.250.27.146,650
115.118.183.156,926
115.245.183.168,964
116.202.36.60,116
115.118.231.10,276
115.242.240.8,369
117.194.217.16,985
115.98.253.216,498
116.73.149.159,0
116.75.195.107,468
117.20.40.22,0
116.202.38.161,0
116.202.34.76,0
117.199.37.246,659
117.199.231.254,0
115.250.106.25,391
117.198.191.161,813
117.198.15.104,0
117.197.103.133,1497
116.203.76.13,776
115.242.201.239,40
115.248.124.61,1287
115.252.47.168,648
116.75.41.10,0
116.202.32.106,202
115.242.180.127,531
117.193.95.53,721
117.199.17.247,519
116.203.77.125,608
116.75.84.6,218
117.195.6.239,963
116.68.123.220,541
115.112.141.66,680
115.115.119.21,735
116.203.67.108,892
115.187.51.117,0
115.242.168.15,472
117.200.89.150,386
117.253.214.61,390
119.82.123.48,0
117.204.197.105,697
117.200.224.105,903
117.227.86.52,996
117.213.152.144,816
117.207.135.162,252
117.218.192.70,1207
117.229.120.114,0
117.255.189.237,0
117.206.178.137,0
117.201.146.96,1074
117.202.69.222,701
117.206.167.122,723
117.226.78.154,854
117.206.238.244,359
117.251.102.240,23
117.239.16.150,391
117.201.119.147,665
117.218.181.80,0
117.215.148.133,638
117.235.87.66,961
117.221.195.65,957
117.247.233.47,204
117.213.218.94,56
117.224.222.161,878
117.239.56.35,68
117.214.62.23,304
117.231.153.94,1478
117.201.51.67,0
117.238.242.143,482
117.212.23.157,830
117.214.88.222,453
117.200.94.104,814
119.82.73.139,2046
117.217.241.57,0
117.205.226.207,190
117.245.47.60,570
119.82.110.194,729
117.225.45.192,570
117.204.67.140,49
117.216.221.227,730
117.253.194.28,819
117.214.51.103,100
117.216.238.210,20
119.235.50.242,988
117.240.241.113,950
117.253.209.92,51
117.217.161.1,1993
117.220.142.73,201
117.213.151.221,0
117.248.149.4,741
120.88.39.243,700
120.60.241.142,677
122.162.184.191,410
122.161.104.47,0
122.166.238.100,49
120.59.18.146,0
120.61.180.62,779
120.56.183.41,839
122.166.218.166,206
120.59.112.243,796
122.162.45.125,345
122.163.28.29,721
122.15.146.19,658
120.59.131.111,918
122.167.218.22,0
122.168.109.73,1461
122.168.16.223,796
122.170.44.165,1869
122.168.155.36,841
122.170.69.29,627
122.168.32.76,991
122.171.218.225,218
122.172.236.229,66
122.175.129.171,20
122.175.148.108,866
122.173.255.200,1054
122.176.188.109,1367
122.176.38.240,683
122.176.99.162,1119
122.180.226.43,550
122.179.173.38,0
122.180.53.138,2207
122.183.213.106,958
122.184.52.74,5332
122.181.3.174,107
122.252.224.35,742
123.201.215.205,852
123.63.85.241,936
124.253.205.236,362
124.125.67.68,185
123.63.143.236,0
123.201.50.12,1119
123.237.137.190,1279
123.201.40.17,0
125.16.8.154,537
123.239.95.120,0
130.214.64.12,1211
125.21.1.19,884
124.253.25.14,0
124.123.248.136,0
125.17.229.50,687
124.155.218.155,774
124.155.218.48,0
124.123.158.71,966
136.185.44.70,854
14.139.160.235,2082
14.139.134.20,1201
14.139.208.67,5176
14.139.160.6,0
14.139.229.50,584
14.139.226.12,0
14.99.40.154,1345
14.141.156.114,599
14.97.210.106,985
14.99.240.50,827
163.47.15.73,787
14.97.239.148,762
150.107.192.183,91
164.100.194.5,809
152.52.77.55,775
153.110.241.235,680
163.47.13.13,0
14.96.27.173,1011
14.99.31.198,191
14.141.12.161,830
152.52.179.217,314
14.97.11.237,517
150.107.232.182,546
141.0.11.117,383
152.52.230.27,485
14.195.19.41,511
168.235.197.168,1257
175.101.136.11,572
180.151.208.160,1145
175.101.67.115,700
180.151.36.134,1817
180.151.40.58,848
180.211.107.116,1667
180.179.65.78,953
180.215.121.205,1020
180.215.0.150,485
180.215.117.203,0
180.215.68.68,368
182.19.68.37,619
182.19.50.146,484
182.156.51.236,601
180.87.230.69,688
182.156.88.18,978
180.87.252.99,1539
182.67.248.180,637
182.66.28.237,762
182.66.14.46,429
182.66.29.189,508
