clientIp,sessionTimeSum
1.187.107.120,282
1.187.48.64,0
1.38.19.70,704
1.187.180.255,730
1.186.103.78,505
1.39.13.158,3479
1.187.246.187,817
1.38.18.15,964
1.38.23.218,615
1.38.16.41,0
1.39.13.232,1392
1.39.14.60,1281
1.39.34.104,523
1.39.62.12,112
1.39.62.50,98
1.39.63.85,0
1.39.96.31,137
1.39.9.39,0
1.39.63.22,1003
1.39.97.114,350
1.39.97.42,796
1.39.96.49,267
1.39.97.58,1166
101.221.255.145,685
103.224.217.199,843
101.221.130.72,0
101.221.135.247,825
101.57.194.209,33
101.212.68.181,925
103.16.201.230,0
101.62.130.188,832
103.225.188.48,0
101.63.69.105,326
101.59.220.48,818
101.62.130.183,1052
103.228.40.200,2582
101.210.94.253,0
103.232.131.5,3983
103.248.235.155,0
103.26.226.186,180
106.206.131.205,880
103.55.64.254,929
106.204.85.121,1065
103.254.204.205,784
106.206.153.153,815
106.194.26.100,160
106.194.0.161,128
103.255.145.170,941
103.252.24.165,0
103.240.233.226,0
103.240.236.202,596
106.194.19.39,1162
103.251.212.39,5
103.251.19.122,0
106.208.218.154,101
106.204.91.90,360
105.98.78.50,224
106.192.185.97,708
106.215.154.131,3363
103.245.9.218,0
103.41.32.61,134
103.240.169.121,422
106.212.75.6,492
103.38.39.101,0
106.202.206.187,708
103.8.42.176,0
106.208.107.148,783
106.221.146.227,0
106.215.169.161,1561
106.219.60.43,1024
106.220.12.35,988
106.216.172.163,599
106.220.160.231,0
106.219.32.229,1122
106.51.135.163,984
106.219.18.8,0
106.220.36.147,230
106.216.148.189,576
106.220.13.156,717
106.221.141.103,624
106.219.30.78,918
106.216.155.85,1432
106.51.232.222,1486
106.76.4.207,0
106.51.51.153,0
106.78.34.138,0
107.167.103.123,399
106.78.108.67,0
106.76.137.2,281
107.167.107.70,657
106.51.232.39,370
106.76.128.129,982
107.167.108.148,1480
107.167.107.85,1091
107.167.108.219,3937
111.91.228.217,0
110.172.31.78,178
111.91.93.43,818
110.172.172.178,0
113.193.196.15,1436
