clientIp,sessionTimeSum
1.23.35.93,715
1.22.140.159,1335
1.187.202.35,947
1.22.17.143,46
1.22.135.123,889
1.22.32.110,485
1.23.215.114,391
1.38.22.158,1580
1.187.249.223,475
1.22.40.19,896
1.186.145.145,479
1.38.20.239,608
1.39.13.18,0
1.38.23.184,0
1.39.13.89,1910
1.39.46.41,970
1.39.34.20,662
1.39.14.89,360
1.39.60.93,2439
1.39.32.115,826
1.39.32.85,743
1.39.61.165,1977
1.39.61.217,1587
1.39.61.42,1289
101.222.245.103,936
1.39.9.110,273
101.221.134.118,0
101.0.55.203,0
101.222.168.212,0
1.39.8.199,730
101.212.65.198,799
101.212.70.121,57
101.63.235.121,917
101.63.205.157,714
101.56.100.104,595
101.222.249.114,0
101.222.246.105,0
101.62.178.133,476
103.10.133.197,1081
101.63.204.64,599
101.58.24.244,723
101.56.177.127,0
101.63.217.207,719
101.63.177.211,491
101.63.88.113,564
103.224.156.55,2280
103.10.211.210,0
103.233.119.30,958
103.38.176.22,306
103.240.237.144,105
103.41.29.251,1198
103.43.114.129,326
103.240.236.121,854
103.250.31.222,832
103.255.145.114,1365
103.245.198.106,87
106.203.82.134,709
106.219.47.214,148
106.219.32.231,662
106.219.52.141,738
106.192.190.129,654
106.216.159.183,334
103.43.83.122,663
103.48.110.29,79
106.194.67.7,0
106.206.133.19,404
106.208.24.180,1039
106.194.32.14,0
106.220.110.227,1838
106.220.17.52,404
103.51.139.156,0
106.51.167.188,0
106.51.133.38,1526
106.51.187.238,1653
106.220.196.120,998
106.51.142.98,504
106.220.187.194,639
106.220.188.169,90
106.51.217.207,1439
106.51.240.231,102
106.51.240.249,761
106.66.5.199,993
106.76.64.7,0
106.78.52.183,567
107.167.107.158,2017
106.78.206.52,760
106.78.30.81,887
106.78.198.127,39
106.66.95.178,656
106.79.150.235,594
106.77.179.12,215
106.51.243.115,0
106.76.27.161,963
106.66.237.106,384
106.78.220.117,535
106.76.254.222,891
106.76.214.231,0
106.79.119.211,892
107.167.107.224,2385
107.167.107.252,1467
107.167.107.65,1548
107.167.108.123,599
107.167.108.181,1000
107.167.108.249,2623
107.167.109.162,2798
111.93.128.22,537
107.167.113.73,0
111.91.100.143,887
112.110.247.234,1431
113.193.194.151,1040
112.79.37.118,420
112.196.167.72,99
112.79.38.238,269
112.79.39.84,72
112.79.37.208,369
115.245.182.124,725
115.187.32.156,0
115.242.217.28,0
115.119.115.194,392
115.115.93.123,820
115.184.28.98,789
115.248.235.89,692
115.242.187.149,784
115.244.213.205,0
115.119.178.82,896
115.245.191.18,929
115.250.104.154,881
115.97.241.57,420
115.250.119.187,1040
115.254.123.49,504
115.250.102.20,118
115.99.234.13,0
116.202.158.24,668
116.202.34.65,320
116.14.176.195,0
116.202.195.0,764
116.193.132.145,549
116.203.74.44,1148
117.194.118.39,838
117.192.13.81,479
117.198.132.129,1809
117.198.171.90,2903
117.198.158.71,833
117.193.226.81,184
117.193.200.45,0
117.195.247.178,387
117.195.244.11,280
116.72.220.5,0
117.196.252.164,277
117.197.223.0,540
116.203.75.11,985
117.195.244.117,637
117.198.155.74,0
117.199.230.222,1088
117.198.65.80,670
117.200.228.28,993
117.199.178.15,252
117.198.67.151,45
117.203.4.94,1783
117.201.110.25,0
117.219.177.132,0
117.248.146.69,621
117.204.205.146,472
117.204.154.228,651
117.215.196.40,174
120.59.185.2,239
117.215.39.214,862
117.251.100.76,0
117.203.50.131,703
117.253.85.97,676
