clientIp,sessionTimeSum
202.65.155.178,58
27.97.179.53,58
106.67.81.17,58
103.41.32.111,58
117.220.32.135,58
123.238.233.19,58
27.251.238.67,58
49.204.220.27,58
182.66.44.218,58
203.92.32.66,58
106.51.136.212,58
182.19.54.202,58
183.82.99.94,58
117.216.130.10,58
122.172.64.196,58
116.72.176.182,58
59.177.120.185,58
106.51.226.108,58
103.240.11.29,58
122.177.47.123,58
103.250.151.139,58
182.74.166.57,58
121.245.127.254,58
93.168.59.242,58
223.176.186.131,58
219.91.237.180,58
122.160.166.119,58
112.110.113.113,58
117.195.236.217,58
49.206.128.100,58
182.71.115.26,58
101.62.152.206,58
117.193.35.6,58
106.76.130.82,58
106.220.139.137,58
150.129.204.194,57
160.254.20.253,57
117.206.159.181,57
66.249.82.186,57
123.201.113.140,57
120.57.12.116,57
103.36.80.203,57
117.222.167.74,57
115.110.122.212,57
120.59.181.42,57
223.176.183.200,57
103.233.118.117,57
122.160.78.170,57
106.51.232.58,57
111.119.224.215,57
123.201.236.72,57
122.178.190.212,57
117.248.122.70,57
122.179.41.49,57
116.75.36.127,57
58.68.49.85,57
117.216.43.87,57
223.176.135.36,57
101.212.70.121,57
14.96.202.10,57
116.202.157.249,57
162.246.216.28,57
115.113.181.220,57
117.211.25.73,57
117.195.0.126,57
182.73.35.214,57
117.206.186.29,57
59.183.152.160,57
223.185.175.81,57
183.82.227.55,57
103.242.61.237,57
45.114.62.58,57
123.201.33.130,56
106.220.11.116,56
122.175.222.27,56
122.162.199.11,56
103.240.163.94,56
117.213.218.94,56
1.39.10.123,56
120.61.84.251,56
183.82.153.106,56
66.249.82.152,56
1.39.96.119,56
117.193.89.242,56
117.254.20.92,56
111.118.244.244,56
115.248.41.253,56
106.51.128.240,56
49.15.74.72,56
117.214.213.149,56
124.253.205.23,56
122.163.209.201,56
1.23.155.27,56
49.201.48.51,56
49.205.42.229,56
115.245.179.244,56
14.97.204.254,56
101.59.245.17,56
117.215.18.255,56
122.170.61.106,56
49.202.206.230,56
49.204.80.80,56
175.101.67.97,56
49.204.208.23,56
117.200.76.163,55
122.163.224.179,55
117.218.242.98,55
49.205.215.66,55
