clientIp,sessionTimeSum
1.23.169.119,99
1.22.72.47,993
1.22.76.20,724
1.22.71.120,331
1.187.248.138,723
1.23.164.110,0
1.22.238.39,383
1.187.125.30,988
1.22.216.32,0
1.23.170.253,1533
1.23.45.25,0
1.23.221.39,882
1.38.21.213,211
1.23.48.175,0
1.23.174.7,877
1.38.19.98,1167
1.23.20.242,1193
1.38.22.29,1418
1.39.13.162,1404
1.39.12.190,756
1.39.14.252,417
1.39.40.116,1734
1.39.34.100,762
1.39.15.111,316
1.39.35.136,0
1.39.97.86,0
1.39.63.43,0
101.221.134.78,893
101.222.246.139,1056
1.39.96.93,2433
101.222.169.10,657
101.212.68.216,0
1.39.9.130,0
101.63.162.92,693
1.39.97.88,767
101.221.128.253,507
101.219.242.226,1008
101.223.72.2,0
101.212.71.200,1038
1.39.63.209,187
1.39.60.61,696
101.212.70.229,1067
101.57.69.228,0
103.13.219.4,5320
101.208.202.96,397
101.2.100.212,403
101.212.69.85,236
103.16.28.237,533
103.17.158.177,885
103.231.218.42,0
103.228.75.31,323
103.18.168.211,916
103.233.116.12,86
103.231.44.164,1725
103.24.175.34,825
103.242.154.212,5845
103.244.241.214,2141
103.245.70.87,974
103.246.227.71,1593
103.251.248.18,928
103.29.159.61,1190
103.38.246.247,1441
103.50.4.69,504
103.38.70.219,759
106.208.156.52,0
106.219.4.42,960
103.54.104.239,990
103.52.126.137,666
103.56.68.82,1008
106.197.49.248,660
106.192.167.204,1031
106.208.51.112,789
106.197.222.167,1272
106.215.162.198,575
106.217.114.63,0
103.52.247.68,69
106.219.61.84,0
106.218.153.220,65
106.218.63.88,585
106.210.2.87,978
106.216.156.100,777
106.51.127.67,44
106.220.60.226,0
106.76.15.111,1043
106.76.251.8,0
106.221.155.102,0
106.79.22.26,675
106.220.221.114,661
106.51.141.63,148
106.67.0.55,244
106.67.92.70,870
106.66.105.121,363
106.51.234.169,0
106.76.1.158,166
106.221.128.51,0
106.78.51.17,505
106.78.46.80,230
107.167.107.197,770
106.51.232.173,0
106.67.180.47,718
106.79.170.155,858
106.220.54.80,186
106.51.133.59,0
106.76.214.79,155
106.51.144.188,0
106.78.49.135,364
106.66.91.255,448
106.77.122.30,0
106.220.21.104,902
106.67.75.84,0
106.77.60.137,730
107.167.108.145,1745
107.167.108.163,5923
107.167.108.234,1617
107.167.108.253,1537
111.92.4.100,389
111.92.24.64,892
111.92.34.210,0
112.79.35.148,1329
112.133.193.242,1127
111.93.188.42,841
112.79.37.171,203
112.79.38.143,370
112.79.37.229,2380
112.79.38.189,990
112.79.39.232,1776
114.143.167.251,75
113.193.81.164,908
114.143.14.34,0
114.143.102.254,858
115.112.71.126,982
114.79.136.103,521
115.118.221.96,915
115.241.68.203,0
115.99.32.223,0
115.187.43.165,0
115.245.147.0,0
115.250.61.246,0
115.98.49.1,966
115.99.1.6,752
116.202.106.69,129
115.245.232.80,198
115.248.68.101,362
116.202.9.82,2
115.117.74.54,0
115.250.26.211,616
116.203.136.184,0
116.202.239.48,811
115.250.0.108,991
116.203.107.128,968
115.241.83.91,917
116.202.34.177,864
115.245.159.133,511
115.241.74.133,546
116.202.237.47,446
115.245.132.210,597
115.244.223.166,0
115.99.105.216,1073
115.250.52.147,0
115.244.228.157,946
115.99.21.98,166
115.247.69.9,184
117.203.16.218,318
117.199.158.76,979
117.206.188.87,0
116.203.5.226,794
116.68.96.245,891
117.193.230.34,1905
117.208.153.12,850
117.196.215.82,2388
117.203.210.138,815
116.74.49.67,0
117.198.172.65,736
116.203.174.96,703
117.199.30.47,691
117.216.193.208,916
116.75.82.228,42
117.215.174.109,0
117.195.148.12,808
117.194.37.29,765
117.202.169.80,1497
117.203.202.139,938
117.202.194.247,0
117.199.107.22,512
117.197.55.189,939
117.206.106.59,765
117.202.57.84,530
117.205.162.94,740
