clientIp,sessionTimeSum
1.186.37.5,1111
1.186.38.49,1334
1.186.145.39,698
1.38.23.198,702
1.22.129.61,441
1.187.244.101,686
1.23.139.0,485
1.22.253.67,113
1.22.159.101,180
1.187.170.142,0
1.38.23.244,3064
1.39.80.103,901
1.39.61.11,352
1.39.61.220,2586
1.39.96.200,1443
1.39.33.134,1403
101.56.10.231,0
101.62.177.172,757
103.233.87.179,191
101.62.237.52,457
101.56.28.103,767
101.63.144.196,772
101.212.69.86,234
103.242.190.102,322
101.214.211.174,758
101.63.178.72,416
101.222.170.244,954
103.255.115.108,0
103.228.113.84,0
103.241.45.202,198
101.62.173.21,1001
101.222.165.47,873
103.248.120.231,648
103.247.29.34,913
103.23.239.250,482
103.242.154.153,94
103.252.5.195,0
103.245.10.18,827
103.26.55.2,638
101.208.151.149,558
103.254.131.61,815
101.222.176.152,388
103.245.118.42,908
106.194.17.172,546
106.51.134.55,803
106.219.29.202,0
103.44.107.193,0
103.53.235.171,0
106.221.129.138,527
106.210.112.92,885
103.51.134.138,936
103.52.126.91,0
103.52.223.39,992
103.50.144.85,773
106.192.158.29,760
103.37.201.68,663
106.218.33.101,744
106.51.120.74,211
103.51.27.110,230
106.219.21.104,280
106.215.181.39,690
106.208.134.49,89
106.215.143.173,462
103.8.195.226,487
106.194.0.150,0
103.37.83.2,1838
106.203.201.224,939
106.77.106.254,861
106.76.3.33,840
106.51.135.206,449
107.167.107.240,3932
106.51.135.221,446
106.79.137.56,505
106.78.182.175,0
106.78.216.128,0
106.51.57.130,867
106.51.141.109,751
106.51.243.225,40
106.51.232.37,26
106.66.241.180,372
106.67.125.46,0
106.76.249.217,640
107.167.108.57,1129
107.167.108.94,1554
107.167.109.132,546
107.167.109.172,3483
107.167.112.118,1538
111.93.120.42,825
112.196.47.251,973
111.92.12.86,887
112.196.134.150,5
112.110.82.21,978
111.93.245.234,843
112.110.21.134,188
110.225.119.82,0
112.133.244.22,428
107.167.112.77,538
112.196.165.13,0
111.91.75.75,992
112.133.233.143,215
112.79.35.130,1744
112.79.35.152,3764
112.79.35.40,288
112.79.35.26,467
112.79.35.203,670
113.193.96.44,879
112.79.37.47,0
113.193.44.149,741
113.193.49.204,912
115.244.213.110,0
114.143.4.193,850
115.241.73.57,761
115.245.160.8,882
115.118.88.209,434
115.112.135.186,755
115.113.145.166,844
115.248.223.50,2249
115.111.184.226,703
115.118.238.48,459
115.241.108.104,865
115.112.40.182,904
112.79.38.42,833
112.79.37.85,0
117.196.140.104,0
117.197.161.54,734
116.203.76.216,0
116.75.195.153,627
116.203.73.242,0
115.250.58.49,661
116.68.110.22,36
115.250.100.117,0
117.198.203.136,0
117.196.228.249,565
116.75.110.176,119
117.198.119.21,0
116.203.76.121,2538
115.99.27.18,0
115.251.139.135,530
116.203.92.142,914
117.198.51.67,0
117.194.11.112,395
116.202.154.215,304
116.203.73.156,2568
116.203.77.162,659
117.199.30.184,548
116.193.136.149,0
117.197.74.1,87
117.204.22.163,0
115.250.45.159,622
117.206.179.211,951
116.202.32.98,733
115.250.6.118,643
116.68.102.200,166
117.195.46.109,79
117.208.69.45,15
117.210.124.39,723
117.215.232.142,558
117.214.198.20,858
117.206.35.130,0
117.213.145.55,317
117.210.93.243,0
117.213.57.228,706
117.207.199.55,338
117.214.171.53,144
117.214.81.231,2399
117.214.149.88,511
117.214.83.169,515
117.218.180.94,1339
117.215.95.196,286
117.218.121.11,956
117.239.155.2,984
117.220.96.207,0
117.238.126.190,0
117.218.7.192,275
117.228.59.89,0
117.225.74.43,454
117.236.96.161,0
117.232.197.195,865
120.59.240.70,0
122.167.248.133,1735
120.138.118.54,698
120.59.118.231,593
121.245.50.173,511
117.241.198.180,200
122.161.115.156,847
120.59.24.41,826
120.63.78.165,271
117.253.199.186,0
121.246.92.171,488
122.163.147.230,381
120.58.158.114,720
121.45.186.102,0
120.56.205.56,908
122.167.22.102,1328
117.253.244.22,323
117.246.171.82,666
122.160.72.149,509
117.253.240.1,0
120.56.199.61,427
122.162.117.169,344
122.167.149.151,493
117.244.27.158,832
117.247.20.47,0
117.251.210.157,593
121.7.237.218,0
117.246.154.240,99
117.243.196.106,0
117.253.54.247,751
122.167.144.25,1019
120.59.83.187,0
117.248.72.199,986
117.244.157.149,1091
117.244.41.115,0
122.166.92.7,68
117.247.82.164,185
117.241.187.56,0
117.254.140.140,939
120.57.143.168,0
119.82.102.186,0
117.253.129.24,295
122.162.45.254,754
122.169.26.202,915
125.63.68.99,5451
124.123.162.72,859
123.237.220.203,679
122.178.200.78,0
124.155.218.142,650
123.201.30.39,921
122.172.20.24,653
122.180.209.74,583
123.136.254.206,1020
122.174.26.193,0
123.252.242.220,374
123.136.225.126,821
124.253.205.246,389
122.178.77.72,757
122.178.252.82,6
124.253.122.94,0
123.236.215.34,0
123.201.82.244,228
124.124.43.34,915
125.16.90.230,174
122.168.76.120,967
122.183.93.211,839
122.173.6.58,686
122.176.130.115,796
122.177.192.234,287
123.239.169.155,135
125.62.197.144,241
122.168.26.152,922
122.176.252.241,0
123.201.248.171,760
122.174.51.198,153
122.169.46.70,879
122.168.144.162,529
128.185.22.91,0
14.139.216.58,897
14.139.152.226,863
14.102.127.243,419
136.185.125.255,228
14.141.14.122,164
14.140.109.178,98
14.140.107.74,0
14.141.73.242,857
153.110.241.232,1047
14.97.139.213,320
14.98.168.114,0
14.96.133.243,702
152.52.61.242,1309
14.99.236.228,488
14.96.162.182,911
14.96.3.234,622
141.0.9.92,974
14.194.28.91,553
150.242.17.151,0
14.96.17.12,453
14.98.59.177,792
14.99.200.9,600
167.220.236.36,1827
