clientIp,sessionTimeSum
1.23.229.95,729
1.38.17.198,0
1.23.93.244,677
1.187.204.109,688
1.23.225.56,1034
1.23.33.27,587
1.38.18.120,1437
1.23.151.168,824
1.38.19.95,2267
1.39.12.183,591
1.39.63.97,466
1.39.96.5,1362
1.39.96.4,838
1.39.13.248,882
1.39.12.37,190
1.39.12.144,336
1.39.45.147,0
1.38.22.127,189
1.39.63.193,0
101.63.162.239,333
101.59.212.193,0
103.233.101.2,2419
101.221.135.144,0
103.228.32.194,787
100.43.91.29,741
103.225.56.228,300
101.60.204.107,757
101.62.222.244,0
101.212.66.58,849
101.222.244.115,356
101.59.81.162,990
101.2.72.124,1071
1.39.97.104,221
101.222.224.56,0
103.227.97.176,827
103.18.167.138,0
101.56.164.228,494
101.222.234.246,985
101.222.245.35,383
103.232.129.66,707
103.255.147.134,865
103.255.182.133,1151
103.31.190.194,245
103.240.78.125,0
103.253.208.62,1450
103.24.126.9,0
103.233.86.107,652
103.245.105.150,676
103.39.237.54,508
103.242.154.143,420
103.8.42.15,1345
104.223.117.208,533
103.57.236.198,0
103.50.5.205,930
103.52.137.66,976
103.52.223.31,597
103.5.187.198,0
106.194.61.142,780
106.220.105.169,681
106.220.4.123,544
106.203.13.50,613
106.51.177.241,305
106.220.8.194,239
106.51.139.55,928
106.208.9.119,74
106.192.168.104,42
106.215.144.123,724
106.219.11.197,0
106.208.14.24,97
106.51.212.2,348
106.51.138.94,919
106.51.233.205,1544
106.204.250.133,560
106.208.99.93,146
106.221.156.36,0
106.51.134.20,820
106.221.141.138,0
106.51.136.26,0
106.208.141.60,0
106.216.132.67,593
106.51.240.200,1106
106.51.240.74,877
106.76.1.251,790
106.77.179.68,1344
106.67.50.103,509
106.67.5.118,1177
106.77.180.188,968
106.77.223.99,0
106.78.211.104,761
106.77.176.67,580
107.167.107.125,1218
106.78.170.255,0
106.66.121.254,918
106.66.98.238,41
106.76.86.255,506
106.67.68.176,830
106.77.100.65,686
106.79.24.14,1045
106.79.196.65,477
106.78.168.182,0
107.167.107.15,3374
107.167.107.162,1550
107.167.107.253,3722
107.167.109.216,4084
111.93.164.201,2265
110.227.66.208,0
110.172.179.67,504
111.93.173.138,573
112.79.35.220,0
112.79.35.64,1716
112.79.38.43,489
112.79.39.238,380
114.143.72.81,777
112.79.39.80,755
113.193.99.111,0
113.193.117.160,851
113.30.136.181,479
115.184.38.2,820
115.241.101.174,549
115.245.143.176,59
114.69.236.194,814
115.245.191.16,950
115.184.3.170,929
115.245.21.42,371
115.245.229.83,647
115.187.40.121,535
115.117.83.241,0
115.112.230.210,576
115.114.78.90,1693
115.245.240.63,885
115.248.20.13,6192
115.250.51.89,865
116.15.204.168,837
116.203.76.168,651
116.203.74.106,953
115.250.93.97,858
116.15.197.77,0
115.250.26.197,1115
116.203.78.252,569
115.249.33.161,677
116.202.34.236,0
116.203.96.135,776
115.249.98.49,0
116.193.141.48,0
116.202.0.28,1142
116.202.34.189,290
117.192.4.46,0
117.202.153.228,132
117.200.239.173,31
117.201.82.93,0
117.197.196.0,671
117.201.28.25,741
117.197.197.172,544
117.198.210.26,622
117.200.146.113,0
117.204.128.19,885
117.203.95.115,943
117.199.179.214,693
117.198.249.243,0
117.203.213.206,0
117.199.204.193,608
117.193.172.96,723
117.194.65.130,780
117.195.15.193,860
117.200.19.123,0
117.200.85.70,0
117.196.205.126,736
116.75.36.127,57
117.204.109.141,656
117.223.213.168,619
117.220.65.39,500
117.212.74.229,806
117.230.78.172,99
117.216.181.154,932
117.214.80.80,766
117.235.9.229,0
117.224.164.194,455
117.223.125.135,0
117.214.47.158,861
117.212.86.53,159
117.214.87.128,649
117.212.55.168,2044
117.205.114.217,47
117.214.147.216,234
117.210.25.47,546
117.234.194.101,27
117.239.243.230,1714
117.218.178.68,752
117.229.86.101,0
117.220.147.125,284
117.207.91.203,204
117.225.233.204,638
117.255.209.162,0
117.244.17.164,340
117.246.106.159,742
120.59.123.43,694
117.239.78.59,525
122.160.147.3,507
119.226.86.62,204
122.160.4.152,669
117.239.53.235,550
117.253.202.139,0
117.254.111.163,929
117.245.88.44,1587
117.253.218.197,0
120.89.77.118,314
117.243.178.228,0
117.243.234.58,508
117.247.145.243,411
117.251.224.63,864
122.160.42.133,1738
117.253.245.202,683
120.63.32.230,905
119.226.161.106,983
117.244.210.91,0
120.59.205.233,2087
117.254.20.92,56
117.244.177.48,667
117.253.215.238,0
120.60.196.224,646
120.62.5.158,85
120.59.89.254,474
12.15.160.6,673
122.15.61.211,974
120.63.83.19,555
122.160.82.156,762
122.165.214.13,2055
122.164.164.23,986
122.162.126.197,209
122.175.19.231,14
122.168.31.224,1334
122.180.84.24,651
122.172.231.168,94
122.167.115.6,598
122.169.7.251,876
122.169.59.106,771
122.178.233.172,855
122.252.238.94,664
122.169.221.197,731
122.176.27.42,819
122.176.149.82,602
122.173.232.244,468
122.252.242.32,0
123.237.138.206,730
123.237.236.238,838
123.201.75.136,0
123.201.178.6,883
123.63.237.121,106
123.239.90.115,844
123.239.166.31,873
123.63.162.173,266
124.123.156.132,691
124.123.46.105,994
124.123.159.35,762
124.124.83.166,0
124.123.144.239,0
125.21.21.158,902
123.63.60.93,1123
124.253.61.43,754
125.99.173.185,1204
14.139.127.12,891
14.139.186.146,904
14.139.94.113,1
14.139.209.50,2391
14.140.104.254,1032
14.140.21.39,890
14.140.148.148,977
14.141.202.226,1052
14.141.67.62,1998
14.141.6.170,0
14.99.153.163,0
14.98.11.119,274
14.98.93.107,713
14.96.187.164,220
141.0.9.215,1019
14.97.132.12,112
14.96.56.182,0
144.36.189.76,2480
14.98.255.195,304
14.99.2.236,883
14.97.10.224,889
14.97.21.122,627
150.242.17.43,684
152.52.127.120,946
150.129.46.118,717
150.129.110.241,917
155.136.80.163,933
163.47.13.35,880
163.53.201.241,0
164.100.6.104,256
163.47.12.155,685
164.164.41.4,1587
168.235.196.25,5386
168.235.198.108,361
168.235.198.184,421
168.235.200.74,0
170.153.65.102,1206
173.252.112.112,0
175.101.67.113,374
175.101.4.138,171
175.101.68.101,4027
175.100.148.120,347
180.179.142.11,782
180.151.36.142,266
180.215.121.208,841
180.151.160.146,0
180.148.53.40,971
180.215.117.109,806
180.215.121.136,514
182.19.72.120,2465
180.215.39.147,960
180.215.139.89,622
182.65.36.196,916
182.59.32.211,64
182.237.147.248,662
182.65.185.7,2698
182.64.186.27,565
182.64.167.228,127
182.70.196.230,791
182.69.151.7,651
182.72.122.122,0
182.66.30.69,197
182.73.45.102,599
182.69.44.116,645
182.68.162.194,753
182.71.138.22,2459
182.66.19.35,191
182.74.112.150,817
182.74.224.6,0
183.82.1.235,1835
182.74.247.90,256
183.82.104.234,145
183.82.99.84,545
183.82.104.47,1642
183.87.250.249,335
183.83.112.47,237
183.82.99.94,58
183.82.210.26,929
183.82.204.117,876
196.207.99.235,734
183.82.195.219,1003
183.83.50.191,601
183.82.74.6,635
183.87.134.30,463
20.133.1.1,1686
183.87.33.132,312
199.190.45.146,64
202.128.96.131,901
203.38.135.36,166
206.183.111.25,856
208.91.199.22,693
202.142.118.139,705
202.153.47.60,0
202.160.161.66,0
203.88.6.43,0
218.213.76.1,6050
202.174.123.2,889
203.123.32.210,1054
205.145.107.51,686
203.122.26.101,935
202.142.81.245,979
202.142.96.179,724
209.45.250.66,496
202.179.75.234,1631
202.78.234.105,1886
219.91.201.250,577
220.227.170.29,563
223.223.148.182,0
218.248.7.135,221
27.124.30.194,1651
223.29.203.69,0
23.236.125.43,695
223.196.85.59,129
223.225.218.118,483
223.176.15.232,1003
223.227.123.81,124
223.196.221.8,0
27.107.23.214,620
223.238.45.116,972
223.176.182.60,887
223.176.58.123,947
27.97.220.119,0
27.7.194.127,20
27.34.253.234,1166
27.97.96.216,489
27.6.94.200,770
27.97.5.188,701
27.97.173.30,906
27.251.115.82,848
27.56.35.108,653
37.228.104.227,1353
37.228.104.62,442
37.228.106.111,1791
37.228.107.113,1080
49.14.151.205,811
49.204.103.18,303
49.14.158.188,727
43.252.30.228,344
49.14.236.169,585
49.15.47.34,128
49.15.146.71,631
49.207.157.251,1105
