clientIp,sessionTimeSum
1.186.117.150,0
1.186.232.247,943
1.38.18.164,953
1.38.21.128,698
1.187.229.175,454
1.187.121.74,1050
1.23.98.82,0
1.38.21.69,29
1.39.12.71,1470
1.39.13.117,2670
1.39.13.69,681
1.39.13.84,203
1.39.14.77,881
1.39.32.55,547
1.39.35.165,210
1.39.15.24,0
1.39.15.230,0
1.39.46.102,0
1.39.46.218,980
1.39.40.113,387
1.39.61.57,909
1.39.40.70,792
101.212.65.211,292
101.212.67.178,0
101.2.109.10,0
101.212.70.189,363
1.39.63.130,0
1.39.9.107,168
1.39.9.161,859
101.221.134.146,738
101.212.71.31,896
101.221.135.250,0
101.221.134.80,402
101.56.174.60,823
101.56.165.127,0
103.16.71.14,2512
101.222.191.146,762
101.222.236.32,0
103.10.210.182,299
101.222.191.144,562
101.62.229.207,249
101.221.136.169,831
101.222.233.48,971
103.231.119.172,8
103.232.129.174,1933
103.231.218.234,0
103.48.68.66,428
103.245.198.74,862
103.49.118.83,1429
103.43.35.248,286
103.38.38.183,2049
103.232.131.62,185
103.252.167.102,563
103.250.189.16,0
103.251.216.141,604
103.42.87.195,248
103.47.153.56,400
103.241.20.148,208
103.232.244.7,595
103.240.76.151,826
103.58.126.40,800
103.8.194.121,813
104.45.18.178,253
106.208.248.203,342
106.203.217.104,0
106.206.155.187,546
106.201.182.134,0
106.208.161.15,817
106.211.177.218,0
106.215.159.159,536
106.215.144.137,883
106.208.188.75,815
106.220.215.30,0
106.51.143.202,3230
106.220.4.40,806
106.220.161.217,357
106.51.138.119,939
106.219.60.142,451
106.220.175.77,478
106.216.146.130,962
106.220.13.21,473
106.51.134.0,55
106.66.48.220,904
106.76.15.41,45
106.77.26.160,0
106.51.240.22,765
106.76.17.127,634
106.78.10.177,949
106.78.91.24,567
106.77.197.232,221
106.66.213.172,742
106.51.179.29,1083
106.51.89.31,0
106.51.233.173,581
106.79.61.95,768
106.51.79.222,916
106.79.153.71,777
107.167.107.148,1419
106.77.119.102,0
106.78.70.22,1006
106.51.234.0,511
106.51.240.172,221
106.51.235.230,883
110.232.252.158,0
107.167.107.161,0
107.167.113.53,0
112.133.232.80,1289
112.79.37.132,1606
112.196.107.39,31
114.69.246.168,1010
113.21.74.135,284
113.193.132.203,637
115.112.33.131,0
115.108.68.163,514
115.114.88.78,3643
113.193.144.248,796
115.115.207.226,1110
115.248.129.50,586
115.187.61.195,1018
115.249.141.141,211
115.245.148.78,440
115.118.35.77,148
115.119.0.99,41
115.241.66.114,585
115.245.171.197,866
115.115.125.146,823
115.249.229.109,1441
116.203.215.10,436
116.202.213.9,0
116.202.212.244,870
115.250.124.191,961
116.202.138.182,1019
115.99.28.168,805
115.250.118.80,0
115.98.40.111,785
116.72.10.203,690
115.99.106.100,520
116.203.112.64,650
116.202.32.80,579
116.203.84.48,424
116.202.38.162,0
117.195.198.223,0
117.195.161.45,160
117.194.236.0,440
117.195.48.75,1130
117.194.210.51,981
117.195.157.149,749
117.192.75.219,369
117.195.3.77,218
117.193.211.189,0
117.199.18.217,708
117.205.38.92,0
117.212.67.195,216
117.205.193.119,587
117.196.253.99,0
117.204.33.89,1089
117.204.55.66,938
117.197.213.182,701
117.207.243.143,0
117.207.29.24,935
117.206.145.154,740
117.201.206.180,530
117.212.229.237,1047
117.207.130.205,0
117.199.153.179,863
117.215.11.29,1124
117.213.159.161,128
117.200.217.56,873
117.208.73.170,333
117.212.204.15,663
117.204.33.127,306
117.199.180.80,645
117.211.249.4,703
117.205.90.205,0
117.198.150.95,234
117.212.241.131,0
117.233.13.132,386
117.216.158.65,0
117.239.119.166,381
117.217.0.177,1605
117.222.171.200,766
117.240.231.98,284
117.219.113.150,881
117.229.89.230,808
117.218.248.82,947
117.222.138.86,610
117.233.61.169,0
117.222.125.29,448
117.220.122.226,2220
117.215.228.153,0
117.220.38.193,0
117.228.158.158,0
117.244.238.43,179
117.236.245.205,328
117.240.72.82,2638
117.222.219.97,485
117.248.186.151,3616
117.247.25.249,1044
117.244.24.127,895
117.245.166.188,135
117.245.63.106,0
117.247.187.9,836
117.244.248.242,0
117.246.193.187,383
117.253.236.158,0
117.253.236.182,40
120.56.150.164,959
120.58.205.144,547
117.253.102.120,533
120.59.156.87,575
117.253.216.205,0
117.253.150.92,0
117.255.252.27,0
119.82.111.79,425
120.57.253.230,268
117.255.254.46,0
117.253.209.216,394
120.58.232.96,800
120.61.167.152,65
120.59.239.209,920
121.242.130.177,1529
121.244.117.68,3545
121.244.129.146,5157
121.44.116.229,0
122.170.140.152,327
122.161.114.216,669
122.179.63.197,976
122.171.212.189,0
122.172.38.225,0
122.169.208.192,0
122.177.222.154,742
122.177.22.187,602
122.171.115.123,362
122.176.112.218,945
122.161.44.0,995
122.163.90.249,1690
122.102.121.178,0
122.174.10.224,620
122.177.228.67,232
122.179.75.173,89
122.161.15.5,2798
122.177.102.99,395
122.171.212.229,268
122.177.235.101,830
122.168.36.173,0
123.136.212.73,0
123.201.233.66,1973
123.201.158.22,468
122.179.82.103,30
122.180.180.185,0
124.123.129.139,0
123.63.15.133,0
123.63.186.210,492
123.237.75.164,701
124.123.78.217,871
124.125.231.85,75
123.238.123.35,968
123.237.61.84,1180
125.62.103.164,1265
14.97.111.175,259
14.96.150.40,699
14.140.92.132,121
136.185.205.96,0
14.141.151.58,1029
14.141.217.103,751
14.96.96.173,1640
14.96.187.48,0
14.141.0.108,0
14.139.233.70,0
14.140.221.102,0
14.195.79.233,800
14.96.55.142,640
14.141.22.158,938
14.98.64.48,674
144.36.230.158,1941
144.36.214.119,227
14.99.172.142,900
141.0.9.244,0
14.98.41.175,0
14.98.66.154,0
14.98.123.69,346
141.0.8.156,0
14.99.191.34,0
14.97.248.81,724
14.98.62.43,0
14.97.112.192,0
15.211.153.74,2482
150.129.134.98,878
175.101.144.13,1768
151.151.109.13,353
150.129.112.226,0
175.101.67.186,1139
180.148.50.127,135
180.151.229.97,0
180.215.120.157,672
180.215.174.20,271
180.215.132.158,0
180.215.58.83,476
180.215.255.147,641
180.87.235.82,3482
183.82.228.235,468
182.70.139.230,811
182.74.31.146,0
182.56.4.117,830
182.71.214.2,946
182.156.111.123,700
182.69.228.128,765
182.68.91.115,1185
183.82.108.78,683
182.70.229.171,879
182.65.24.10,1102
182.67.3.153,965
182.70.220.249,909
182.68.214.26,538
182.50.132.53,441
183.82.138.118,1416
182.69.172.51,946
182.69.223.174,117
182.74.16.174,1118
182.173.64.2,757
183.82.26.57,1896
182.64.47.149,1907
182.72.116.98,82
182.73.212.38,8
183.82.84.64,664
183.82.48.194,321
183.82.97.85,198
185.20.4.143,3783
183.87.39.234,179
202.141.127.231,960
199.16.140.27,916
198.62.10.100,157
202.129.240.94,535
192.234.235.108,635
194.218.208.96,992
198.169.188.233,870
202.142.125.50,861
202.164.63.92,674
202.4.178.170,0
202.65.148.60,0
202.78.166.180,2
202.86.251.222,3064
203.122.4.5,1495
203.115.93.27,1651
203.122.6.234,771
203.192.225.57,0
208.65.192.1,1729
203.79.24.147,373
203.193.146.51,930
210.212.247.178,531
210.212.29.187,5724
220.226.100.89,2933
212.93.55.35,793
219.91.129.109,532
220.225.48.116,609
219.91.134.67,408
216.185.39.88,761
219.64.177.76,816
218.248.19.50,916
27.62.154.174,0
223.180.226.130,280
223.176.43.240,121
223.196.245.170,504
27.7.162.218,701
223.228.51.143,313
37.228.104.115,1625
27.123.77.164,435
27.97.249.30,984
27.97.198.115,0
27.97.137.136,955
223.225.247.68,659
223.225.250.77,0
223.223.149.184,524
223.176.185.249,796
27.97.3.169,583
223.176.37.249,779
223.30.4.58,323
223.176.12.127,108
223.176.158.45,718
223.176.171.211,609
37.228.104.14,890
37.228.107.5,453
42.99.164.59,2718
43.227.23.129,2081
43.224.156.113,920
43.241.25.74,0
43.241.25.186,432
49.205.46.31,608
49.213.60.53,0
49.207.168.140,1020
43.252.189.193,603
49.202.10.136,966
49.204.46.13,570
49.14.152.170,0
49.205.197.52,631
49.200.200.200,356
5.254.65.3,667
49.15.203.43,675
49.156.86.179,0
49.206.244.165,0
45.114.61.142,117
49.207.122.128,0
49.207.208.176,73
49.207.181.226,193
49.206.55.148,590
43.245.138.139,0
49.206.253.59,709
49.204.46.63,861
49.207.125.129,755
49.248.120.2,871
49.207.204.161,846
49.203.151.87,0
49.249.206.57,0
49.200.118.152,1113
49.202.104.45,726
49.202.206.233,0
49.205.116.237,849
49.203.173.238,71
49.205.72.63,472
45.116.187.235,0
49.204.37.226,411
49.207.186.73,0
59.184.153.205,828
59.161.88.67,428
59.177.14.98,568
59.178.53.109,527
59.160.54.32,230
59.177.139.52,596
59.88.217.227,0
50.17.14.244,0
59.88.183.209,722
59.165.83.131,0
58.106.79.121,0
59.178.148.44,471
59.89.245.238,1224
59.94.9.104,0
59.90.99.135,433
59.99.161.80,469
59.93.125.163,731
61.12.77.194,908
59.90.207.189,1208
59.89.54.20,0
59.95.145.251,660
59.96.96.192,1033
59.91.187.249,0
59.90.159.227,520
59.96.185.113,0
59.94.144.16,1007
61.246.187.8,5338
61.3.96.108,0
66.102.6.253,0
61.3.228.16,1388
62.209.20.46,0
63.241.244.1,602
66.249.82.128,847
70.39.185.183,814
86.99.134.81,629
66.249.90.97,0
70.39.187.160,0
70.39.187.142,500
95.141.32.46,622
