clientIp,sessionTimeSum
1.186.79.5,1508
1.187.165.237,794
1.187.180.126,0
1.22.84.151,950
1.22.41.101,0
1.22.32.2,0
1.22.123.159,1138
1.23.0.240,2442
1.22.39.82,86
1.38.17.10,2732
1.23.67.199,822
1.38.19.1,999
1.39.61.234,1734
1.39.33.172,203
1.39.32.27,883
1.39.14.201,0
1.38.20.36,691
1.39.13.113,789
1.39.15.132,790
1.39.61.156,434
1.39.62.43,938
1.39.61.49,832
1.39.63.227,491
1.39.8.133,518
1.39.96.37,781
101.212.68.160,632
101.60.143.67,941
101.62.156.246,0
101.222.245.58,145
101.57.64.248,727
1.39.97.59,292
101.58.26.213,319
101.59.232.133,952
101.212.65.52,803
101.212.69.254,619
101.220.175.94,0
101.221.77.249,881
101.63.74.240,283
101.63.95.195,423
103.250.160.7,280
103.21.162.151,0
103.230.103.161,454
103.19.150.93,394
103.229.211.146,972
103.237.157.151,0
103.232.126.34,88
103.252.25.157,1544
103.233.160.146,126
103.242.198.127,872
103.231.32.71,421
103.254.131.18,892
103.30.140.202,1260
103.46.234.252,915
103.51.210.111,147
103.6.156.176,1353
103.50.82.164,450
106.192.180.158,477
106.206.137.237,887
106.211.124.56,151
106.210.25.158,817
106.215.154.34,353
106.215.160.136,1399
106.221.145.53,0
106.78.79.188,844
106.76.141.23,731
106.66.208.84,814
106.77.98.48,896
106.76.62.86,0
106.66.135.202,84
106.76.111.240,0
106.76.69.181,160
107.167.107.168,402
106.219.58.35,0
106.67.176.59,899
106.78.122.172,575
106.76.48.11,853
106.78.97.179,236
106.77.64.69,860
106.78.61.146,0
106.77.214.32,280
106.79.48.101,963
106.220.100.26,711
106.66.85.192,455
106.76.245.4,616
106.78.16.9,0
106.78.98.176,0
111.221.83.137,768
111.91.22.71,0
111.93.235.6,1069
111.91.107.160,524
111.93.214.250,0
112.133.246.8,1489
111.93.6.2,951
112.196.183.184,0
112.196.37.218,1987
112.79.35.14,1930
112.79.35.27,1339
112.79.38.65,205
113.193.145.135,143
113.193.48.201,0
114.143.220.202,755
113.193.61.118,1035
113.193.79.17,0
114.143.253.97,1036
113.193.60.144,0
115.115.124.210,921
115.111.31.38,942
114.143.254.75,652
114.79.159.166,717
116.50.79.80,1889
115.250.99.64,0
116.203.107.160,654
115.118.22.119,890
116.203.205.9,805
115.118.227.187,678
115.245.77.105,685
116.193.136.143,571
115.184.198.199,3003
115.252.194.204,723
115.246.71.171,92
116.202.36.216,66
116.203.73.114,32
116.202.36.63,532
116.202.36.116,736
116.203.181.124,267
116.202.36.173,118
115.249.252.148,0
115.252.78.110,1019
116.72.250.244,1995
116.74.147.21,1215
117.193.88.37,692
117.192.233.169,994
117.192.239.172,8
116.75.139.143,984
117.192.70.94,1636
117.200.165.110,924
117.205.214.114,0
117.200.49.7,191
117.201.140.149,901
117.197.79.39,218
117.210.58.14,0
117.204.25.136,0
117.216.157.156,578
117.197.145.117,557
117.206.182.21,838
117.206.245.16,0
117.217.52.3,3128
117.195.155.100,980
117.206.255.103,441
117.206.79.20,655
117.194.80.186,657
117.198.218.205,614
117.217.21.209,935
117.201.19.3,0
117.197.234.27,551
117.216.81.97,0
117.205.247.55,0
117.198.174.85,889
117.204.42.228,354
117.206.175.92,141
117.197.213.13,2579
117.199.37.238,584
117.198.151.5,460
117.200.131.27,26
117.198.106.109,747
117.202.69.147,0
117.221.75.11,2736
117.221.219.65,681
117.221.82.164,1017
117.223.2.103,654
120.57.152.118,84
117.248.20.200,468
118.102.147.162,1851
117.244.32.5,101
117.228.26.128,585
117.248.40.217,328
120.58.195.131,651
117.244.107.178,1106
117.225.33.183,469
120.59.222.10,908
117.230.233.85,0
117.244.131.66,521
117.247.127.130,119
120.60.139.119,912
117.245.171.23,208
117.253.203.118,0
117.253.181.73,617
117.244.37.163,667
117.248.138.248,622
117.239.38.185,983
117.229.52.101,1670
120.59.71.68,798
117.253.231.113,395
117.254.30.254,0
121.244.131.73,1221
