clientIp,sessionTimeSum
220.226.206.7,17284
52.74.219.71,14836
119.81.61.166,14727
106.186.23.95,14410
54.251.151.39,14339
121.58.175.128,13261
120.29.232.107,11709
180.179.213.71,11609
180.179.213.94,11603
54.169.191.85,11518
125.19.44.66,11341
59.144.58.37,11309
121.242.63.60,11203
66.249.71.110,11031
122.252.231.14,10876
207.46.13.22,10785
180.179.213.70,10732
117.239.35.226,10598
202.52.130.254,10592
168.235.197.212,10450
54.252.254.204,10443
14.139.241.84,10151
14.139.181.229,10124
107.23.255.12,10066
20.139.82.64,10035
108.171.159.41,9950
54.240.196.33,9731
202.12.83.44,9707
20.139.66.64,9694
14.139.249.197,9693
54.183.255.140,9675
54.250.253.236,9612
203.91.213.69,9581
103.21.127.78,9572
116.50.59.180,9547
122.248.183.22,9541
66.249.71.126,9456
54.255.254.236,9374
54.243.31.236,9365
175.101.80.134,9341
196.15.16.101,9334
125.20.9.248,9314
54.232.40.76,9220
167.219.48.10,9184
54.252.79.172,9182
66.249.71.118,9173
14.139.226.10,9159
125.19.44.195,9144
103.12.119.2,9029
14.140.114.18,9018
203.99.218.140,9010
122.15.20.34,8979
196.15.16.103,8941
103.22.172.139,8919
103.21.125.80,8910
54.228.16.12,8868
203.91.192.4,8833
103.27.8.43,8800
54.241.32.108,8769
202.3.66.50,8662
168.235.197.151,8586
54.251.31.140,8579
14.140.80.228,8565
54.169.164.205,8543
54.244.52.204,8533
54.169.20.106,8529
54.248.220.44,8526
103.27.171.50,8500
14.139.217.139,8457
176.34.159.236,8422
54.169.1.152,8379
54.240.199.105,8336
14.139.245.2,8297
54.245.168.44,8285
74.86.158.109,8248
115.113.174.100,8161
202.65.147.10,8153
203.191.34.178,7988
203.147.88.86,7955
103.22.172.130,7867
122.248.163.3,7862
175.101.16.8,7853
14.139.125.71,7837
177.71.207.172,7824
164.100.96.254,7811
124.155.242.218,7787
125.21.240.2,7760
66.102.6.250,7758
125.17.164.241,7656
61.246.57.5,7628
202.41.10.3,7572
103.27.171.54,7569
66.102.6.246,7568
168.235.197.204,7554
57.250.231.247,7550
203.122.33.226,7543
168.235.197.80,7536
157.55.39.61,7530
123.63.74.210,7528
203.99.205.107,7453
203.99.205.106,7447
202.12.83.41,7410
185.20.4.220,7401
124.124.244.211,7392
103.232.224.252,7374
119.235.50.12,7373
103.232.224.253,7345
216.150.189.2,7337
203.189.176.14,7284
103.21.125.79,7281
115.249.10.252,7244
116.50.79.74,7202
122.248.161.142,7191
66.102.6.254,7184
14.139.160.5,7170
115.248.37.69,7136
54.169.0.163,7129
74.125.63.33,7125
198.208.209.37,7122
125.17.1.67,7088
121.242.40.15,7081
203.91.215.55,7062
103.27.8.44,7042
74.125.56.193,7019
103.21.125.78,7012
168.235.197.107,7002
203.145.131.164,6993
213.239.204.204,6985
103.21.125.77,6977
203.143.186.45,6975
125.16.138.141,6949
111.93.226.254,6939
121.241.218.132,6933
78.46.60.71,6918
103.27.171.59,6908
159.245.48.100,6908
103.255.224.118,6904
115.113.250.2,6903
168.235.197.179,6895
192.8.176.11,6892
54.169.106.125,6860
125.16.138.147,6848
68.180.228.46,6820
182.74.233.26,6816
59.160.73.118,6811
121.243.112.118,6807
115.248.70.101,6807
203.199.146.123,6801
14.139.208.84,6779
188.40.135.194,6754
204.152.235.219,6750
203.27.235.5,6719
14.139.161.3,6711
54.169.136.105,6699
123.242.248.130,6657
14.139.194.12,6653
103.27.8.42,6635
14.139.38.10,6605
203.147.88.34,6602
14.139.246.27,6588
202.91.136.3,6586
14.139.82.134,6585
14.139.41.151,6541
112.133.222.134,6540
171.161.56.16,6516
175.101.15.11,6484
175.101.67.198,6477
103.10.209.2,6461
54.169.192.103,6451
123.63.241.40,6433
170.61.236.1,6432
125.22.43.14,6405
203.99.208.2,6401
103.16.70.143,6398
14.141.91.65,6393
168.235.197.173,6393
203.89.152.131,6388
125.16.95.11,6385
116.50.78.195,6381
103.19.212.21,6374
203.110.246.25,6361
15.219.201.74,6359
115.111.223.43,6351
122.248.183.1,6347
136.8.2.68,6339
15.219.201.70,6335
115.114.93.114,6310
103.29.159.62,6302
198.28.92.5,6288
204.152.239.219,6279
14.139.212.228,6258
103.22.172.251,6254
