clientIp,sessionTimeSum
1.187.249.242,975
1.38.17.115,0
1.39.14.23,179
1.23.99.30,955
1.22.11.26,0
1.38.22.248,0
1.23.197.127,0
1.39.13.153,0
1.23.37.77,399
1.39.14.132,53
1.38.16.17,563
1.187.191.166,0
1.39.34.46,3091
1.39.14.63,1783
1.39.32.6,546
1.39.35.120,679
1.39.60.144,0
1.39.63.129,1678
1.39.62.134,0
1.39.63.47,1213
101.222.238.30,0
101.56.18.54,67
103.16.71.67,2700
101.62.219.241,559
101.221.130.156,662
101.56.12.103,0
101.62.135.212,0
101.60.143.208,366
101.222.243.94,1154
1.39.80.89,0
101.222.177.175,451
101.57.74.210,1514
101.223.241.235,975
101.59.139.78,0
101.56.216.1,70
101.63.147.125,772
101.221.136.235,894
101.221.136.223,444
101.63.89.106,0
101.222.182.156,904
101.222.172.196,953
101.56.25.232,157
101.222.227.76,926
101.2.37.28,966
101.221.135.47,0
101.57.187.64,938
103.18.72.73,785
103.21.54.26,1795
103.21.232.11,141
103.224.154.69,906
103.224.158.113,843
103.227.96.248,985
103.230.222.102,2196
103.225.42.118,0
103.227.99.131,0
103.224.146.230,875
103.245.197.114,5332
103.230.222.70,537
103.230.23.17,0
103.24.20.142,327
103.240.161.145,0
103.240.35.210,728
103.243.185.87,398
103.245.117.241,783
103.251.19.185,0
103.253.173.61,641
103.27.171.59,6908
103.249.240.210,917
103.251.82.218,158
103.249.206.138,0
103.55.110.106,2206
103.5.16.66,692
103.44.96.82,799
106.203.203.174,0
106.216.131.188,580
106.221.131.173,695
106.51.134.72,457
106.51.135.186,1026
106.206.136.156,965
106.219.22.142,0
106.208.236.180,743
106.220.131.63,504
106.200.171.231,514
106.221.140.37,679
106.220.13.216,1070
106.221.132.21,151
106.204.22.16,555
106.221.150.96,410
106.219.35.175,355
106.208.227.212,1083
106.220.174.112,0
106.220.116.184,726
106.219.24.217,0
106.220.125.84,768
106.208.237.34,0
106.220.227.108,0
106.206.125.160,0
106.77.94.104,184
106.76.131.37,1045
106.77.40.106,0
106.78.201.188,606
106.78.31.93,930
107.167.103.241,960
106.76.138.165,308
106.77.100.95,0
106.76.168.38,658
107.167.107.164,1628
106.66.219.102,0
107.167.108.128,2898
107.167.107.51,584
107.167.107.247,399
107.167.108.193,0
107.167.109.134,1678
107.167.108.99,767
107.167.109.175,2510
110.226.106.153,642
110.224.215.182,773
111.91.54.7,0
112.133.229.117,659
112.110.123.86,245
112.133.232.91,919
112.79.37.191,158
112.196.14.117,1713
112.196.105.8,996
113.21.77.158,2311
115.248.82.146,845
116.74.232.141,0
116.203.72.34,0
117.199.107.47,1248
115.250.116.239,467
116.75.43.130,588
117.201.178.176,2301
117.202.24.137,402
115.99.21.121,402
116.203.232.151,2186
115.245.140.196,838
117.195.51.47,732
116.202.38.97,1990
117.197.214.201,845
115.118.21.142,916
116.202.32.155,852
116.74.34.69,598
116.203.77.228,537
117.194.23.105,518
115.245.239.92,0
116.203.165.85,0
116.203.77.44,940
117.201.238.54,0
117.198.6.148,0
117.199.43.172,774
115.242.160.115,281
117.201.59.189,532
115.242.212.74,593
117.193.75.31,0
115.117.79.222,752
115.99.181.84,405
115.98.123.29,1006
115.111.129.106,970
115.111.231.194,844
115.112.58.98,236
115.250.23.232,0
115.187.37.6,62
117.199.125.208,0
117.201.82.37,0
117.198.13.87,991
115.242.246.29,0
117.196.187.144,0
115.250.29.248,963
117.197.11.205,0
117.197.97.86,457
115.187.46.216,546
115.185.155.95,577
115.69.245.5,1094
115.241.52.13,1046
117.198.2.248,847
115.118.25.67,438
115.98.210.93,713
116.203.79.4,747
117.195.89.248,1498
117.193.36.135,125
117.192.3.183,746
117.194.217.48,88
117.207.252.132,716
117.213.160.95,272
117.252.71.152,1108
117.229.51.3,568
117.213.185.113,452
117.206.86.200,0
117.245.40.50,0
117.216.59.98,755
117.207.109.31,364
117.204.79.139,712
117.216.245.42,928
117.244.157.204,285
117.217.193.25,51
117.246.21.161,0
117.220.193.15,925
117.240.186.218,997
117.245.44.63,0
117.248.12.187,843
117.204.76.192,780
117.213.199.204,71
117.228.58.3,0
117.205.11.152,870
117.245.185.70,733
117.224.113.230,492
117.244.25.193,611
117.228.12.46,965
117.237.213.78,795
117.204.54.226,8
117.245.18.171,784
117.241.108.88,0
117.220.109.202,313
117.241.216.87,619
117.215.231.182,0
117.220.139.86,936
117.224.47.4,785
117.205.45.142,569
117.218.54.97,677
117.253.174.105,265
117.223.48.183,817
117.241.23.147,798
117.216.15.254,951
117.229.196.242,689
117.205.23.100,411
117.205.155.247,940
117.214.178.1,179
117.205.220.28,1000
117.241.19.180,83
117.245.182.155,0
117.55.244.150,223
117.253.215.127,254
118.102.141.147,665
117.253.220.237,580
117.253.216.84,451
120.60.128.237,0
120.59.96.240,733
120.59.59.195,0
120.62.181.89,0
120.59.248.187,671
120.61.39.127,836
120.62.206.169,95
120.59.205.170,857
120.56.166.125,0
121.241.127.1,5543
122.160.99.86,507
122.168.96.10,68
122.160.118.58,470
122.167.138.90,159
122.168.219.64,944
122.102.126.94,804
122.164.212.252,899
122.171.202.168,1077
122.170.73.15,239
122.168.10.107,0
122.168.251.101,661
122.102.127.175,0
121.245.151.204,983
122.161.39.116,504
122.165.97.156,0
122.166.176.99,448
122.15.30.49,1384
122.164.203.16,1015
122.162.147.176,866
122.169.220.122,695
122.160.36.222,1017
122.163.21.82,868
122.179.17.37,108
122.177.113.79,586
122.176.38.26,558
122.176.180.50,811
122.178.39.27,52
122.173.5.202,871
122.180.76.78,0
123.201.100.158,988
122.173.17.77,931
123.136.199.93,938
122.175.23.110,879
122.173.121.236,306
122.173.210.218,752
122.178.177.235,0
122.177.30.127,0
123.136.216.44,804
123.239.82.61,834
123.236.214.123,897
123.136.168.186,1020
122.175.88.126,0
122.178.216.183,202
124.124.202.124,1305
124.123.161.168,702
125.99.1.124,667
14.139.187.254,397
124.253.223.44,764
125.19.58.217,974
125.16.18.69,2279
128.185.194.76,0
124.125.153.203,2
14.139.221.18,3940
124.30.240.34,1076
124.155.218.47,0
14.140.121.130,897
14.139.64.103,2901
14.140.152.66,3008
14.140.201.2,2610
14.141.99.102,1765
14.141.133.14,153
150.107.214.151,411
141.0.9.101,465
158.181.196.175,299
14.195.40.210,129
167.181.12.16,905
168.235.194.136,1839
156.72.30.1,0
14.195.12.9,632
167.202.201.23,536
14.98.87.80,0
14.98.111.95,809
14.97.22.31,200
14.97.228.117,93
14.98.161.184,330
14.99.61.86,738
14.98.83.102,759
14.142.10.146,0
150.242.150.104,841
152.52.98.29,946
150.129.156.190,217
168.235.198.103,850
171.49.27.107,947
175.101.68.11,826
171.51.223.245,1181
171.51.61.221,991
182.237.160.146,392
182.69.34.166,0
180.215.121.147,0
180.87.252.95,860
182.70.186.160,859
180.215.137.99,260
180.178.20.108,0
182.71.87.190,2008
180.215.122.63,157
182.68.255.8,347
180.215.122.17,2607
182.65.42.225,575
182.71.163.78,0
182.69.159.0,238
180.151.228.130,1544
182.64.237.81,619
180.215.5.171,577
182.57.54.40,930
182.156.95.138,233
182.70.232.194,1172
180.214.131.220,685
182.70.69.217,1083
178.20.197.97,136
182.65.252.205,683
182.66.16.12,640
180.211.97.81,853
182.72.121.11,1043
182.75.29.134,971
183.82.88.159,1810
183.82.219.107,339
183.82.99.68,1416
182.74.119.62,446
183.82.188.43,1074
183.82.8.131,222
183.83.68.69,588
183.83.51.246,0
183.83.172.236,894
183.83.51.12,893
183.83.30.5,925
183.87.39.150,1455
183.83.103.87,678
192.204.82.215,739
