clientIp,sessionTimeSum
106.78.6.175,270
106.220.248.140,270
103.5.113.1,270
123.136.182.123,270
106.215.161.65,270
14.140.99.194,270
8.37.225.211,270
117.220.64.65,270
117.194.16.97,270
117.212.125.26,270
103.24.85.39,270
122.15.26.82,270
183.87.126.165,270
117.196.46.145,270
37.231.88.200,270
112.79.39.161,270
49.248.242.195,270
70.39.186.182,270
106.212.99.2,270
8.37.224.36,270
115.118.234.248,270
117.204.202.219,270
59.93.71.184,270
45.115.141.57,270
1.38.23.90,270
75.165.109.167,270
103.25.132.73,270
117.245.42.185,270
52.6.158.18,270
49.205.35.65,270
23.236.125.42,270
54.219.26.204,270
117.217.192.59,270
117.194.245.205,270
117.211.162.115,269
14.96.164.172,269
103.231.34.196,269
106.213.246.97,269
27.97.247.142,269
66.228.51.148,269
106.51.235.118,269
115.187.55.159,269
223.176.144.200,269
14.140.150.94,269
70.39.184.166,269
49.207.206.104,269
70.39.184.146,269
106.219.22.100,269
14.141.31.114,269
223.238.76.21,269
219.91.237.79,269
112.79.38.238,269
123.238.114.17,269
49.205.115.31,269
50.200.121.226,269
182.70.70.208,269
180.215.121.11,269
27.251.187.202,269
122.173.9.38,269
183.83.48.128,269
115.184.89.139,269
49.204.24.206,269
27.251.141.138,269
117.237.250.126,269
49.207.19.213,269
115.245.254.129,269
14.97.219.133,269
1.23.82.42,268
115.184.207.251,268
117.192.144.190,268
117.207.211.14,268
49.156.157.36,268
223.180.195.244,268
182.66.38.63,268
106.221.152.89,268
70.39.184.227,268
1.187.208.214,268
106.204.188.17,268
117.228.122.231,268
115.241.111.21,268
122.15.66.66,268
117.206.78.223,268
14.195.10.71,268
49.204.87.205,268
115.118.158.212,268
14.139.235.108,268
103.250.161.53,268
115.118.225.63,268
59.97.25.154,268
182.74.12.30,268
14.98.150.153,268
106.221.158.178,268
117.216.165.135,268
117.246.9.145,268
120.57.207.211,268
101.60.176.116,268
213.104.56.33,268
117.199.179.100,268
112.196.112.159,268
122.167.154.91,268
120.57.253.230,268
122.171.212.229,268
122.169.5.52,268
14.96.88.216,268
117.228.106.93,268
117.255.234.196,268
59.177.202.147,268
122.177.123.102,268
223.196.169.42,268
123.201.154.161,268
196.4.67.30,267
1.39.80.15,267
223.176.15.168,267
8.37.227.126,267
116.202.190.125,267
168.235.200.37,267
1.187.170.255,267
122.161.144.239,267
110.232.253.55,267
122.162.191.194,267
223.196.20.244,267
43.249.235.44,267
182.68.48.223,267
49.201.113.61,267
101.56.224.12,267
180.215.120.203,267
114.143.35.182,267
14.97.86.168,267
1.39.46.156,267
182.73.114.210,267
49.204.91.31,267
117.200.101.111,267
117.202.143.170,267
120.59.156.123,267
70.39.187.108,267
117.229.52.93,267
203.217.145.177,267
101.57.5.175,267
122.175.154.71,267
120.60.201.99,267
117.220.57.193,267
1.39.96.49,267
150.107.41.10,267
124.123.8.162,267
117.241.159.118,267
14.96.129.30,267
106.209.157.59,267
117.230.20.232,267
106.220.114.120,267
113.193.62.164,267
117.244.24.55,267
106.215.191.61,267
115.115.219.226,267
219.91.237.3,267
106.192.152.161,267
116.203.181.124,267
121.244.122.59,266
117.212.3.138,266
1.23.100.140,266
14.140.217.130,266
27.97.160.168,266
103.252.108.163,266
223.228.254.164,266
27.97.165.52,266
106.76.54.132,266
115.187.59.190,266
223.231.46.232,266
175.100.168.71,266
49.249.18.10,266
117.220.15.222,266
106.220.14.59,266
116.73.204.1,266
70.39.187.72,266
103.252.24.114,266
123.63.162.173,266
180.151.36.142,266
115.245.11.71,266
223.176.183.170,266
