clientIp,sessionTimeSum
1.22.145.222,810
1.23.185.118,2163
1.22.128.184,967
1.187.226.159,0
1.187.53.96,0
1.38.17.13,1417
1.186.180.154,794
1.187.10.66,354
1.187.230.112,0
1.23.4.195,861
1.187.165.158,632
1.38.19.74,2047
1.38.23.1,0
1.39.10.16,105
1.39.13.4,2255
1.38.20.103,812
1.39.12.252,533
1.39.15.118,675
1.39.14.185,681
1.39.32.199,1286
1.39.32.146,659
1.39.35.248,1465
1.39.62.42,1457
1.39.63.155,799
101.212.70.219,743
101.212.66.95,1031
101.221.88.104,984
101.0.41.58,923
101.212.65.80,344
101.222.178.8,0
101.221.134.69,706
101.221.136.35,1023
100.43.81.131,990
101.222.185.160,1386
101.63.166.82,647
101.63.188.184,0
101.60.196.147,0
101.222.42.249,1392
101.222.232.143,659
103.12.118.73,3679
101.62.179.248,1185
101.63.149.66,564
103.12.133.14,84
103.15.250.10,1310
103.240.171.159,840
103.240.162.34,0
103.15.66.86,620
103.224.159.185,0
103.232.129.70,927
103.240.233.125,844
103.232.127.155,465
103.17.195.205,246
103.225.40.194,745
103.250.153.138,0
103.252.161.245,1349
103.249.17.104,0
103.239.140.82,530
103.27.171.66,4745
103.252.24.47,0
103.252.5.143,1613
103.253.153.19,929
103.37.201.63,1927
103.28.253.68,0
103.49.252.175,572
106.221.128.131,971
106.221.143.5,508
106.67.30.167,0
106.221.143.109,0
106.51.136.103,341
106.203.189.240,94
106.206.148.242,1050
106.218.230.50,0
106.51.241.157,1664
106.77.197.11,0
106.78.120.85,239
103.52.126.93,326
106.220.78.228,487
106.220.107.5,0
106.78.196.212,0
106.79.95.91,255
106.51.152.221,775
106.78.93.108,300
106.215.143.199,0
106.78.115.203,298
106.215.141.158,859
106.221.146.233,0
103.55.91.65,0
106.196.117.161,731
106.208.232.157,217
106.78.111.145,620
106.221.149.225,0
106.78.93.149,694
106.51.133.77,0
106.215.184.207,0
106.76.238.55,463
106.51.55.224,0
106.77.164.33,338
106.192.174.62,995
106.194.92.107,782
106.51.136.94,909
106.79.167.2,1
106.79.78.202,0
107.167.107.103,2203
107.167.108.228,456
107.167.108.83,1662
107.167.109.211,2695
110.5.75.205,160
107.167.109.212,0
111.93.117.118,0
110.172.191.164,0
111.93.88.38,1468
111.93.95.154,1036
112.133.194.106,2528
112.196.30.4,720
112.79.36.100,2146
112.196.89.97,564
112.79.35.133,140
112.79.36.154,279
112.79.36.82,633
