clientIp,sessionTimeSum
203.175.5.11,3757
117.206.226.8,3755
103.21.127.79,3753
1.186.37.25,3752
115.114.191.92,3750
202.160.161.100,3743
164.100.57.2,3742
61.12.88.166,3741
27.34.244.251,3738
103.232.224.254,3734
112.196.25.164,3728
202.131.143.2,3728
112.79.38.119,3728
202.131.154.20,3727
14.139.183.116,3726
182.19.18.133,3724
165.225.104.54,3723
107.167.107.253,3722
59.145.202.18,3720
175.101.16.2,3720
103.38.131.5,3720
70.39.185.195,3720
103.241.25.4,3717
116.202.34.84,3715
125.19.96.130,3715
107.167.108.97,3715
15.211.153.76,3713
14.139.160.231,3713
14.139.243.10,3712
1.38.18.107,3712
106.51.143.125,3711
61.12.92.130,3710
165.225.96.64,3710
116.73.213.235,3710
112.79.39.52,3707
164.100.97.125,3706
220.227.50.9,3706
37.228.106.192,3705
107.167.109.208,3704
107.167.108.165,3699
103.248.35.3,3694
203.123.36.20,3692
202.0.109.1,3691
14.139.141.2,3686
116.199.173.2,3686
125.17.137.4,3686
107.167.109.218,3685
210.212.210.83,3684
121.244.73.4,3683
112.79.35.116,3683
15.211.153.78,3683
103.12.118.73,3679
202.45.7.174,3677
14.139.82.48,3676
122.177.202.118,3666
223.223.131.253,3665
112.133.194.107,3664
106.51.250.126,3664
27.251.197.195,3664
210.212.195.98,3664
37.228.105.21,3662
14.141.93.2,3658
203.76.188.226,3656
125.19.102.78,3652
121.244.199.142,3650
115.114.88.78,3643
122.144.16.5,3640
175.101.16.33,3639
111.93.187.150,3639
220.225.22.158,3637
14.141.112.244,3637
59.161.254.21,3631
1.38.4.10,3629
202.164.25.5,3628
59.160.74.254,3628
192.8.193.101,3628
37.228.104.216,3626
125.16.230.8,3626
122.160.150.179,3626
202.129.240.14,3625
122.248.16.5,3622
115.112.65.146,3621
1.38.23.72,3616
117.248.186.151,3616
203.99.213.34,3615
108.161.136.75,3615
59.160.165.58,3614
112.79.38.162,3612
202.62.84.211,3610
122.15.56.56,3610
59.163.51.132,3609
111.91.45.77,3607
125.22.193.150,3606
1.39.97.71,3606
