clientIp,sessionTimeSum
1.186.38.19,613
1.39.13.120,950
1.39.96.60,965
101.222.231.198,413
103.41.40.14,417
103.17.86.3,914
103.248.173.112,705
101.212.66.156,152
103.11.80.40,761
101.57.168.157,234
1.39.14.118,2500
101.59.25.91,742
103.16.29.96,981
103.224.155.173,51
101.212.70.158,763
101.59.220.58,0
101.223.45.121,902
1.39.14.229,317
101.59.236.135,0
1.39.61.244,539
103.238.231.166,0
1.39.63.156,482
103.255.115.82,0
1.39.9.238,624
101.221.129.225,143
103.17.128.71,0
1.39.32.109,916
101.60.199.137,964
1.39.40.25,657
101.222.173.103,0
101.212.65.239,0
103.21.54.18,805
103.255.227.88,301
1.39.61.138,881
103.251.208.130,0
1.39.10.1,545
1.39.61.158,325
103.38.177.2,0
1.187.103.177,0
1.39.96.23,513
1.38.22.9,0
1.23.176.171,0
1.39.60.215,0
101.60.148.37,105
101.223.90.141,920
101.221.134.175,0
103.48.58.173,922
103.48.97.225,894
103.55.104.2,3021
104.223.117.206,0
103.8.148.4,0
107.167.108.208,1444
106.194.33.101,0
106.51.132.238,556
106.78.35.170,966
106.219.49.201,771
107.167.108.137,1591
106.51.155.229,0
106.220.194.178,798
106.77.153.111,1015
106.220.118.252,0
106.196.6.93,482
106.208.73.205,0
106.221.142.72,769
106.79.27.152,0
106.215.165.48,1424
106.79.18.24,393
106.221.139.28,0
106.67.127.131,91
106.78.107.84,772
106.76.176.194,0
106.207.220.134,242
106.204.58.240,789
106.208.205.179,458
106.220.213.221,48
106.67.44.193,1947
106.77.96.67,772
106.221.146.143,934
106.78.114.238,0
106.66.93.65,1821
106.66.248.94,765
107.167.103.103,712
106.78.120.209,0
106.220.121.246,0
106.221.144.66,889
106.215.174.1,663
106.78.30.89,754
106.77.226.225,749
106.208.9.235,101
106.220.64.210,0
107.167.107.37,566
106.77.52.2,538
106.51.134.109,13
106.66.45.5,381
106.200.167.230,295
106.67.52.105,810
112.133.247.66,5583
111.93.174.46,816
112.79.35.183,1762
112.196.147.230,0
112.196.3.130,151
112.79.36.177,820
112.79.35.71,801
114.143.169.116,1507
112.79.37.145,541
115.111.177.42,852
115.114.17.154,1537
115.160.242.78,1476
116.202.131.26,1110
116.14.149.50,0
116.202.32.132,0
115.247.3.46,368
115.184.204.200,805
116.14.140.219,80
115.249.177.243,839
115.184.55.243,0
115.241.89.3,305
115.242.186.125,749
116.203.78.247,742
116.14.173.238,0
116.202.32.135,1079
115.245.65.84,693
116.202.158.64,768
116.202.1.146,357
115.246.230.201,0
117.192.57.245,1051
116.203.72.182,960
115.245.244.108,42
116.15.197.161,0
115.98.220.68,805
116.203.77.154,945
117.212.156.37,996
117.211.181.39,743
117.213.145.29,2242
117.199.187.133,0
117.211.78.30,924
117.199.203.153,63
117.206.78.223,268
117.201.183.132,862
117.211.43.234,289
117.210.222.230,864
117.212.250.99,822
117.195.154.203,814
117.194.240.177,1201
117.213.128.65,523
117.204.57.118,1738
117.205.150.140,0
117.195.228.90,348
117.201.26.248,0
117.201.179.197,567
117.203.152.181,641
117.207.29.190,0
117.206.147.139,6
117.201.115.188,0
117.196.224.27,0
117.207.30.97,709
117.211.191.205,535
117.199.89.54,774
117.201.27.208,344
117.213.137.44,856
117.198.32.167,660
117.196.251.201,0
117.197.215.106,931
117.213.224.40,1995
117.220.138.215,955
117.217.167.148,749
117.215.48.128,0
117.213.209.29,582
117.213.177.185,120
117.214.82.177,454
117.216.137.27,589
117.244.26.201,0
117.220.9.226,766
117.250.123.116,1264
117.228.93.125,0
117.241.148.45,888
117.247.123.124,2125
117.243.182.56,887
117.248.4.152,117
117.226.247.46,435
117.220.90.108,304
117.222.194.30,784
117.228.5.54,1109
117.230.184.57,174
117.222.34.248,834
119.235.52.220,1734
117.253.198.34,0
117.229.195.2,0
117.220.194.90,0
117.237.199.184,588
117.238.124.190,633
117.245.13.35,337
117.228.51.248,0
117.228.170.78,842
117.253.170.37,0
117.253.135.101,0
117.230.113.77,0
117.223.0.252,325
117.245.43.130,0
120.138.105.129,828
120.56.163.220,231
120.56.219.9,802
121.241.123.42,2288
120.62.235.170,0
120.59.158.61,0
120.60.151.140,874
121.241.230.134,3289
121.244.155.74,869
122.15.56.58,1453
122.15.203.225,1953
121.245.69.113,0
122.169.96.113,0
122.161.181.63,933
122.167.214.142,0
122.169.153.203,679
122.162.102.231,813
122.161.243.236,103
122.168.32.228,481
122.165.230.42,904
122.161.47.166,0
122.165.116.51,347
122.169.27.111,0
122.164.8.71,0
122.169.220.158,780
122.171.118.24,1357
122.171.207.101,925
122.171.88.200,2408
122.171.208.97,1004
124.123.81.126,0
124.123.21.241,0
122.176.113.239,982
122.172.46.14,30
123.136.217.98,577
123.201.68.114,0
122.177.144.97,1105
122.177.83.193,2109
123.239.183.182,944
123.201.149.252,108
123.236.53.114,459
124.125.154.78,0
124.125.254.131,1903
124.123.246.136,870
122.177.153.247,0
122.172.107.182,0
123.237.67.148,183
122.179.10.36,680
122.174.213.2,739
123.238.158.50,537
123.63.152.181,778
124.253.27.157,53
124.155.218.224,572
125.16.3.234,1485
125.17.1.67,7088
128.185.25.198,247
14.139.186.162,1383
128.185.227.198,0
136.185.51.252,352
125.63.124.26,194
14.96.69.27,793
14.141.28.190,25
14.139.251.180,940
14.98.99.126,276
14.96.35.211,802
14.97.179.1,0
144.36.226.84,1738
14.99.173.212,353
143.166.226.111,948
14.99.45.96,0
14.96.101.116,750
14.98.213.134,760
14.99.239.11,1395
15.219.169.68,2341
163.47.13.7,326
150.129.238.245,1157
150.107.192.162,0
150.107.8.222,243
164.100.138.253,0
164.100.146.70,3392
163.53.86.3,187
168.235.196.45,4153
168.235.198.81,0
180.151.238.146,11
171.76.153.54,1169
180.214.129.4,0
175.101.160.23,0
180.215.17.162,929
180.151.3.98,802
180.76.15.136,1088
175.100.146.233,900
180.215.36.18,4
180.215.7.87,252
180.87.195.174,763
182.69.54.94,47
182.64.32.25,563
182.70.245.24,136
182.70.225.100,898
182.73.145.150,887
182.66.10.21,96
182.69.231.147,476
182.64.146.101,0
182.71.84.218,276
182.71.236.162,305
182.67.79.248,419
182.69.204.230,745
182.65.29.185,1035
182.69.244.37,0
182.237.147.244,2236
182.58.46.222,800
182.71.110.222,90
182.71.85.162,0
182.73.114.34,0
182.69.180.87,0
182.72.71.140,761
182.64.40.62,655
182.66.46.80,0
183.82.139.98,143
182.74.135.186,203
183.83.244.44,456
182.74.31.110,0
183.82.216.148,223
182.74.100.178,977
183.82.221.230,1158
183.82.76.15,1032
193.163.248.30,2091
183.82.141.9,59
183.82.111.153,616
182.74.0.250,829
183.83.149.215,808
183.87.17.91,769
183.87.239.81,714
183.82.93.201,703
183.83.49.20,891
195.171.26.4,72
198.58.96.215,0
202.129.240.194,5
202.134.181.116,449
202.144.30.60,988
202.131.155.22,903
203.105.170.150,1663
202.153.34.146,0
203.199.2.9,841
203.122.10.20,0
203.129.217.52,579
49.205.109.224,82
223.227.224.37,962
27.7.221.36,0
49.207.168.162,929
49.213.40.69,0
27.107.53.25,974
49.201.178.66,680
223.235.201.121,351
58.68.127.98,586
27.97.141.166,802
49.204.111.78,683
49.14.139.87,858
49.206.184.178,482
49.249.55.182,0
49.203.130.63,1000
49.248.166.164,191
49.15.213.157,0
27.54.161.188,560
49.15.25.66,610
49.14.32.105,437
223.227.137.21,603
27.4.223.3,532
223.196.58.41,0
49.213.50.200,870
58.68.123.211,838
49.201.90.142,1661
27.7.66.0,425
43.225.195.38,921
59.145.203.66,2986
223.176.48.46,528
49.32.0.255,700
49.204.25.211,528
49.205.71.35,790
219.65.188.232,688
27.107.55.203,0
49.202.121.63,0
49.205.233.158,169
223.227.142.55,780
49.200.247.97,196
23.236.60.156,0
203.88.132.150,314
223.236.35.249,520
43.252.248.23,2681
209.189.235.29,1535
220.225.77.50,639
27.49.40.196,433
37.228.105.102,2770
43.252.31.14,410
49.202.25.255,310
223.223.143.183,309
49.248.54.201,38
27.255.142.187,1381
223.181.37.34,910
223.176.182.178,0
223.176.141.138,0
223.225.194.23,516
49.200.28.223,771
49.202.206.95,0
218.248.40.122,344
204.107.53.153,919
27.59.116.66,3
49.202.7.24,0
223.223.146.215,0
49.15.212.11,0
223.176.132.124,0
219.91.198.182,0
223.227.59.29,96
223.176.144.200,269
223.227.22.204,929
49.248.197.3,435
43.250.41.4,695
49.201.170.215,0
223.227.15.183,0
49.249.54.228,0
54.163.19.193,234
49.201.98.7,0
59.177.38.73,1590
59.177.185.33,858
59.160.104.254,1112
59.180.175.215,1218
59.177.80.215,786
59.181.105.223,38
59.185.236.51,590
59.90.86.121,1049
59.94.153.224,0
59.89.103.216,0
59.97.103.109,1228
59.94.1.139,0
59.89.74.200,803
59.91.249.88,414
59.98.141.79,384
59.97.13.140,250
61.0.92.181,937
61.1.189.43,694
59.97.149.159,252
61.12.39.154,1071
59.99.221.152,0
59.97.8.225,0
61.1.245.20,0
61.16.237.50,5631
61.2.13.152,1172
61.3.175.16,1518
61.8.208.21,1204
61.2.247.92,431
70.39.187.62,69
82.194.55.141,883
63.225.169.91,529
8.37.228.1,804
8.37.225.130,811
86.98.65.18,843
93.186.23.82,1268
