clientIp,sessionId,request,count(request)
103.40.51.60,17,https://paytm.com:443/papi/rr/products/10925918/statistics?channel=web&version=2,1
113.193.87.145,23,https://paytm.com:443/shop/logout?channel=web&version=2,1
115.112.250.108,24,https://paytm.com:443/offer/wp-includes/js/jquery/ui/resizable.min.js?ver=1.11.4,1
115.248.37.154,24,https://paytm.com:443/papi/nps/merchantrating?merchant_id=21047&channel=web&version=2,2
115.250.30.125,24,https://paytm.com:443/,1
116.203.77.63,25,https://paytm.com:443/sellers/wp-content/uploads/sites/2/2015/07/Econoic-times_new-article.jpg,1
117.225.184.240,25,https://paytm.com:443/offer/wp-content/plugins/wp-thumbnail-slider/css/wpt-slide.css?ver=4.2.2,1
144.36.232.44,39,https://paytm.com:443/shop/wallet/txnhistory?page_size=10&page_number=1&channel=web&version=2,1
180.215.248.190,52,https://paytm.com:443/papi/v1/expresscart/verify,1
182.69.150.15,56,https://paytm.com:443/blog/wp-includes/js/jquery/jquery.js?ver=1.11.2,1
183.82.216.131,57,https://paytm.com:443/papi/nps/merchantrating?merchant_id=44399&channel=web&version=2,3
202.53.89.132,58,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,3
202.53.89.132,59,https://paytm.com:443/offer/wp-includes/js/jquery/jquery.masonry.min.js?ver=3.1.2,1
216.251.62.11,62,https://paytm.com:443/papi/rr/products/14508947/statistics?channel=web&version=2,1
223.176.24.214,62,https://paytm.com:443/offer/wp-includes/js/jquery/ui/dialog.min.js?ver=1.11.4,1
223.176.24.214,62,https://paytm.com:443/offer/wp-content/plugins/wp-social-sharing/static/socialshare.js?ver=1.3,1
37.228.106.13,68,https://paytm.com:443/login,1
49.205.109.126,71,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/css/style-admin.css?ver=4.2.2,1
59.178.132.223,73,https://paytm.com:443/offer/wp-includes/js/jquery/ui/resizable.min.js?ver=1.11.4,1
1.187.226.245,2,https://paytm.com:443/shop/authresponse?code=5d1fda86-9ed7-44f2-9fec-fa9a767e65eb&state=null,1
107.167.99.210,29,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/js/slider-plus-lightbox-js.js?ver=4.2.2,1
