clientIp,sessionId,request,count(request)
1.23.36.184,0,https://paytm.com:443/shop,1
1.39.33.33,1,https://paytm.com:443/bses-rajdhani-bill-payment.htm?gclid=CM3BzoyV7sYCFYqCvQod9AkHfA,1
1.39.33.77,1,https://paytm.com:443/,1
1.39.60.37,2,https://paytm.com:443/papi/v1/promosearch/product/5607296/offers?parent_id=0&price=330&channel=web&version=2,1
115.111.248.134,23,https://paytm.com:443/shop/p/stanley-93223-tools-storage-water-proof-nylon-medium-tool-bag-INDSTANLEY-9322INFI3833019FB6AC9,1
115.112.250.108,24,https://paytm.com:443/favicon.ico,1
115.248.37.154,24,https://paytm.com:443/papi/nps/merchantrating?merchant_id=35873&channel=web&version=2,2
115.99.101.27,24,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
117.199.175.119,25,https://paytm.com:443/shop/login?isIframe=true&theme=mp-web,1
120.56.143.223,28,https://paytm.com:443/papi/v1/promosearch/product/7023751/offers?parent_id=7024173,1
122.160.151.159,29,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.carousel.min.css?ver=2.0.0,1
124.123.151.148,29,https://paytm.com:443/papi/nps/merchantrating?merchant_id=25154&channel=web&version=2,1
163.47.12.176,42,https://paytm.com:443/offer/wp-content/plugins/wp-social-sharing/static/socialshare.js?ver=1.3,1
175.101.67.136,49,https://paytm.com:443/shop/cart,1
183.87.228.169,57,https://paytm.com:443/papi/nps/merchantrating?merchant_id=23566&channel=web&version=2,1
192.148.105.4,57,https://paytm.com:443/offer/wp-content/plugins/image-slider-responsive/css/flexslider.css?ver=4.2.2,1
192.65.41.113,58,https://paytm.com:443/,1
202.53.89.132,59,https://paytm.com:443/offer/wp-content/plugins/wp-awesome-faq/jquery-ui.css?ver=4.2.2,1
27.34.244.251,66,https://paytm.com:443/images/greyStar.png,1
37.228.106.13,69,https://paytm.com:443/offer/wp-content/plugins/wonderplugin-carousel/engine/wonderplugincarousel.js?ver=3.8,1
49.205.66.147,71,https://paytm.com:443/shop/cart?channel=web&version=2,1
111.93.178.110,29,https://paytm.com:443/papi/nps/merchantrating?merchant_id=48537&channel=web&version=2,1
117.230.184.149,36,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/css/style.css?ver=1.26,1
117.239.244.165,37,https://paytm.com:443/shop,2
117.248.149.98,37,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/js/owl.carousel.js?ver=4.2.2,1
117.248.149.98,37,https://paytm.com:443/offer/wp-content/plugins/wp-thumbnail-slider/css/fonts/flexslider-icon.eot?,1
120.89.72.131,43,https://paytm.com:443/shop/summary/1116594635,1
122.166.169.165,47,https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20,2
122.169.36.250,48,https://paytm.com:443/papi/v1/promosearch/product/6149820/offers?parent_id=6150428&price=399&channel=web&version=2,1
122.179.51.105,51,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,2
125.18.129.68,51,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/css/slider-plus-lightbox-style.css?ver=4.2.2,2
125.18.129.68,51,https://paytm.com:443/offer/wp-content/plugins/wonderplugin-carousel/engine/wonderplugincarousel.js?ver=3.8,1
125.18.135.166,51,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.carousel.min.css?ver=2.0.0,1
14.140.181.37,53,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
14.97.33.229,54,https://paytm.com:443/favicon.ico,1
14.99.137.241,54,https://paytm.com:443/shop/wallet/txnhistory?page_size=10&page_number=0&channel=web&version=2,1
