clientIp,sessionId,request,count(request)
1.186.143.37,0,https://paytm.com:443/shop/cart?channel=web&version=2,1
103.16.71.9,7,https://paytm.com:443/offer/wp-includes/js/comment-reply.min.js?ver=4.2.2,1
103.24.23.10,15,https://paytm.com:443/papi/nps/merchantrating?merchant_id=21250&channel=web&version=2,1
113.193.114.25,23,https://paytm.com:443/offer/wp-content/plugins/wonderplugin-carousel/engine/wonderplugincarouselskins.js?ver=3.8,1
113.193.87.145,23,https://paytm.com:443/shop/cart?channel=web&version=2,1
115.112.250.108,24,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/css/jquery.lbox.css?ver=4.2.2,1
116.202.28.181,25,https://paytm.com:443/papi/rr/products/3119913/statistics?channel=web&version=2,1
116.203.77.63,25,https://paytm.com:443/sellers/wp-content/uploads/sites/2/2015/06/Image-for-blog_order-processing.jpg,1
117.218.161.174,25,https://paytm.com:443/offer/wp-content/uploads/2015/07/bargain.jpg,1
117.218.161.174,25,https://paytm.com:443/offer/wp-content/plugins/wp-awesome-faq/accordion.js?ver=1,2
124.125.22.218,30,https://paytm.com:443/offer/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4,1
180.215.123.203,51,https://paytm.com:443/shop/orderdetail/1095121187?actions=1&channel=web&version=2,2
202.53.89.132,59,https://paytm.com:443/scripts/web/busTicketPromotionCtrl.js,1
202.53.89.132,59,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/js/l-box-js.js?ver=4.2.2,1
202.53.89.132,59,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/js/jquery.jcarousel.min.js?ver=4.2.2,1
223.176.24.214,62,https://paytm.com:443/offer/wp-content/uploads/2015/07/470X220_books.jpg,1
223.176.24.214,62,https://paytm.com:443/offer/wp-content/plugins/wp-thumbnail-slider/js/wpt-js.js?ver=4.2.2,1
27.34.0.231,62,https://paytm.com:443/papi/v1/promosearch/product/17468715/offers?parent_id=6131665&price=659&channel=web&version=2,1
37.228.106.13,69,https://paytm.com:443/offer/wp-content/plugins/wp-social-sharing/static/socialshare.js?ver=1.3,1
49.14.146.154,71,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/l-box-css.css?ver=4.2.2,1
49.205.109.126,71,https://paytm.com:443/offer/wp-content/plugins/wp-awesome-faq/accordion.js?ver=1,1
49.207.188.111,71,https://paytm.com:443/papi/rr/products/6178484/statistics?channel=web&version=2,1
1.39.15.103,4,https://paytm.com:443/,1
103.37.201.252,14,https://paytm.com:443/shop/cart?channel=web&version=2,2
107.167.109.157,24,https://paytm.com:443/blog/wp-content/uploads/2014/11/favicon.ico,1
112.79.35.197,30,https://paytm.com:443/shop/cart,1
112.79.37.71,32,https://paytm.com:443/shop/login?isIframe=true&theme=mp-web,1
115.114.135.248,33,https://paytm.com:443/shop/orderdetail/1116644946?channel=web&version=2,1
117.215.185.38,36,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/images/vl-box/loading.gif,1
117.230.184.149,36,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/owl.theme.css?ver=4.2.2,1
117.252.92.153,37,https://paytm.com:443/shop/cart?channel=web&version=2,2
122.169.156.147,48,https://paytm.com:443/,1
122.172.145.77,49,https://paytm.com:443/offer/wp-includes/js/jquery/ui/accordion.min.js?ver=1.11.4,1
122.172.145.77,49,https://paytm.com:443/offer/wp-content/uploads/2014/12/examples.css,1
125.18.129.68,51,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/css/jcarouselresponsive.css?ver=4.2.2,1
167.219.48.10,57,https://paytm.com:443/papi/v1/expresscart/verify,2
202.164.25.5,64,https://paytm.com:443/papi/nps/merchantrating?merchant_id=31846&channel=web&version=2,1
203.176.112.109,70,https://paytm.com:443/shop/p/jixing-acoustic-guitar-with-combo-blue-MUSJIXING-ACOUSSAT-22788D71C46EC,1
45.114.37.190,83,https://paytm.com:443/papi/v1/promosearch/product/8985659/offers?parent_id=8985677&price=590&channel=web&version=2,1
49.206.51.252,84,https://paytm.com:443/shop/log,1
61.3.46.71,85,https://paytm.com:443/papi/rr/products/17565442/statistics?channel=web&version=2,1
207.46.13.37,77,http://paytm.com:80/shop/p/thalgo-comfort-travel-kit-sensitive-skin-UBCARE000GT11015OENAFR,1
115.249.185.90,15,https://paytm.com:443/offer/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4,1
116.203.236.72,20,https://paytm.com:443/api/v1/expresscart/checkout?wallet=1,1
117.206.154.73,21,https://paytm.com:443/favicon.ico,1
117.239.35.226,26,https://paytm.com:443/paytmwallet,1
117.239.35.226,29,https://paytm.com:443/papi/rr/products/16425512/statistics?channel=web&version=2,1
182.66.17.247,40,https://paytm.com:443/shop,1
223.234.98.221,58,https://paytm.com:443/shop/orderhistory?pagesize=10&channel=web&version=2,1
49.205.144.196,68,https://paytm.com:443/offer/wallet-offers/,1
49.207.222.231,68,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
59.178.129.93,68,https://paytm.com:443/favicon.ico,1
1.39.62.242,7,https://paytm.com:443/shop/cart,1
103.21.125.78,14,https://paytm.com:443/shop/p/salona-bichona-brown-satin-plain-king-size-bedsheet-with-2-pillow-covers-HOTHRS00000CC_5ASBNAFR,1
103.21.125.78,16,https://paytm.com:443/shop/cart?channel=web&version=2,1
103.250.148.159,17,https://paytm.com:443/papi/v1/promosearch/product/5171093/offers?parent_id=5171224&price=394&channel=web&version=2,1
103.37.201.241,17,https://paytm.com:443/papi/rr/products/15300506/statistics?channel=web&version=2,1
106.51.130.239,20,https://paytm.com:443/papi/rr/products/253883/statistics?channel=web&version=2,1
117.244.101.185,43,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,2
122.168.173.2,49,https://paytm.com:443/papi/v1/promosearch/product/6756519/offers?parent_id=2110328&price=1495&channel=web&version=2,1
122.176.94.35,51,https://paytm.com:443/shop/summary/1116516624,1
122.252.230.133,52,https://paytm.com:443/offer/wp-content/plugins/really-simple-facebook-twitter-share-buttons/style.css?ver=4.2.2,1
123.237.141.254,53,https://paytm.com:443/shop/action,1
168.235.200.68,65,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/flexslider/flexslider.css?ver=2.2.0,1
183.82.192.107,74,https://paytm.com:443/,1
202.133.55.134,78,https://paytm.com:443/,1
223.176.11.24,89,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,1
27.97.222.153,91,https://paytm.com:443/shop/cart,1
49.201.205.122,97,https://paytm.com:443/papi/v1/promosearch/product/13178758/offers?parent_id=13178926&price=280&channel=web&version=2,1
49.207.243.51,97,https://paytm.com:443/offer/wp-content/themes/twentytwelve/style.css?ver=4.2.2,1
59.95.242.14,99,https://paytm.com:443/offer/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4,1
59.95.242.14,99,https://paytm.com:443/papi/nps/merchantrating?merchant_id=55925&channel=web&version=2,1
82.145.210.234,102,https://paytm.com:443/offer/wp-content/plugins/really-simple-facebook-twitter-share-buttons/style.css?ver=4.2.2,1
1.23.49.68,2,https://paytm.com:443/api/user/favourite?channel=web&version=2,1
1.39.61.130,5,https://paytm.com:443/login,1
101.2.25.83,5,https://paytm.com:443/offer/wp-content/plugins/wp-social-sharing/static/socialshare.css?ver=1.3,1
101.60.160.90,5,https://paytm.com:443/offer/wp-content/plugins/really-simple-facebook-twitter-share-buttons/images/specificfeeds_follow.png,1
103.252.192.4,7,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/images/vl-box/controls.png,1
112.133.214.133,14,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
113.193.153.248,25,https://paytm.com:443/offer/wp-content/uploads/2015/04/img2.jpg,1
115.31.129.114,28,https://paytm.com:443/shop/orderdetail/1109681184?actions=1&channel=web&version=2,2
116.203.199.165,33,https://paytm.com:443/shop/authresponse?code=4661f817-fcc6-4d3e-a20d-a3062b309bf0&state=null,1
117.220.108.54,37,https://paytm.com:443/papi/v1/promosearch/product/2307220/offers?parent_id=0&price=405&channel=web&version=2,1
125.16.146.17,46,https://paytm.com:443/offer/wp-content/themes/twentytwelve/js/navigation.js?ver=20140318,1
125.16.146.17,46,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/css/style-admin.css?ver=4.2.2,1
125.16.146.17,46,https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20,1
141.0.9.187,50,https://paytm.com:443/checkout,1
164.164.42.2,54,https://paytm.com:443/offer/wp-content/plugins/really-simple-facebook-twitter-share-buttons/images/facebook-share.png,1
