clientIp,sessionId,request,count(request)
1.39.80.59,3,https://paytm.com:443/shop/orderhistory?pagesize=10&channel=web&version=2,1
103.16.71.9,6,https://paytm.com:443/papi/nps/merchantrating?merchant_id=60220&channel=web&version=2,1
103.24.23.10,15,https://paytm.com:443/shop/orderdetail/1118077255?channel=web&version=2,1
103.42.88.34,17,https://paytm.com:443/api/v1/expresscart/checkout?wallet=1,2
106.76.97.245,18,https://paytm.com:443/shop/orderdetail/1117839776,1
115.112.250.108,24,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/js/jcarousel.responsive.js?ver=4.2.2,1
115.250.0.14,24,https://paytm.com:443/shop/wallet/balance,1
115.99.101.27,24,https://paytm.com:443/api/user/favourite?channel=web&version=2,1
117.218.161.174,25,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/js/slider-plus-lightbox-js.js?ver=4.2.2,2
117.244.35.208,28,https://paytm.com:443/shop?utm_source=Affiliates&utm_medium=VCOMM&utm_campaign=VCOMM&utm_term=32524,1
123.201.21.170,29,https://paytm.com:443/shop/orderhistory?pagesize=10&channel=web&version=2,1
125.16.91.6,30,https://paytm.com:443/papi/rr/products/6834037/statistics?channel=web&version=2,1
14.139.82.134,38,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
168.235.197.123,45,https://paytm.com:443/mobilebill,2
183.87.202.155,57,https://paytm.com:443/shop/login?isIframe=true&theme=mp-web,1
202.53.89.132,59,https://paytm.com:443/images/transparent.gif,1
223.176.179.248,62,https://paytm.com:443/shop/g/other-store/musical-instruments?sort_popular=1&brand=18090&webview=1&version=4.6.0&client=iosapp,1
27.34.244.251,66,https://paytm.com:443/offer/wp-content/uploads/2015/07/main_sports_health_14jul.jpg,1
49.14.104.120,71,https://paytm.com:443/papi/v1/promosearch/product/7499813/offers?parent_id=6600843,1
106.51.227.226,19,https://paytm.com:443/shop/summary/1116231390,1
106.78.6.175,19,https://paytm.com:443/shop/cart,1
112.196.87.111,29,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,1
115.114.36.86,33,https://paytm.com:443/papi/v1/expresscart/verify,1
115.114.36.86,33,https://paytm.com:443/shop/summary/1116543647,1
115.247.122.18,34,https://paytm.com:443/offer/wp-content/plugins/wp-awesome-faq/jquery-ui.css?ver=4.2.2,1
117.199.16.60,35,https://paytm.com:443/api/v1/expresscart/checkout?wallet=1,1
117.215.185.38,36,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/js/slider-plus-lightbox-js.js?ver=4.2.2,1
117.230.184.149,36,https://paytm.com:443/offer/wp-content/uploads/2015/07/offer-page_21july.jpg,1
117.235.246.32,36,https://paytm.com:443/offer/wp-content/themes/twentytwelve/js/navigation.js?ver=20140318,1
117.242.96.43,37,https://paytm.com:443/offer/wp-content/uploads/2015/07/ledq.jpg,1
122.15.2.242,46,https://paytm.com:443/shop/cart?channel=web&version=2,1
122.172.145.77,49,https://paytm.com:443/offer/wp-content/plugins/wonderplugin-carousel/engine/wonderplugincarousel.js?ver=3.8,1
182.64.10.125,60,https://paytm.com:443/papi/v1/promosearch/product/16265021/offers?parent_id=0&price=559&channel=web&version=2,1
183.82.3.198,63,https://paytm.com:443/,1
203.176.112.109,71,https://paytm.com:443/offer/wp-content/uploads/2015/07/pesoal.jpg,1
49.203.225.70,83,https://paytm.com:443/,1
49.206.224.122,84,https://paytm.com:443/shop/summary/1116592624,1
70.39.186.100,86,https://paytm.com:443/,1
92.123.78.46,91,https://shop.paytm.com:443/min/js/038b2380581ed6bd00afe81d87a55d08.js,1
103.12.119.244,9,https://paytm.com:443/shop/cart?channel=web&version=2,1
103.228.140.106,10,https://paytm.com:443/shop,5
106.221.152.198,11,https://paytm.com:443/offer/wp-includes/js/jquery/ui/draggable.min.js?ver=1.11.4,1
106.79.121.103,11,https://paytm.com:443/offer/wp-content/uploads/2015/03/apple_badge_80.png,1
113.19.34.105,14,https://paytm.com:443/shop/login?isIframe=true&theme=mp-web,1
115.250.125.110,19,https://paytm.com:443/papi/rr/products/17030552/statistics?channel=web&version=2,1
117.193.189.50,21,https://paytm.com:443/scripts/web/services/paytmService.js,1
117.203.97.94,21,https://paytm.com:443/shop/cart,2
117.220.58.164,23,https://paytm.com:443/offer/wp-content/plugins/wp-social-sharing/static/socialshare.js?ver=1.3,1
117.239.35.226,27,https://paytm.com:443/papi/v1/promosearch/product/5932148/offers?parent_id=336211&price=4890&channel=web&version=2,1
122.161.219.174,33,https://paytm.com:443/papi/v1/promosearch/product/13478019/offers?parent_id=13478033&price=699&channel=web&version=2,1
123.252.214.174,33,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/images/vl-box/loading.gif,1
125.22.111.2,35,https://paytm.com:443/papi/v1/promosearch/product/3864373/offers?parent_id=5317915&price=296&channel=web&version=2,1
182.69.247.11,40,https://paytm.com:443/shop/cart?channel=web&version=2,1
203.199.240.173,54,https://paytm.com:443/offer/wp-content/uploads/2015/07/bargain.jpg,1
49.205.144.196,68,https://paytm.com:443/offer/wp-content/uploads/2015/07/food4.gif,1
49.213.42.246,68,https://paytm.com:443/blog/wp-content/plugins/jetpack/_inc/genericons/genericons/Genericons.svg,1
49.249.86.248,68,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/css/slider-plus-lightbox-style.css?ver=4.2.2,1
1.39.62.49,7,https://paytm.com:443/styles/app.css,1
103.60.115.151,20,https://paytm.com:443/shop/cart,1
106.194.0.205,20,https://paytm.com:443/shop?utm_source=Affiliates&utm_medium=OMG&utm_campaign=OMG&utm_term=745750_,1
106.208.80.144,20,https://paytm.com:443/offer/wp-content/themes/twentytwelve/style.css?ver=4.2.2,1
106.215.156.3,20,https://paytm.com:443/shop/cart,5
106.51.60.116,21,https://paytm.com:443/papi/rr/products/12043828/statistics?channel=web&version=2,1
107.167.108.179,23,https://paytm.com:443/styles/app.css,1
111.93.20.38,34,https://paytm.com:443/shop/wallet/txnhistory?page_size=10&page_number=0&channel=web&version=2,4
117.201.162.100,40,https://paytm.com:443/offer/wp-content/uploads/2015/07/bedlinen.jpg,1
117.205.160.216,40,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/l-box-css.css?ver=4.2.2,1
117.234.217.50,41,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
122.169.222.89,49,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.theme.default.css?ver=2.0.0,1
122.172.198.255,51,https://paytm.com:443/papi/v1/promosearch/product/17030251/offers?parent_id=9229785&price=6500&channel=web&version=2,1
123.201.37.29,53,https://paytm.com:443/offer/wp-content/plugins/image-slider-responsive/css/flexslider.css?ver=4.2.2,1
14.102.86.2,57,https://paytm.com:443/papi/v1/expresscart/verify,2
14.140.17.197,61,https://paytm.com:443/shop/orderhistory?pagesize=10&channel=web&version=2,1
169.145.197.13,66,https://paytm.com:443/papi/nps/merchantrating?merchant_id=31313&channel=web&version=2,1
180.188.243.25,68,https://paytm.com:443/offer/wp-content/uploads/2014/12/jquery.sliderPro.min_.js,1
182.74.138.77,73,https://paytm.com:443/offer/wp-includes/js/jquery/ui/resizable.min.js?ver=1.11.4,1
203.77.177.175,81,https://paytm.com:443/shop/p/tanu-electronics-new-8-in-1-multi-screwdriver-kit-with-6-led-powerful-torch-HOMTANU-ELECTROEVAL37883A52BEE8A,1
203.92.35.126,83,https://paytm.com:443/shop/cart?channel=web&version=2,2
203.92.35.126,83,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,2
223.30.109.204,89,https://paytm.com:443/papi/nps/merchantrating?merchant_id=21818&channel=web&version=2,1
27.4.211.4,91,https://paytm.com:443/papi/v1/expresscart/verify,1
49.206.12.43,97,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/images/vl-box/controls.png,1
49.207.243.51,97,https://paytm.com:443/offer/wp-includes/js/masonry.min.js?ver=3.1.2,1
49.207.243.51,97,https://paytm.com:443/offer/wp-content/plugins/logo-slider/lgs_jquery.cycle2.js?ver=4.2.2,1
8.37.226.239,102,https://paytm.com:443/offer/wp-content/themes/twentytwelve/style.css?ver=4.2.2,1
101.56.106.97,5,https://paytm.com:443/offer/wp-content/plugins/images-thumbnail-sliderv1/css/images-thumbnail-sliderv1-style.css?ver=4.2.2,1
101.56.106.97,5,https://paytm.com:443/offer/wp-content/uploads/2015/07/ledq.jpg,1
103.240.33.2,7,https://paytm.com:443/papi/v1/expresscart/verify,1
103.252.192.4,7,https://paytm.com:443/offer/wp-content/uploads/2015/01/style.css,1
106.51.134.211,10,https://paytm.com:443/shop/orderdetail/1118046590?channel=web&version=2,1
106.78.244.193,10,https://paytm.com:443/offer/meru/?webview=1&client=androidapp&version=4.4.2,2
107.167.107.244,11,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/css/magnific-popup.css?ver=0.9.9,1
113.193.153.248,25,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/flexslider/flexslider.css?ver=2.2.0,1
121.242.176.6,41,https://paytm.com:443/shop/cart?channel=web&version=2,2
121.243.175.170,42,https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20,1
163.47.15.213,50,https://paytm.com:443/,2
49.204.236.219,70,https://paytm.com:443/papi/v1/promosearch/product/5171199/offers?parent_id=5171246&price=423&channel=web&version=2,1
59.181.157.188,77,https://paytm.com:443/shop/g/electronics/mobile-accessories/mobiles-accessories-store/price-never-before?gclid=CMrru6v97cYCFcOXvQodQGwJRw,1
1.186.79.2,0,https://paytm.com:443/papi/nps/merchantrating?merchant_id=34421&channel=web&version=2,1
1.39.15.137,3,https://paytm.com:443/shop/summary/1116219636,1
1.39.15.165,3,https://paytm.com:443/shop/cart,1
103.251.215.82,10,https://paytm.com:443/shop/log,1
107.167.108.124,15,https://paytm.com:443/shop/p/monika-silk-mill-blue-and-red-georgette-dress-material-APPMONIKA-SILK-MONI63476D24709FE,2
107.167.109.154,21,https://paytm.com:443/settings,1
111.91.77.212,25,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/images-responsive-thumbnail-slider-plus-lighbox-style.css?ver=4.2.2,1
111.93.41.102,26,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.carousel.min.css?ver=2.0.0,1
113.193.255.192,27,https://paytm.com:443/shop/authresponse?code=1e0e0922-c806-4026-a289-a72711f472d6&state=null,1
115.117.212.177,29,https://paytm.com:443/papi/v1/expresscart/verify,1
115.242.204.250,29,https://paytm.com:443/api/v1/expresscart/checkout?wallet=1,1
117.205.98.111,35,https://paytm.com:443/images/greyStar.png,1
124.123.236.93,52,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
125.62.194.122,55,https://paytm.com:443/papi/nps/merchantrating?merchant_id=20086&channel=web&version=2,8
14.139.122.178,55,https://paytm.com:443/offer/wp-content/plugins/wp-awesome-faq/accordion.js?ver=1,1
180.215.68.204,66,https://paytm.com:443/papi/nps/merchantrating?merchant_id=22152&channel=web&version=2,1
182.71.251.213,68,https://paytm.com:443/shop/cart,1
183.82.195.166,69,https://paytm.com:443/shop/cart?channel=web&version=2,3
202.128.96.130,72,https://paytm.com:443/offer/wp-content/plugins/wonderplugin-carousel/engine/wonderplugincarousel.js?ver=3.8,1
203.199.198.252,81,https://paytm.com:443/opensearch.xml,3
223.225.241.137,82,https://paytm.com:443/offer/wp-content/uploads/2015/07/eoss_620x443.jpg,1
59.178.147.172,86,https://paytm.com:443/papi/rr/products/12819233/statistics?channel=web&version=2,1
61.3.108.215,86,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/styles.css?ver=4.2.2,2
66.249.71.69,91,http://paytm.com:80/shop/p/samsung-galaxy-core-2-sm-g355h-MOBSAMSUNG-GALASK-R3087667AF48B9,1
101.63.188.63,7,https://paytm.com:443/shop/orderhistory?pagesize=10&channel=web&version=2,1
106.51.233.67,12,https://paytm.com:443/papi/nps/merchantrating?merchant_id=20344&channel=web&version=2,1
112.133.223.65,19,https://paytm.com:443/shop/cart?channel=web&version=2,2
113.193.134.48,21,https://paytm.com:443/shop/cart?channel=web&version=2,1
115.241.32.151,24,https://paytm.com:443/offer/wp-content/uploads/2015/07/470x220_19july.jpg,1
116.75.132.109,25,https://paytm.com:443/papi/v1/promosearch/product/9349761/offers?parent_id=6938490,1
117.194.78.41,25,https://paytm.com:443/?utm_medium=affiliate&utm_source=Netcore_mailer&utm_campaign=ElectronicSale-20072015&utm_term=aff17,1
117.194.78.41,25,https://paytm.com:443/shop/cart?channel=web&version=2,1
117.205.6.69,26,https://paytm.com:443/api/user/favourite?channel=web&version=2,1
117.221.92.157,26,https://paytm.com:443/shop/cart?channel=web&version=2,1
150.129.205.29,49,https://paytm.com:443/shop/orderhistory?pagesize=10&channel=web&version=2,1
175.101.67.177,53,https://paytm.com:443/papi/nps/merchantrating?merchant_id=65977&channel=web&version=2,1
