clientIp,sessionId,request,count(request)
111.118.244.19,22,https://paytm.com:443/,1
122.175.225.152,29,https://paytm.com:443/papi/nps/merchantrating?merchant_id=177&channel=web&version=2,2
123.238.22.180,29,https://paytm.com:443/shop/orderdetail/1114714778?actions=1&channel=web&version=2,1
14.139.82.134,36,https://paytm.com:443/papi/nps/merchantrating?merchant_id=20425&channel=web&version=2,1
183.82.78.64,57,https://paytm.com:443/shop/p/khantil-peach-chiffon-dress-material-APPKHANTIL-PEACKHAN22437B8ED6A09,3
49.14.146.154,71,https://paytm.com:443/offer/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4,1
49.248.248.66,72,https://paytm.com:443/,1
59.177.37.135,73,https://paytm.com:443/,1
103.26.226.146,14,http://paytm.com:80/airtel-prepaid-mobile-online-recharge.htm?gclid=CLihuvaw7sYCFRMJvAodCFMAlw,1
106.215.177.13,18,https://paytm.com:443/papi/rr/products/17602444/statistics?channel=web&version=2,1
106.51.227.226,19,https://paytm.com:443/papi/v1/promosearch/product/2300947/offers?parent_id=2307070&price=499&channel=web&version=2,2
107.167.99.210,29,https://paytm.com:443/offer/wp-content/uploads/2015/05/ebay.jpg,2
107.167.99.210,29,https://paytm.com:443/offer/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4,1
116.193.133.188,34,https://paytm.com:443/shop/cart?channel=web&version=2,1
117.253.232.87,38,https://paytm.com:443/shop/cart/checkout,1
117.253.232.87,38,https://paytm.com:443/favicon.ico,1
118.102.239.85,39,https://paytm.com:443/papi/v1/promosearch/product/13166860/offers?parent_id=6839661&price=2497&channel=web&version=2,1
120.59.230.155,42,https://paytm.com:443/papi/rr/products/14518618/statistics?channel=web&version=2,1
122.166.169.165,47,https://paytm.com:443/offer/wp-content/plugins/really-simple-facebook-twitter-share-buttons/images/specificfeeds_follow.png,1
122.172.145.77,49,https://paytm.com:443/shop/cart?channel=web&version=2,1
125.63.79.38,52,https://paytm.com:443/shop/orderdetail/1115768732?channel=web&version=2,1
14.99.196.68,54,https://paytm.com:443/papi/rr/products/7942393/statistics?channel=web&version=2,1
167.219.48.10,59,https://paytm.com:443/papi/v1/promosearch/product/15404020/offers?parent_id=15404021&price=1195&channel=web&version=2,1
203.176.112.109,70,https://paytm.com:443/papi/rr/products/16636185/statistics?channel=web&version=2,1
1.186.37.11,1,https://paytm.com:443/shop/p/casio-silver-round-analog-watch-CMPLXWATCASIO-SILVERWATC393556F70E4D1,1
101.62.193.11,8,https://paytm.com:443/favicon.ico,1
103.51.94.183,11,https://paytm.com:443/papi/v1/promosearch/product/4252008/offers?parent_id=4252637&price=389&channel=web&version=2,1
113.19.194.156,14,https://paytm.com:443/shop/log,1
115.249.185.90,15,https://paytm.com:443/security,1
116.203.56.223,20,https://paytm.com:443/shop/authresponse?code=a7359938-72d5-4a48-b9db-78319763078f&state=null,1
117.193.189.50,21,https://paytm.com:443/bus/promotion,2
117.196.246.176,21,https://paytm.com:443/papi/nps/merchantrating?merchant_id=23188&channel=web&version=2,1
117.220.145.228,23,https://paytm.com:443/vodafone-prepaid-mobile-online-recharge.htm,2
117.228.138.142,23,https://paytm.com:443/shop/orderhistory?pagesize=10&channel=web&version=2,1
117.230.233.83,23,https://paytm.com:443/papi/v1/expresscart/verify,1
117.240.224.93,30,https://paytm.com:443/shop/logout?channel=web&version=2,1
117.254.177.146,30,https://paytm.com:443/papi/rr/products/17225815/statistics?channel=web&version=2,1
14.139.189.40,36,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,2
14.141.80.229,37,https://paytm.com:443/shop/orderhistory?pagesize=10&channel=web&version=2,1
163.47.15.120,38,https://paytm.com:443/papi/v1/expresscart/verify,2
203.129.195.114,50,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,1
223.176.0.73,58,https://paytm.com:443/settings,1
223.227.237.16,58,https://paytm.com:443/,1
49.204.7.229,68,https://paytm.com:443/papi/rr/products/5030313/statistics?channel=web&version=2,2
70.39.185.247,68,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/styles.css?ver=4.2.2,1
106.77.220.155,21,https://paytm.com:443/papi/v1/expresscart/verify,1
115.245.170.199,39,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
116.75.25.140,39,https://paytm.com:443/shop/g/electronics/mobile-accessories/mobiles-accessories-store/carousel/smartphones-up-to-rs-10000-off?utm_source=Affiliates&utm_medium=VCOMM&utm_campaign=VCOMM&utm_term=1346,1
121.241.105.194,43,https://paytm.com:443/offer/wp-includes/js/jquery/ui/resizable.min.js?ver=1.11.4,1
121.241.105.194,43,https://paytm.com:443/offer/wp-includes/js/comment-reply.min.js?ver=4.2.2,1
14.97.25.176,62,https://paytm.com:443/offer/wp-content/themes/twentytwelve/js/navigation.js?ver=20140318,1
180.151.10.243,67,https://paytm.com:443/papi/nps/merchantrating?merchant_id=29104&channel=web&version=2,1
180.188.243.25,68,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/css/jcarouselresponsive.css?ver=4.2.2,1
180.188.243.25,68,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/images-responsive-thumbnail-slider-plus-lighbox-style.css?ver=4.2.2,1
180.188.243.25,68,https://paytm.com:443/offer/wp-includes/js/jquery/ui/dialog.min.js?ver=1.11.4,1
202.133.55.134,79,https://paytm.com:443/opensearch.xml,1
220.227.15.70,87,https://paytm.com:443/offer/wp-content/plugins/image-slider-responsive/js/jquery.flexslider-min.js?ver=4.2.2,1
49.201.241.51,97,https://paytm.com:443/?utm_source=Coupondunia&utm_medium=Affiliate&utm_campaign=Coupondunia-recharge,1
59.183.52.255,97,https://paytm.com:443/opensearch.xml,1
59.98.108.125,99,https://paytm.com:443/papi/v1/promosearch/product/7344441/offers?parent_id=0&price=369&channel=web&version=2,3
101.56.106.97,5,https://paytm.com:443/offer/wp-includes/js/jquery/ui/accordion.min.js?ver=1.11.4,1
103.252.192.4,7,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/js/slider-plus-lightbox-js.js?ver=4.2.2,1
112.133.214.133,16,https://paytm.com:443/scripts/common/config/linkConfig.js,1
112.79.35.2,24,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/styles.css?ver=4.2.2,1
121.242.176.6,42,https://paytm.com:443/shop/cart?channel=web&version=2,2
121.243.175.170,42,https://paytm.com:443/offer/wp-content/uploads/2015/06/TCpage_23june.jpg,1
121.243.175.170,42,https://paytm.com:443/offer/wp-content/uploads/2015/07/ledq.jpg,1
122.169.239.180,42,https://paytm.com:443/266x346null.webp,1
124.40.247.194,45,https://paytm.com:443/papi/v1/promosearch/product/15415813/offers?parent_id=15417370&price=1597&channel=web&version=2,1
125.16.146.17,46,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/css/slider-plus-lightbox-style.css?ver=4.2.2,1
43.228.74.18,68,https://paytm.com:443/,1
43.229.201.68,68,https://paytm.com:443/papi/v1/expresscart/verify,8
49.156.75.100,70,https://paytm.com:443/shop/cart,1
49.204.17.212,70,https://paytm.com:443/papi/v1/promosearch/product/12624704/offers?parent_id=12629956&price=250&channel=web&version=2,1
49.204.201.153,70,https://paytm.com:443/offer/wp-content/uploads/2015/01/bootstrap.min_.css,1
49.204.47.54,70,https://paytm.com:443/papi/rr/products/16552856/statistics?channel=web&version=2,1
49.207.213.150,70,https://paytm.com:443/shop/h/electronics?utm_source=Affiliates&utm_medium=VCOMM&utm_campaign=VCOMM-generic&utm_term=24890,1
61.2.51.125,80,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/js/images-responsive-thumbnail-slider-plus-lightbox-jc.js?ver=4.2.2,1
1.38.17.200,2,https://paytm.com:443/?utm_source=ucweb&utm_medium=Affiliate&utm_campaign=web,1
1.39.32.1,6,https://paytm.com:443/shop/cart,1
103.247.83.61,10,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,1
106.192.176.27,10,https://paytm.com:443/offer/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4,1
106.216.164.29,10,https://paytm.com:443/papi/nps/merchantrating?merchant_id=55526&channel=web&version=2,1
106.220.117.220,10,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/owl.carousel.css?ver=4.2.2,1
106.221.133.29,10,https://paytm.com:443/shop/login?isIframe=true&theme=mp-web,1
106.79.5.242,11,https://paytm.com:443/,2
113.193.188.186,27,https://paytm.com:443/,1
117.208.195.159,35,https://paytm.com:443/papi/rr/products/14076576/statistics?channel=web&version=2,1
117.234.130.121,37,https://paytm.com:443/papi/v1/promosearch/product/6335151/offers?parent_id=6335545&price=1756&channel=web&version=2,1
117.234.130.121,38,https://paytm.com:443/papi/rr/products/6830910/statistics?channel=web&version=2,1
117.248.113.93,39,https://paytm.com:443/shop/search/?q=xolo%20era,1
119.226.77.150,43,https://paytm.com:443/papi/v1/promosearch/product/17563542/offers?parent_id=17563545&price=749&channel=web&version=2,3
119.226.77.150,43,https://paytm.com:443/papi/nps/merchantrating?merchant_id=68214&channel=web&version=2,2
120.72.92.107,44,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
122.171.84.252,46,https://paytm.com:443/papi/v1/promosearch/product/8245947/offers?parent_id=7219309&price=29996&channel=web&version=2,2
136.185.200.198,55,https://paytm.com:443/,1
14.139.122.178,55,https://paytm.com:443/offer/wp-content/plugins/wp-awesome-faq/jquery-ui.css?ver=4.2.2,1
14.139.217.139,56,https://paytm.com:443/api/v1/expresscart/checkout?wallet=1,3
150.129.166.71,62,https://paytm.com:443/shop/p/gujattire-polka-dotted-soft-designer-quilt-HOMGUJATTIRE-POANJA34769B32F8E02,1
223.225.241.137,82,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/js/l-box-js.js?ver=4.2.2,1
37.228.106.46,85,https://paytm.com:443/blog/all-about-paytm-wallet-on-uber-app/?relatedposts=1&relatedposts_exclude=undefined,1
8.37.224.240,104,https://paytm.com:443/?utm_source=ucweb&utm_medium=Affiliate&utm_campaign=web,1
1.22.85.30,0,https://paytm.com:443/papi/v1/promosearch/product/14066783/offers?parent_id=9503331&price=4889&channel=web&version=2,3
103.238.109.115,7,https://paytm.com:443/shop/cart?channel=web&version=2,1
110.225.58.254,15,https://paytm.com:443/api/user/favourite?channel=web&version=2,1
115.114.95.200,24,https://paytm.com:443/shop/cart?channel=web&version=2,1
115.118.75.81,24,https://paytm.com:443/shop/cart?channel=web&version=2,2
115.241.32.151,24,https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.3,1
117.203.241.182,26,https://paytm.com:443/papi/rr/products/7579781/statistics?channel=web&version=2,1
117.220.189.140,26,https://paytm.com:443/shop/cart?channel=web&version=2,1
117.239.50.212,28,https://paytm.com:443/papi/nps/merchantverification,5
121.247.228.201,34,https://paytm.com:443/offer/wp-content/uploads/2015/07/470x220_19july.jpg,1
125.21.49.118,38,https://paytm.com:443/papi/v1/promosearch/product/16500978/offers?parent_id=0&price=4300&channel=web&version=2,1
125.62.111.251,39,https://paytm.com:443/favicon.ico,1
14.139.251.107,40,https://paytm.com:443/papi/rr/products/16297471/statistics?channel=web&version=2,1
182.67.98.6,54,https://paytm.com:443/care,1
182.70.175.53,54,https://paytm.com:443/shop/cart?channel=web&version=2,1
183.82.4.114,58,https://paytm.com:443/shop/p/panchhi-s-kesar-dry-petha-1-kg-FESPANCHHI%27S-KEPANC34716699C2C37,1
198.175.68.38,59,https://paytm.com:443/offer/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4,1
198.175.68.38,61,https://paytm.com:443/papi/rr/products/4080479/statistics?channel=web&version=2,1
203.91.213.69,66,https://paytm.com:443/papi/v1/promosearch/product/12632395/offers?parent_id=12632396&price=393&channel=web&version=2,1
210.7.75.201,72,https://paytm.com:443/offer/wp-content/plugins/wp-awesome-faq/accordion.js?ver=1,1
27.97.214.42,73,https://paytm.com:443/shop/action,1
43.242.118.22,74,https://paytm.com:443/papi/nps/merchantverification,1
49.205.85.175,75,https://paytm.com:443/papi/rr/products/3622668/statistics?channel=web&version=2,3
59.97.240.80,77,https://paytm.com:443/shop/cart?channel=web&version=2,7
1.39.13.193,1,https://paytm.com:443/shop,1
1.39.61.86,4,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
1.39.80.76,4,https://paytm.com:443/offer/wp-content/plugins/wonderplugin-carousel/engine/wonderplugincarousel.js?ver=3.8,1
1.39.96.122,5,https://paytm.com:443/shop/cart,1
103.7.128.116,8,https://paytm.com:443/shop/p/w-blue-solid-kurti-size-16-APPW-BLUE-SOLIDCAND20344B8BF2970,1
106.215.166.107,9,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/js/script.js?ver=4.2.2,1
106.78.28.98,10,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/css/style.css?ver=1.26,1
106.79.15.48,10,https://paytm.com:443/shop/ad/paytmAd?cat=Mobile&op=Vodafone&paytm=new,1
116.203.74.245,19,https://www.paytm.com:443/index.html,1
117.195.138.231,19,https://paytm.com:443/offer/wp-content/themes/twentytwelve/style.css?ver=4.2.2,1
117.195.138.231,19,https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20,1
117.195.138.231,19,https://paytm.com:443/offer/wp-includes/js/jquery/ui/resizable.min.js?ver=1.11.4,1
117.195.138.231,19,https://paytm.com:443/bus-tickets,1
117.195.178.59,19,https://paytm.com:443/papi/nps/merchantrating?merchant_id=26450&channel=web&version=2,1
122.179.140.178,28,https://paytm.com:443/offer/wp-content/uploads/2015/07/bargain.jpg,1
122.180.193.186,28,https://paytm.com:443/offer/wp-content/uploads/2015/07/offer-page_21july.jpg,1
14.98.88.147,35,https://paytm.com:443/,1
150.107.118.194,35,https://paytm.com:443/?utm_source=affiliates&utm_medium=grabon&utm_campaign=grabon,2
150.107.118.194,35,https://paytm.com:443/papi/v1/expresscart/verify,5
182.71.19.83,43,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,2
198.208.209.36,47,https://paytm.com:443/offer/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4,1
202.45.6.201,47,https://paytm.com:443/shop/wallet/txnhistory?page_size=10&page_number=0&channel=web&version=2,1
202.71.23.129,52,https://paytm.com:443/papi/nps/merchantrating?merchant_id=28918&channel=web&version=2,1
203.200.111.178,54,https://paytm.com:443/offer/wp-content/uploads/2015/07/meruwer_1.jpg,1
43.225.169.91,65,https://paytm.com:443/favicon.ico,1
49.205.248.150,66,https://paytm.com:443/shop/p/crompton-greaves-brizair-3-blade-ceiling-fan-brown-CMPLXHOMCROMPTON-GREDUMM202565255A8A9,1
54.169.192.103,68,https://paytm.com:443/shop/p/samsung-galaxy-e5-white-MOBSAMSUNG-GALADUMM1416346B02B_39301,1
54.169.192.103,68,https://paytm.com:443/shop/p/sony-xperia-t3-purple-MOBSONY-XPERIA-STAR33039C9EE9F49,1
54.169.192.103,68,https://paytm.com:443/shop/p/micromax-bolt-q335-grey-MOBMICROMAX-BOLSHOP2456113F4203D,1
54.169.192.103,68,https://paytm.com:443/shop/p/micromax-bolt-a79-white-MOBMICROMAX-BOLDUMM141FDDE09EB_30876,1
54.169.192.103,69,https://paytm.com:443/shop/p/zte-s183-black-MOBZTE-S183-BLASM-T75457A9F5850C,1
54.169.192.103,70,https://paytm.com:443/shop/p/nikon-coolpix-s2800-20-1-mp-point-shoot-camera-silver-NIKON_S2800_NULL_SILVER_29463,1
54.169.192.103,70,https://paytm.com:443/shop/p/lenovo-s60-8-gb-graphite-grey-MOBLENOVO-S60-8E-SE53820DA6C20AB,1
54.169.192.103,70,https://paytm.com:443/shop/p/acer-aspire-e3-112-netbook-nx-msrsi-001-4th-gen-intel-celeron-dual-core-2-gb-ram-500-gb-hdd-11-6-inch-win-8-1-blue-LAPACER-ASPIRE-THE-352352BB9BC1C,1
54.169.192.103,70,https://paytm.com:443/shop/p/samsung-galaxy-s6-64-gb-white-pearl-MOBSAMSUNG-GALADUMM14113F8101F_21550,1
54.169.192.103,71,https://paytm.com:443/shop/p/lg-l-bello-dual-d335-CMPLXLG_LBELLOD335_8GB_BLACK,1
54.169.192.103,72,https://paytm.com:443/shop/p/strontium-16gb-microsd-memory-card-CMPLXSTRONTIUM_SR16GTFC10R_16GB_BLACK,1
93.186.22.112,80,http://m.paytm.com:80/?clientType=app,1
1.39.12.31,2,https://paytm.com:443/shop/cart,1
115.245.229.226,10,https://paytm.com:443/shop/cart,1
116.50.59.180,11,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,9
123.201.192.238,26,https://paytm.com:443/papi/v1/promosearch/product/7497355/offers?parent_id=7497420&price=249&channel=web&version=2,2
125.63.82.108,31,https://paytm.com:443/offer/wp-content/uploads/2015/07/bb.png,1
125.63.82.108,31,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/images-responsive-thumbnail-slider-plus-lighbox-style.css?ver=4.2.2,1
182.64.19.184,42,https://paytm.com:443/shop/cart?channel=web&version=2,8
202.41.10.3,47,https://paytm.com:443/papi/v1/promosearch/product/14220606/offers?parent_id=14225970&price=479&channel=web&version=2,1
202.41.3.20,50,https://paytm.com:443/papi/v1/promosearch/product/3410660/offers?parent_id=7141646&price=1299&channel=web&version=2,1
203.110.89.10,53,https://paytm.com:443/shop/orderdetail/1117916557?channel=web&version=2,1
49.203.204.250,59,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/flexslider/flexslider.css?ver=2.2.0,1
49.204.42.185,59,https://paytm.com:443/,1
49.204.64.153,59,https://paytm.com:443/offer/wp-content/uploads/2015/07/ledq.jpg,1
8.37.228.90,68,https://paytm.com:443/recharge,2
107.170.160.231,15,https://paytm.com:443/shop/cart?channel=web&version=2,1
115.242.242.142,24,https://paytm.com:443/shop/orderdetail/1106527118?actions=1&channel=web&version=2,1
117.197.151.206,26,https://paytm.com:443/offer/wp-content/uploads/2015/07/kitch11.jpg,1
117.239.224.160,27,https://paytm.com:443/offer/wp-content/plugins/wonderplugin-carousel/engine/wonderplugincarouselskins.js?ver=3.8,1
117.240.214.20,28,https://paytm.com:443/papi/v1/promosearch/product/11969342/offers?parent_id=0&price=4255&channel=web&version=2,1
122.167.121.236,31,https://paytm.com:443/offer/wp-includes/js/jquery/jquery.masonry.min.js?ver=3.1.2,2
122.167.121.236,31,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/l-box-css.css?ver=4.2.2,2
122.168.231.235,32,https://paytm.com:443/favicon.ico,1
182.74.16.51,52,https://paytm.com:443/shop/summary/1116553505,1
202.167.250.51,56,https://paytm.com:443/papi/v1/promosearch/product/16357492/offers?parent_id=0&price=4695&channel=web&version=2,1
202.65.158.178,60,https://paytm.com:443/offer/wp-content/uploads/2015/07/eoss_620x443.jpg,1
43.229.90.172,66,https://paytm.com:443/offer/wp-content/uploads/2014/12/slider-pro.min_.css,1
45.117.201.158,67,https://paytm.com:443/shop/authresponse?code=7d0f99f7-68a2-444e-a731-720c1788f7fb&state=null,1
49.202.108.137,67,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/images-responsive-thumbnail-slider-plus-lighbox-style.css?ver=4.2.2,1
78.46.60.71,82,https://paytm.com:443/papi/rr/products/3555742/statistics,1
78.46.60.71,82,https://paytm.com:443/papi/v1/promosearch/product/13065749/offers?parent_id=13065786&price=890,1
78.46.60.71,84,https://paytm.com:443/papi/v1/promosearch/product/15581097/offers?parent_id=0&price=2900,1
1.23.61.66,0,https://paytm.com:443/api/v1/expresscart/checkout?wallet=1,1
117.214.13.180,23,https://paytm.com:443/favicon.ico,1
122.161.33.209,23,https://paytm.com:443/offer/wp-content/plugins/images-thumbnail-sliderv1/css/images-thumbnail-sliderv1-style.css?ver=4.2.2,1
122.168.154.64,24,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/js/owl.carousel.js?ver=4.2.2,1
122.176.23.52,24,https://paytm.com:443/shop/cart?channel=web&version=2,2
14.141.43.98,35,https://paytm.com:443/papi/rr/products/7546780/statistics?channel=web&version=2,1
168.235.197.193,38,https://paytm.com:443/offer/wp-content/plugins/wp-awesome-faq/images/ui-bg_glass_65_ffffff_1x400.png,1
182.156.82.38,44,https://paytm.com:443/offer,1
42.99.164.100,80,https://paytm.com:443/shop/cart?channel=web&version=2,3
49.201.99.149,86,https://paytm.com:443/shop/g/home-kitchen/the-home-store/kids-towels-rugs-and-mats?utm_medium=cpc&utm_source=gohf&utm_campaign=gohf072015,1
49.204.28.183,87,https://paytm.com:443/papi/nps/merchantrating?merchant_id=22768&channel=web&version=2,1
72.163.220.8,95,https://paytm.com:443/offer/wp-content/uploads/2015/06/RCH10_17june.jpg,1
8.37.228.49,95,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/js/jquery.lbox.min.js?ver=4.2.2,1
101.63.169.66,12,https://paytm.com:443/offer/wp-includes/js/wp-emoji-release.min.js?ver=4.2.2,1
106.77.114.235,26,https://paytm.com:443/offer/wp-content/uploads/2015/06/TCpage_23june.jpg,1
106.78.2.17,26,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/js/l-box-js.js?ver=4.2.2,1
106.78.2.17,26,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.theme.default.css?ver=2.0.0,1
107.167.107.182,27,https://paytm.com:443/shop?utm_source=affiliate&utm_medium=promocodeclub&utm_campaign=promocodeclub-generic&utm_term=pccptm,2
107.167.107.242,27,https://paytm.com:443/offer/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4,1
115.160.252.62,32,https://paytm.com:443/papi/rr/products/6276616/statistics?channel=web&version=2,1
123.201.127.103,49,https://paytm.com:443/shop/orderdetail/1110789047?actions=1&channel=web&version=2,1
14.139.221.148,52,https://paytm.com:443/papi/rr/products/5388281/statistics?channel=web&version=2,1
202.142.124.73,70,https://paytm.com:443/shop/cart,4
202.142.67.210,70,https://paytm.com:443/papi/v1/expresscart/verify?utm_source=web-retry,13
45.116.68.130,85,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/js/jcarousel.responsive.js?ver=4.2.2,1
49.204.240.244,85,https://paytm.com:443/shop/cart?channel=web&version=2,1
