clientIp,sessionId,request,count(request)
1.39.33.153,1,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,2
1.39.60.37,2,https://paytm.com:443/papi/nps/merchantrating?merchant_id=39804&channel=web&version=2,1
1.39.62.227,2,https://paytm.com:443/shop/log,3
101.62.250.135,5,https://paytm.com:443/shop/v1/frequentorders,1
101.63.205.107,5,https://paytm.com:443/?gclid=CNro7LbE7sYCFUccvAodgxMKlQ,1
103.16.71.9,7,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/js/l-box-js.js?ver=4.2.2,1
103.24.23.10,14,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/flexslider/flexslider.css?ver=2.2.0,1
103.42.88.34,18,https://paytm.com:443/shop/p/basics-blue-printed-cotton-t-shirts-size-s-APPBASICS-BLUE-BASI20086A5B13019,1
115.112.250.108,24,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/css/style-admin.css?ver=4.2.2,1
116.203.76.43,25,http://paytm.com:80/airtel-prepaid-mobile-online-recharge.htm?gclid=CO337N6X78YCFdcjvQodz7YHhA,1
117.218.161.174,25,https://paytm.com:443/offer/wp-content/uploads/2015/07/470X220_books.jpg,1
122.160.151.159,29,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/owl.theme.css?ver=4.2.2,1
123.238.22.180,29,https://paytm.com:443/shop/action,1
124.125.22.218,30,https://paytm.com:443/offer/wp-content/uploads/2015/07/ggg.jpg,1
124.125.22.218,30,https://paytm.com:443/offer/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4,1
182.68.11.59,56,https://paytm.com:443/papi/rr/products/14870687/statistics?channel=web&version=2,1
223.176.24.214,62,https://paytm.com:443/offer/wp-content/uploads/2015/07/offer-page_21july.jpg,1
27.34.244.251,66,https://paytm.com:443/offer/wp-includes/js/jquery/ui/resizable.min.js?ver=1.11.4,1
37.228.106.13,68,https://paytm.com:443/styles/app.css,2
49.14.146.154,71,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/js/owl.carousel.js?ver=4.2.2,1
49.207.188.111,71,https://paytm.com:443/shop/cart?channel=web&version=2,1
61.0.225.164,73,https://paytm.com:443/,1
106.78.29.215,19,https://paytm.com:443/offer/wp-content/plugins/wp-awesome-faq/jquery-ui.css?ver=4.2.2,1
