clientIp,sessionId,request,count(request)
103.16.71.9,7,https://paytm.com:443/offer/wp-content/plugins/image-slider-responsive/css/flexslider.css?ver=4.2.2,1
115.250.0.14,24,https://paytm.com:443/shop/summary/1118050444,1
115.250.95.174,24,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,2
117.213.224.211,25,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
117.241.152.20,27,https://paytm.com:443/papi/rr/products/14728138/statistics?channel=web&version=2,1
122.175.225.152,29,https://paytm.com:443/papi/nps/merchantrating?merchant_id=26617&channel=web&version=2,1
14.139.82.134,36,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.carousel.min.css?ver=2.0.0,2
14.139.82.134,36,https://paytm.com:443/offer/wp-includes/js/jquery/ui/accordion.min.js?ver=1.11.4,2
14.139.82.134,36,https://paytm.com:443/offer/wp-includes/js/wp-emoji-release.min.js?ver=4.2.2,1
14.141.217.83,39,https://paytm.com:443/,2
182.19.54.187,54,https://paytm.com:443/papi/v1/promosearch/product/3523070/offers?parent_id=0&price=999&channel=web&version=2,1
202.53.89.132,59,https://paytm.com:443/shop/ad/paytmAd?cat=bus1&paytm=new,1
27.34.244.251,66,https://paytm.com:443/offer/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4,1
27.97.221.57,68,https://paytm.com:443/shop/cart,1
27.97.221.57,68,https://paytm.com:443/,1
49.207.188.111,72,https://paytm.com:443/shop/ad/paytmAd?cat=bus1&paytm=new,1
103.225.176.86,14,https://paytm.com:443/shop?utm_source=Affiliates&utm_medium=VCOMM&utm_campaign=VCOMM&utm_term=24890,1
106.215.177.13,18,https://paytm.com:443/papi/v1/promosearch/product/15575707/offers?parent_id=5762993&price=4429&channel=web&version=2,1
106.220.151.201,18,http://paytm.com:80/,1
106.51.248.114,19,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/js/l-box-js.js?ver=4.2.2,1
106.78.121.105,19,https://paytm.com:443/shop/authresponse?code=aed82a68-52db-4071-828f-26b2e37350d3&state=null,1
107.167.109.157,23,https://paytm.com:443/blog/the-all-new-paytm-cash-wallet-for-you/,1
107.167.99.210,29,https://paytm.com:443/offer/wp-content/uploads/2015/05/healer_img_app.gif,1
115.111.23.150,32,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/flexslider/flexslider.css?ver=2.2.0,1
117.240.224.65,37,https://paytm.com:443/favicon.ico,1
117.247.80.162,37,https://paytm.com:443/papi/nps/merchantrating?merchant_id=24218&channel=web&version=2,1
122.179.51.105,51,https://paytm.com:443/,1
123.201.177.234,51,https://paytm.com:443/shop/wallet/txnhistory?page_size=10&page_number=0&channel=web&version=2,1
125.18.129.68,51,https://paytm.com:443/offer/termsconditions/?src=offer,1
14.98.248.72,54,https://paytm.com:443/api/user/favourite?channel=web&version=2,2
167.219.48.10,57,https://paytm.com:443/papi/nps/merchantrating?merchant_id=20344&channel=web&version=2,2
