clientIp,sessionId,request,count(request)
101.62.250.135,5,https://paytm.com:443/shop/orderdetail/1116534799,1
103.42.88.34,18,https://paytm.com:443/papi/nps/merchantrating?merchant_id=21259&channel=web&version=2,2
113.193.114.25,23,https://paytm.com:443/offer/wp-content/uploads/2015/07/ledq.jpg,1
113.193.114.25,23,https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.3,1
117.204.193.39,25,https://paytm.com:443/papi/v1/promosearch/product/16395706/offers?parent_id=16395709&price=8000&channel=web&version=2,1
117.218.161.174,25,https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20,1
117.218.161.174,25,https://paytm.com:443/papi/rr/products/9625599/statistics?channel=web&version=2,1
120.56.239.192,28,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
122.160.17.28,29,https://paytm.com:443/papi/rr/products/3844733/statistics?channel=web&version=2,1
124.123.190.105,29,https://paytm.com:443/shop/g/gifts-and-sweets/dry-fruits?webview=1&client=androidapp&version=4.4.3,1
14.139.82.134,38,https://paytm.com:443/papi/nps/merchantrating?merchant_id=35577&channel=web&version=2,2
168.235.197.123,45,http://www.paytm.com:80/blog/the-all-new-paytm-cash-wallet-for-you/,1
27.34.244.251,66,https://paytm.com:443/offer/wp-content/uploads/2015/07/470x220_19july.jpg,1
27.34.244.251,66,https://paytm.com:443/offer/wp-content/plugins/logo-slider/lgs_jquery.cycle2.js?ver=4.2.2,1
27.34.244.251,66,https://paytm.com:443/offer/wp-content/uploads/2015/07/bedlinen.jpg,1
37.228.106.13,69,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/l-box-css.css?ver=4.2.2,1
106.215.177.13,18,https://paytm.com:443/shop/p/lenovo-a319-red-CMPLXMOBLENOVO-A319-TECH222312D687D1A,1
107.167.109.127,22,https://paytm.com:443/settings,6
107.167.109.157,24,https://paytm.com:443/blog/wp-content/plugins/akismet/_inc/form.js?ver=3.1.1,1
115.111.23.150,32,https://paytm.com:443/offer/wp-content/plugins/wp-thumbnail-slider/css/wpt-slide.css?ver=4.2.2,1
117.202.44.156,35,https://paytm.com:443/shop/cart?channel=web&version=2,2
117.205.123.254,35,https://paytm.com:443/shop/authresponse?code=9ad75123-af79-4bab-ad09-b3b0d52e4b01&state=null,1
117.214.45.232,35,https://paytm.com:443/shop/h/electronics?utm_term=1,1
122.15.2.242,46,https://paytm.com:443/shop/login?isIframe=true&theme=mp-web,1
122.169.156.147,47,https://paytm.com:443/shop/logout?channel=web&version=2,1
125.18.129.68,51,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/styles.css?ver=4.2.2,2
14.97.145.39,54,https://paytm.com:443/,1
173.230.131.202,60,https://paytm.com:443/shop,1
202.164.25.5,65,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/js/jcarousel.responsive.js?ver=4.2.2,1
203.176.112.109,69,https://paytm.com:443/offer/wp-content/uploads/2015/07/autom.jpg,1
49.204.24.149,84,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
1.186.37.11,0,https://paytm.com:443/shop/summary/1116550855,1
101.2.26.192,8,https://paytm.com:443/offer/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4,1
101.2.26.192,8,https://paytm.com:443/offer/wp-content/plugins/wp-social-sharing/static/socialshare.css?ver=1.3,1
101.59.194.101,8,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,1
107.167.113.28,12,https://paytm.com:443/styles/app.css,1
113.19.34.105,14,https://paytm.com:443/shop/cart?channel=web&version=2,3
