timestamp,clientIp,request,timeDiff,sessionId
2015-07-23T02:45:51.440+09:00,1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/jquery.masonry.min.js?ver=3.1.2,0,0
2015-07-23T02:45:51.456+09:00,1.186.108.28,https://paytm.com:443/offer/wp-includes/js/comment-reply.min.js?ver=4.2.2,0,0
2015-07-23T02:45:52.535+09:00,1.186.108.28,https://paytm.com:443/offer/wp-includes/js/wp-emoji-release.min.js?ver=4.2.2,1,0
2015-07-23T02:45:52.600+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/themes/twentytwelve/js/navigation.js?ver=20140318,0,0
2015-07-23T02:46:37.023+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.3,45,0
2015-07-23T02:46:37.364+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/images-thumbnail-sliderv1/css/images-thumbnail-sliderv1-style.css?ver=4.2.2,0,0
2015-07-23T02:46:40.810+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/css/style.css?ver=1.26,3,0
2015-07-23T02:46:44.341+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-social-sharing/static/socialshare.js?ver=1.3,4,0
2015-07-23T02:46:48.796+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/logo-slider/lgs_jquery.cycle2.js?ver=4.2.2,4,0
2015-07-23T02:46:49.453+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/css/magnific-popup.css?ver=0.9.9,1,0
2015-07-23T02:46:49.585+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/flexslider/flexslider.css?ver=2.2.0,0,0
2015-07-23T02:46:53.813+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.carousel.min.css?ver=2.0.0,4,0
2015-07-23T02:48:20.552+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/470X220_books.jpg,87,0
2015-07-23T02:48:35.702+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/css/slider-plus-lightbox-style.css?ver=4.2.2,15,0
2015-07-23T02:48:35.717+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/css/jquery.lbox.css?ver=4.2.2,0,0
2015-07-23T02:48:35.767+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/images-responsive-thumbnail-slider-plus-lighbox-style.css?ver=4.2.2,0,0
2015-07-23T02:48:35.784+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.theme.default.css?ver=2.0.0,0,0
2015-07-23T02:48:35.828+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/l-box-css.css?ver=4.2.2,0,0
2015-07-23T02:48:35.838+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-thumbnail-slider/css/wpt-slide.css?ver=4.2.2,0,0
2015-07-23T02:49:34.352+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/bb.png,59,0
2015-07-23T02:49:46.204+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/themes/twentytwelve/style.css?ver=4.2.2,12,0
2015-07-23T02:49:49.141+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-social-sharing/static/socialshare.css?ver=1.3,3,0
2015-07-23T02:50:02.353+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/owl.carousel.css?ver=4.2.2,13,0
2015-07-23T02:50:20.349+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/owl.theme.css?ver=4.2.2,18,0
2015-07-23T02:50:20.952+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/offer-page_20jul.jpg,0,0
2015-07-23T02:50:53.103+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/offer-page_21july.jpg,33,0
2015-07-23T02:50:55.069+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/styles.css?ver=4.2.2,2,0
2015-07-23T02:50:55.133+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/owl.transitions.css?ver=4.2.2,0,0
2015-07-23T02:51:15.564+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/really-simple-facebook-twitter-share-buttons/style.css?ver=4.2.2,20,0
2015-07-23T02:51:21.315+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/image-slider-responsive/js/jquery.flexslider-min.js?ver=4.2.2,6,0
2015-07-23T02:51:28.836+09:00,1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4,7,0
2015-07-23T02:51:40.899+09:00,1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4,12,0
2015-07-23T02:51:48.654+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/cc.png,8,0
2015-07-23T02:51:56.351+09:00,1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/meruwer_1.jpg,8,0
