timestamp,clientIp,request,timeDiff,sessionId
2015-07-22T19:32:28.388+09:00,1.186.76.43,https://paytm.com:443/shop/authresponse?code=5b20d856-426e-43dc-8404-43f6ae7fb4c6,0,0
2015-07-22T19:33:17.971+09:00,1.186.76.43,https://paytm.com:443/shop/cart?channel=web&version=2,49,0
2015-07-22T19:35:18.585+09:00,1.186.76.43,https://paytm.com:443/shop/orderdetail/1116546483?channel=web&version=2,121,0
2015-07-22T19:35:18.725+09:00,1.186.76.43,https://paytm.com:443/papi/v1/expresscart/verify,0,0
2015-07-22T19:36:35.036+09:00,1.186.76.43,https://paytm.com:443/shop/summary/1116540737,77,0
2015-07-22T19:36:37.086+09:00,1.186.76.43,https://paytm.com:443/shop/login?isIframe=true&theme=mp-web,2,0
2015-07-22T19:37:29.058+09:00,1.186.76.43,https://paytm.com:443/api/user/favourite?channel=web&version=2,52,0
2015-07-22T19:39:44.827+09:00,1.186.76.43,https://paytm.com:443/api/v1/expresscart/checkout?wallet=1&withdraw=1,135,0
2015-07-22T19:40:29.048+09:00,1.186.76.43,https://paytm.com:443/shop/orderdetail/1116540737?channel=web&version=2,45,0
2015-07-22T19:40:41.169+09:00,1.186.76.43,https://paytm.com:443/api/v1/expresscart/checkout?wallet=1&withdraw=1,12,0
2015-07-22T19:40:46.568+09:00,1.186.76.43,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,5,0
2015-07-22T19:41:32.983+09:00,1.186.76.43,https://paytm.com:443/papi/v1/expresscart/verify,46,0
2015-07-22T19:42:17.650+09:00,1.186.76.43,https://paytm.com:443/images/greyStar.png,45,0
2015-07-22T19:42:40.044+09:00,1.186.76.43,https://paytm.com:443/api/user/favourite?channel=web&version=2,23,0
2015-07-22T19:43:18.492+09:00,1.186.76.43,https://paytm.com:443/shop/summary/1116546483,38,0
2015-07-22T19:44:12.882+09:00,1.186.76.43,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,54,0
2015-07-22T19:44:14.386+09:00,1.186.76.43,https://paytm.com:443/shop/cart?channel=web&version=2,2,0
2015-07-22T19:44:41.969+09:00,1.186.76.43,https://paytm.com:443/shop/cart?channel=web&version=2,27,0
2015-07-22T19:46:13.903+09:00,1.186.76.43,https://paytm.com:443/shop/cart?channel=web&version=2,92,0
2015-07-22T19:47:57.304+09:00,1.186.76.43,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,104,0
2015-07-22T19:49:33.304+09:00,1.186.76.43,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,96,0
2015-07-22T19:51:03.650+09:00,1.186.76.43,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,90,0
2015-07-23T01:12:15.241+09:00,1.187.104.89,https://paytm.com:443/shop/v1/frequentorders,0,0
2015-07-23T01:17:54.542+09:00,1.187.104.89,https://paytm.com:443/shop/cart,339,0
