timestamp,clientIp,request,timeDiff,sessionId
2015-07-22T19:42:28.569+09:00,1.187.181.121,https://paytm.com:443/shop/cart?channel=web&version=2,0,0
2015-07-22T19:43:30.510+09:00,1.187.181.121,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,62,0
2015-07-22T19:43:48.663+09:00,1.187.181.121,http://www.paytm.com:80/,18,0
2015-07-22T19:44:04.613+09:00,1.187.181.121,https://paytm.com:443/shop/cart?channel=web&version=2,16,0
2015-07-22T19:47:48.689+09:00,1.187.181.121,https://paytm.com:443/papi/v1/expresscart/verify,224,0
2015-07-22T19:49:45.254+09:00,1.187.181.121,https://paytm.com:443/shop/wallet/txnhistory?page_size=10&page_number=0&channel=web&version=2,117,0
2015-07-22T19:49:53.573+09:00,1.187.181.121,https://paytm.com:443/papi/v1/promosearch/product/7453925/offers?parent_id=0&price=249&channel=web&version=2,8,0
2015-07-22T19:51:13.990+09:00,1.187.181.121,https://paytm.com:443/shop/wallet/txnhistory?page_size=10&page_number=0&channel=web&version=2,80,0
2015-07-22T19:51:25.929+09:00,1.187.181.121,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,12,0
2015-07-22T19:52:11.640+09:00,1.187.181.121,https://paytm.com:443/papi/nps/merchantrating?merchant_id=20384&channel=web&version=2,46,0
2015-07-22T19:53:33.473+09:00,1.187.181.121,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,82,0
2015-07-22T19:56:21.063+09:00,1.187.181.121,https://paytm.com:443/papi/v1/expresscart/verify,168,0
2015-07-22T20:01:04.951+09:00,1.187.181.121,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,283,0
2015-07-22T20:02:13.586+09:00,1.187.181.121,https://paytm.com:443/papi/rr/products/7453925/statistics?channel=web&version=2,69,0
2015-07-23T01:57:37.629+09:00,1.22.22.176,https://paytm.com:443/shop/summary/1117924366,0,0
2015-07-23T03:01:43.595+09:00,1.23.43.32,https://paytm.com:443/papi/nps/merchantverification,0,0
2015-07-23T03:02:10.357+09:00,1.23.43.32,https://paytm.com:443/shop/cart?channel=web&version=2,27,0
2015-07-23T03:02:22.654+09:00,1.23.43.32,https://paytm.com:443/shop/cart,12,0
2015-07-23T03:04:13.471+09:00,1.23.43.32,https://paytm.com:443/shop/cart,111,0
2015-07-23T03:04:43.080+09:00,1.23.43.32,https://paytm.com:443/shop/wallet/txnhistory?page_size=10&page_number=0&channel=web&version=2,30,0
2015-07-23T03:04:46.882+09:00,1.23.43.32,https://paytm.com:443/shop/orderhistory?pagesize=10&channel=web&version=2,3,0
2015-07-23T03:04:56.391+09:00,1.23.43.32,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,10,0
2015-07-23T03:05:01.122+09:00,1.23.43.32,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,5,0
2015-07-23T03:05:07.507+09:00,1.23.43.32,https://paytm.com:443/shop/summary/1118077323,6,0
2015-07-23T03:07:44.822+09:00,1.23.43.32,https://paytm.com:443/shop/cart/checkout?channel=web&version=2,157,0
2015-07-23T03:08:05.137+09:00,1.23.43.32,https://paytm.com:443/shop/cart?channel=web&version=2,21,0
2015-07-23T03:10:25.625+09:00,1.23.43.32,https://paytm.com:443/shop/cart?channel=web&version=2,140,0
2015-07-23T03:10:29.448+09:00,1.23.43.32,https://paytm.com:443/shop/cart,4,0
2015-07-23T03:13:47.100+09:00,1.23.43.32,https://paytm.com:443/shop/orderdetail/1096762940?actions=1&channel=web&version=2,198,0
2015-07-23T03:14:07.313+09:00,1.23.43.32,https://paytm.com:443/shop/cart?channel=web&version=2,20,0
2015-07-23T03:15:07.475+09:00,1.23.43.32,https://paytm.com:443/shop/orderdetail/1118077323?channel=web&version=2,60,0
2015-07-23T03:15:14.391+09:00,1.23.43.32,https://paytm.com:443/shop/user/address?channel=web&version=2,7,0
2015-07-23T03:16:26.383+09:00,1.23.43.32,https://paytm.com:443/shop/cart?channel=web&version=2,72,0
2015-07-23T03:16:28.865+09:00,1.23.43.32,https://paytm.com:443/papi/nps/merchantverification,2,0
2015-07-22T20:02:22.159+09:00,1.23.5.201,https://paytm.com:443/shop?utm_source=affiliate&utm_medium=promocodeclub&utm_campaign=promocodeclub-generic&utm_term=pccptm,0,0
2015-07-22T20:02:43.962+09:00,1.23.5.201,https://paytm.com:443/shop/cart?channel=web&version=2,21,0
2015-07-22T20:08:31.332+09:00,1.23.5.201,https://paytm.com:443/shop/orderdetail/1116639186?channel=web&version=2,348,0
2015-07-22T20:10:53.327+09:00,1.23.5.201,https://paytm.com:443/shop/wallet/txnhistory?page_size=10&page_number=0&channel=web&version=2,142,0
2015-07-22T20:12:24.135+09:00,1.23.5.201,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,91,0
2015-07-22T20:14:39.921+09:00,1.23.5.201,https://paytm.com:443/shop?utm_source=affiliate&utm_medium=promocodeclub&utm_campaign=promocodeclub-generic&utm_term=pccptm,135,0
2015-07-22T20:16:43.788+09:00,1.23.5.201,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,124,0
2015-07-22T20:16:57.989+09:00,1.23.5.201,https://paytm.com:443/shop/summary/1116639186,14,0
2015-07-22T20:18:37.219+09:00,1.23.5.201,https://paytm.com:443/shop/cart?channel=web&version=2,100,0
2015-07-22T20:19:37.760+09:00,1.23.5.201,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,60,0
2015-07-23T01:42:26.906+09:00,1.23.98.124,https://paytm.com:443/shop/cart?channel=web&version=2,0,0
2015-07-23T01:54:56.685+09:00,1.23.98.124,https://paytm.com:443/shop/log,750,0
2015-07-23T01:55:20.136+09:00,1.23.98.124,https://paytm.com:443/shop/cart?channel=web&version=2,24,0
2015-07-23T01:14:52.808+09:00,1.38.21.250,https://paytm.com:443/shop/cart,0,0
2015-07-23T01:19:45.725+09:00,1.38.21.250,https://paytm.com:443/papi/v1/promosearch/product/8659937/offers?parent_id=6816811,293,0
2015-07-23T01:21:41.960+09:00,1.38.21.250,https://paytm.com:443/shop/p/htc-desire-526g-plus-black-CMPLXMOBHTC-DESIRE-5SYBE206631226F7B2,116,0
2015-07-22T15:56:22.585+09:00,1.38.23.72,https://paytm.com:443/,0,0
2015-07-22T15:59:19.211+09:00,1.38.23.72,https://paytm.com:443/styles/app.css,177,0
2015-07-22T15:59:47.257+09:00,1.38.23.72,https://paytm.com:443/settings,28,0
2015-07-22T16:00:27.660+09:00,1.38.23.72,https://paytm.com:443/styles/app.css,40,0
2015-07-22T16:01:47.278+09:00,1.38.23.72,https://paytm.com:443/settings,80,0
2015-07-22T16:03:32.485+09:00,1.38.23.72,https://paytm.com:443/styles/app.css,105,0
2015-07-22T16:06:24.930+09:00,1.38.23.72,https://paytm.com:443/styles/app.css,172,0
2015-07-22T16:06:36.975+09:00,1.38.23.72,https://paytm.com:443/verification,12,0
2015-07-22T16:07:50.320+09:00,1.38.23.72,https://paytm.com:443/styles/app.css,74,0
2015-07-22T16:09:10.829+09:00,1.38.23.72,https://paytm.com:443/paytmcash,80,0
